from,to,passes,gravity,gravity_rd,gravity_dur,log10_gravity,distance,from_ctry,to_ctry,sp_distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km,cost_km_adj,upgrade_cat,ug_cost_km,add,ug_cost
82,83,9,0.9913836905462,0.79094819367911,1.10403769368766,-0.00375823003854477,115461,ZAF,ZAF,105230.244319609,80.2,86.3798004987531,100,69.2766,0,0,80.2,69.2766,91010.671875,9456.1083984375,13.0427444673854,529704.120070731,36554.7487459753,Asphalt Mix Resurfacing,125363.308416739,FALSE,14474572.9531051
83,84,9,0.9913836905462,0.79094819367911,1.10403769368766,-0.00375823003854477,85174.5,ZAF,ZAF,72876.5432417882,60.6,84.3311881188119,100,51.1047,0,0,60.6,51.1047,173433.796875,25385.837890625,51.5685689108884,640275.116716875,44391.0216690196,Asphalt Mix Resurfacing,151531.777622993,FALSE,12906643.3931496
85,86,40,43.9855137093841,35.4990390656886,51.0524555717315,1.64330966848704,52536.5,ZAF,ZAF,48318.4158286916,38.05,82.8433639947438,100,31.5219,0,0,38.05,31.5219,59592.96484375,59910.53515625,182.841844339343,626484.057138934,43485.6719743162,Asphalt Mix Resurfacing,148267.893522881,FALSE,7789476.18806484
71,92,80,28.0685130529613,21.9412879408544,28.4141987065896,1.44821940622195,56652,NAM,NAM,52954.3781120623,35.95,94.5513212795549,100,33.9912,0,0,35.95,33.9912,124501.609375,39508.44140625,108.67418465439,654996.115087523,45450.440842975,Asphalt Mix Resurfacing,155015.74723738,FALSE,8781952.11249205
92,93,80,28.0685130529613,21.9412879408544,28.4141987065896,1.44821940622195,389163,NAM,NAM,331955.646157927,276.6,84.417136659436,100,233.4978,0,0,276.6,233.4978,25266.45703125,39792.37890625,16.2036342970639,462106.302691269,31927.7812642344,Asphalt Mix Resurfacing,109365.1583036,FALSE,42560873.1009039
93,94,133,38.9372655916002,30.9543438039385,41.1047039113114,1.59036544949073,270332,NAM,BWA,262670.209878034,191.5,84.6993211488251,100,162.1992,612644.25,1348.673076,1540.173076,1510.872276,21352.65234375,25206.931640625,13.5870913219094,446560.609790804,30824.5207083028,Asphalt Mix Resurfacing,105686.010983824,FALSE,28570310.7212791
95,96,73,56.4030304721979,43.3654549393947,55.9464421541825,1.7513024387705,183756,BWA,ZAF,160459.135462415,137.4,80.2427947598254,100,110.2536,850456.75,1782.173076,1919.573076,1892.426676,206445.125,211411.9375,192.318540335603,730329.186629587,50694.9518466457,Asphalt Mix Resurfacing,172844.574169002,FALSE,31761227.5709991
101,102,24.6666666666667,20.8704249520507,16.8436508893915,24.3210729550427,1.31953129201954,180066.5,EGY,EGY,145710.591186173,147.85,73.0739939127494,100,108.0399,0,0,147.85,108.0399,5372.908203125,852118.3125,853.874238734993,534866.83898855,37139.8353324638,Mixed Works,287936.648322169,FALSE,51847744.4851038
101,103,95.34375,78.7732552195983,64.6246185489258,98.9035700009894,1.89637879259002,352852,EGY,EGY,295741.82331653,244.75,86.5010010214505,100,211.7112,0,0,244.75,211.7112,33862.42578125,3801889,1777.91907224704,709967.219890052,49300.92275229,Asphalt Mix Resurfacing,168025.575373979,FALSE,59288160.3218592
104,105,115,106.860369690927,87.5675438090262,126.382911977862,2.02881667232164,69795,ZAF,ZAF,57211.7786671676,51.6,81.1569767441861,100,41.877,0,0,51.6,41.877,343447.71875,6879.119140625,17.5915541879903,636215.086965265,43974.4579816635,Asphalt Mix Resurfacing,150570.903915113,FALSE,10509096.2387553
91,107,689,242.035098233477,175.585094462292,238.473459510857,2.38387834888893,57223,ZMB,ZMB,48712.2023676145,47.85,71.7529780564263,100,34.3338,0,0,47.85,34.3338,114941.2421875,758830.8125,2264.50846049602,839179.841645322,58274.190968966,Mixed Works,451758.481419064,FALSE,25850975.5822431
107,108,566,227.899084742309,167.142686158223,227.515230776477,2.35774258102872,317239.5,ZMB,ZWE,266896.530244734,205.25,92.737490864799,100,190.3437,716145.84375,5214.000225,5419.250225,5404.343925,178685.34375,102195.1640625,53.415459447561,644459.930912456,44683.6586107379,Asphalt Mix Resurfacing,152522.183649281,FALSE,48386061.2798061
108,109,363,200.188639651674,147.98575976095,202.722664075848,2.30143942840515,116983,ZWE,ZWE,104826.965452758,91.2,76.9625,100,70.1898,0,0,91.2,70.1898,102976.4140625,383773.125,532.069284463055,732342.091122161,50848.9733296137,Mixed Works,394244.159054096,FALSE,46119864.4586253
113,114,153,188.889898970699,141.795236936532,149.095574782343,2.27620873431898,406712,SDN,SDN,364415.122646728,376.4,64.8318809776833,100,244.0272,0,0,376.4,244.0272,17817.669921875,499842.21875,185.96450921991,542763.322009859,37674.7193537907,Mixed Works,292187.58834864,FALSE,118836198.432452
96,116,87,22.9174877495514,17.9209339940281,25.6731636759961,1.36016700787186,116467.5,ZAF,ZAF,102562.217556663,83.45,83.7393648891552,100,69.8805,0,0,83.45,69.8805,97969.7265625,370295.125,530.841880555018,727832.418880132,50535.8329936508,Asphalt Mix Resurfacing,172253.672468297,FALSE,20061954.5982014
116,117,21,5.95644573932544,4.86127844999998,6.843766281296,0.774987189900496,119778.5,ZAF,ZAF,102208.338870092,81,88.7248148148148,100,71.8671,0,0,81,71.8671,132208.78125,548009.9375,772.600565906553,778904.145837253,54084.6189199597,Asphalt Mix Resurfacing,184340.647848149,FALSE,22080046.2882795
117,118,48,86.74864746097,71.3365977384555,101.749811119391,1.93826271222583,31971.5,ZAF,ZAF,27981.6257864139,21.45,89.4307692307692,100,19.1829,0,0,21.45,19.1829,140214.234375,86854.09375,431.074475022955,833333.384401115,57858.9772751561,Asphalt Mix Resurfacing,197222.234308264,FALSE,6305490.66418666
119,120,67,115.712826059588,91.980108526846,128.600167448652,2.06338150050902,188110.5,ZAF,MOZ,159591.04196459,139.65,80.8208378088078,100,112.8663,1025520.84375,2373,2512.65,2485.8663,224130.046875,1168039.625,1063.90262974901,852688.10444044,59209.7231972849,Asphalt Mix Resurfacing,201802.851384237,FALSE,37961235.2753145
123,124,264.333333333333,90.5082298911934,60.9878764691663,64.9276941778282,1.95668807129169,65724.5,COD,RWA,49064.4597495018,56.95,69.2444249341528,100,39.4347,2257262.375,7248.249975,7305.199975,7287.684675,245595.109375,632167.0625,1878.89739521638,904766.727499431,62828.1811320277,Mixed Works,468753.398433196,FALSE,30808582.7353226
124,125,221.4,71.5663142347753,47.8858137112634,50.953875878712,1.85470865101697,107823,RWA,UGA,47665.2995837017,99.6,64.9536144578313,100,64.6938,546909.40625,3300.249975,3399.849975,3364.943775,305854.1875,300585.28125,918.837186899796,874150.110105872,60699.2563706278,Mixed Works,468753.398433196,FALSE,50542397.6792625
126,127,1143,401.663965942522,269.859803331783,311.981392823375,2.60386287207454,135206.5,UGA,UGA,118840.967074349,119,68.1713445378151,100,81.1239,0,0,119,81.1239,11808.490234375,992268.9375,1242.86623981349,606915.097244494,42144.0005724885,Mixed Works,326722.627349952,FALSE,44175022.9147913
103,128,81.5833333333334,490.141664828502,431.975115238479,592.418221826883,2.69032162158222,52861.5,EGY,EGY,47521.4788922595,42.6,74.4528169014085,100,31.7169,0,0,42.6,31.7169,52637,2600129.75,7886.28569376079,849576.776232585,58997.7513854304,Mixed Works,457355.497871875,FALSE,24176497.6507541
128,129,35.8571428571429,59.5928243181468,47.8525262894659,68.0968090350481,1.77519396868909,118782.5,EGY,EGY,90079.8447246115,90,79.1883333333333,100,71.2695,0,0,90,71.2695,76024.421875,86425.609375,144.025052411149,632187.472895982,43876.095153263,Mixed Works,340327.589575669,FALSE,40424961.9087719
102,130,13,25.9786688709145,22.8858584873913,29.8685480977845,1.41461689435722,202469,EGY,EGY,177624.896284337,154,78.884025974026,100,121.4814,0,0,154,121.4814,10857.8447265625,3464881,2807.73430443769,643904.550409028,44714.2403414838,Mixed Works,346635.282970193,FALSE,70182899.107692
130,131,14,52.1392919933083,43.1767039217992,55.3596959069749,1.71716512952723,60293,EGY,EGY,54689.0116935865,49.15,73.6028484231943,100,36.1758,0,0,49.15,36.1758,4796.93896484375,799183.6875,2135.46110687316,570359.435356642,39606.717951869,Mixed Works,307043.496033658,FALSE,18512573.5063573
132,133,544,373.597268715617,279.13057729655,326.617379447856,2.5724036925418,157161,KEN,KEN,137811.871102759,120.6,78.189552238806,100,94.2966,0,0,120.6,94.2966,71190.171875,1158984.75,1234.3997949608,752493.750827907,52252.9137039715,Mixed Works,405092.46919569,FALSE,63664737.5512638
135,136,240,47.7797280875973,31.2235644548761,35.7290339094144,1.67924367386945,199830.5,ETH,ETH,155501.385682472,192.25,62.3658257477243,100,119.8983,0,0,192.25,119.8983,171230.046875,1711896.375,1637.73548554295,856390.227988632,59468.458003723,Mixed Works,461023.406067214,FALSE,92126537.7461144
124,138,176.666666666667,63.4364580342868,42.9808082869694,45.7749816954019,1.80233892621516,93774,RWA,RWA,68220.6181790753,71.25,78.9675789473684,100,56.2644,0,0,71.25,56.2644,399250.28125,728422.1875,1585.2891819653,945345.979555596,65645.5075940328,Mixed Works,468753.398433196,FALSE,43956881.1846745
138,139,113,48.0668052313053,34.3496127675233,37.4787768489866,1.68184525762847,122936.5,BDI,RWA,88232.8888508479,141,52.3134042553192,100,73.7619,757492.53125,3907.5,4048.5,3981.2619,213332.546875,807962.625,1338.19945566808,864325.954945586,60018.824776034,Upgrade,731795.975187263,FALSE,89964435.9036089
139,140,722,248.18315721614,170.559054498981,191.181949537236,2.3947723050584,129983,BDI,TZA,92861.3074009041,106.6,73.1611632270169,100,77.9898,1532008.90625,7240.250025,7346.850025,7318.239825,178020.671875,93822.734375,151.524564766777,703151.953820071,48802.702489805,Mixed Works,378530.135139805,FALSE,49202482.5558773
140,141,683,184.499371099381,129.764573924758,146.293342292554,2.26599489012362,202631,TZA,TZA,186328.620182548,144.15,84.3417273673257,100,121.5786,0,0,144.15,121.5786,49839.984375,218877.734375,171.257506287011,609808.317973586,42326.8477466549,Asphalt Mix Resurfacing,144321.301920415,FALSE,29243969.7294356
143,144,437,308.429526752803,224.587904667706,258.126287538899,2.4891559474982,112683,TZA,TZA,96757.0428080356,94.35,71.6585055643879,100,67.6098,0,0,94.35,67.6098,38704.7265625,254526.203125,388.152427114482,634016.720905074,44019.3106761982,Mixed Works,341312.334753898,FALSE,38460097.8170735
144,145,306,634.14386781406,466.598228839526,549.022000069177,2.80218779717151,128048,TZA,TZA,112014.098465546,93.45,82.2138041733547,100,76.8288,0,0,93.45,76.8288,21854.212890625,1910087.25,2522.17901894126,693934.786386861,48188.2920213259,Asphalt Mix Resurfacing,164231.232778223,FALSE,21029480.8947859
134,146,357,79.2676244487071,58.2468688135457,75.3812265968908,1.89909584312746,107051,SDN,SDN,93599.6943648508,77.75,82.6117041800643,100,64.2306,0,0,77.75,64.2306,16472.8359375,263304.8125,423.572256048719,576496.858159643,40026.480421765,Asphalt Mix Resurfacing,136437.589764449,FALSE,14605780.421874
147,148,1383,722.057749775351,492.484279728081,614.341884986384,2.85857193358873,111933,ETH,ETH,77162.2808671228,80.9,83.0158220024722,100,67.1598,0,0,80.9,67.1598,77218.3984375,326513.96875,633.615683060613,718040.210984033,49857.2199830699,Asphalt Mix Resurfacing,169936.183266221,FALSE,19021466.8015379
149,150,220,77.9596786655501,51.283598691434,59.4462281384174,1.89187004037291,142679.5,ETH,DJI,107424.309453039,101.6,84.2595472440945,100,85.6077,959933.03125,3488.581725,3590.181725,3574.189425,278410.125,13360.77734375,18.4437918481697,622755.308070651,43053.239195292,Asphalt Mix Resurfacing,147385.422910054,FALSE,21028878.4480951
150,151,191,66.4981993006897,45.9795266713825,51.6150466778518,1.82280988523751,82061,DJI,DJI,68982.3106041256,59.95,82.1294412010008,100,49.2366,0,0,59.95,49.2366,176473.671875,456828.84375,969.790499211576,822083.842774662,57084.1548066369,Asphalt Mix Resurfacing,194559.842790003,FALSE,15965775.2591904
7,27,684,273.985410149609,83.5239759849416,77.2267659187508,2.43772743705317,216822,ESH,MAR,196767.779186629,162.6,80.0081180811808,100,130.0932,354577.9375,1254.69228,1417.29228,1384.78548,67046.3671875,355.647644042969,0.269514033273591,416277.62795464,25340.2449510063,Asphalt Mix Resurfacing,98519.0386159311,FALSE,21361094.9907834
103,160,21,525.547613871287,427.690967607328,591.306307517023,2.7206120686132,49349,EGY,EGY,40087.8707624072,35.95,82.3627260083449,100,29.6094,0,0,35.95,29.6094,29152.11328125,3098460.75,11218.4401021895,910309.765795004,63215.4770057988,Asphalt Mix Resurfacing,206077.345441219,FALSE,10169710.9201787
160,161,37.3333333333333,539.101738638057,437.83684685254,605.79622203355,2.73167073245875,76131.5,EGY,EGY,67446.9548449019,54.05,84.5123034227567,100,45.6789,0,0,54.05,45.6789,17797.828125,1256832.375,2758.71186796777,682222.929672868,47375.1328823756,Asphalt Mix Resurfacing,161459.426689245,FALSE,12292148.3429923
161,162,10,2.73061824313071,2.12121528424331,2.98864906765322,0.436260987400523,157472,EGY,EGY,138132.577175458,100.3,94.2005982053838,100,94.4832,0,0,100.3,94.4832,97174.7578125,264746.53125,280.122950626821,688765.610115131,47816.4594501267,Asphalt Mix Resurfacing,163007.861060581,FALSE,25669173.8969318
147,164,135.142857142857,27.8233398571308,19.4166793862341,23.2270429630831,1.44440926061154,352953,ETH,ERI,290831.641872072,340.2,62.2492063492064,100,211.7718,1024375,4298.3725875,4638.5725875,4510.1443875,235027.25,375311.3125,178.856140910692,737244.747889733,51173.2942106311,Mixed Works,396883.422613973,FALSE,140081194.66187
136,165,888,350.016197095307,245.405748511016,294.413367527502,2.54408814191129,93860.5,ETH,ETH,79561.2359285512,78.2,72.0157289002558,100,56.3163,0,0,78.2,56.3163,77193.546875,1863180.625,3501.40176571299,830213.286567911,57652.3010721628,Mixed Works,446931.485935725,FALSE,41949212.7356701
152,165,885.638888888889,311.202044740533,216.049589419676,259.351441372476,2.49304244184147,108541.5,ETH,ETH,91399.0504800979,77.25,84.3040776699029,100,65.1249,0,0,77.25,65.1249,57381.578125,493144.59375,785.481113831562,705659.279553119,48998.8173667582,Asphalt Mix Resurfacing,167006.029494238,FALSE,18127084.9503488
166,167,330,190.808856313696,138.023812196702,165.467133185105,2.28059852843362,132361.5,KEN,KEN,97715.3034351569,103.35,76.8426705370102,100,79.4169,0,0,103.35,79.4169,46356.4375,380042.71875,561.064700561671,668457.646932205,46413.6440936025,Mixed Works,359853.03326517,FALSE,47630687.2625278
133,167,680,349.410516870447,260.931352694977,284.281695351034,2.54333597262763,41596.5,KEN,KEN,38549.069573373,30.8,81.0321428571429,100,24.9579,0,0,30.8,24.9579,26396.08984375,1956655.5,7229.63493246799,866554.725238179,60176.704012293,Asphalt Mix Resurfacing,205084.618306369,FALSE,8530802.32538088
