city_port,population,lon,lat,iso3c,city_country,gdp_cap,IWI,gdp,wealth,port_locode,port_name,port_status,outflows,nl,nl_cap,major_city_port,product,uj_orig,Lj_orig,Cj_orig,PCj_orig,uj,Lj,Cj,PCj,Lj_1,Cj_1,Yj_1,Pj_1,Lj_2,Cj_2,Yj_2,Pj_2,Lj_3,Cj_3,Yj_3,Pj_3,Lj_4,Cj_4,Yj_4,Pj_4,Lj_5,Cj_5,Yj_5,Pj_5,Lj_6,Cj_6,Yj_6,Pj_6,Lj_7,Cj_7,Yj_7,Pj_7,Lj_8,Cj_8,Yj_8,Pj_8,Lj_9,Cj_9,Yj_9,Pj_9,Lj_10,Cj_10,Yj_10,Pj_10,Lj_11,Cj_11,Yj_11,Pj_11,Lj_12,Cj_12,Yj_12,Pj_12,Lj_13,Cj_13,Yj_13,Pj_13,Lj_14,Cj_14,Yj_14,Pj_14,Lj_15,Cj_15,Yj_15,Pj_15,Lj_16,Cj_16,Yj_16,Pj_16,Lj_17,Cj_17,Yj_17,Pj_17,Lj_18,Cj_18,Yj_18,Pj_18,Lj_19,Cj_19,Yj_19,Pj_19,Lj_20,Cj_20,Yj_20,Pj_20,Lj_21,Cj_21,Yj_21,Pj_21,Lj_22,Cj_22,Yj_22,Pj_22
TRUE,3223.755,-17.446713,14.692814,SEN,"Dakar - Senegal",2287.6685,70.2606002240275,7374882765.2175,226502961.27521,SNDKR,Dakar,AI,2417.263262,1726.64797008975,0.00515427997478229,TRUE,6,388.105864600106,3223.755,404286.94956773,2.16630973621625,391.416767125878,3223.755,409223.002162528,2.15843739820694,0,162.24037551956,0,108.402676281353,0,912.825753642539,0,45.7009821591959,0,140.185847037738,0,116.618483807704,0,33.1282191967577,0,239.894576846555,0,10.735247882251,0,421.418345087715,3223.755,308699.406018039,315941.70196921,2.48514411533453,0,10.481404261381,0,426.490871311503,0,6.17120930920159,0,555.820214452482,0,4.91343763785151,0,622.912077843091,0,1.7021890711778,0,1058.31652360506,0,2.2360611309211,0,923.373995485027,0,2.68727637428369,0,842.293227604176,0,1.23431194124442,0,1242.816500152,0,0.5573046649197,0,1849.58006807156,0,0.786296037843161,0,1557.1355938215,0,0.303689598680094,0,2505.55832579107,0,0.314136085887458,0,2463.54535188502,0,0.990684356727247,0,1387.24070345578,0,0.937363858405272,0,1426.15054913704,0,0.501879477217055,0,1949.03553508126,0,0.553685690663258,0,1855.61479209824,0,0.392010975559149,0,2205.31363418958
FALSE,505.227,-17.044529,14.7029696,SEN,"Yaoundé - Cameroon",2302.16270413245,52.2935947198641,1163114756.52073,26420135.9795328,,,,0,396.270565730296,0.00662799838393238,FALSE,2,247.2134389499,505.227,33265.0627142297,2.62825997459609,250.296994113816,505.227,33859.3910907982,2.61433406685377,0,185.622326987898,0,35.3090105463103,505.227,17723.1930259299,26420.1359795328,3.61351340595781,0,132.334346499101,0,41.8181066111126,0,8.13931322130521,0,168.619102443497,0,1.68452598581627,0,370.6481156726,0,201.656908249138,0,33.8761542580596,0,1.63533680555915,0,376.181166114072,0,0.871701264300591,0,515.248594837949,0,0.673540382131426,0,586.16358475017,0,0.215691599314638,0,1035.81939511208,0,0.287131544983464,0,897.759894062417,0,0.348945837845706,0,814.369767716476,0,0.154582496608882,0,1223.54654613571,0,0.0686135160481778,0,1836.520652346,0,0.0973687023820599,0,1541.66837241002,0,0.0371493741344012,0,2495.8869095886,0,0.0384374646559292,0,2453.71030651739,0,0.123312869736906,0,1369.9239286472,0,0.116519213363886,0,1409.29490557421,0,0.0617030014521646,0,1936.6338071898,0,0.0681617089316907,0,1842.5972505958,0,0.0480611693853973,0,2194.33781444085
TRUE,187.932,-16.076402,14.138908,SEN,"Kaolack - Senegal",2278.7640345833,45.3761239685572,428252682.54731,8527625.72965889,,,,0,314.559278847214,0.00270314100000742,FALSE,1,222.237481116363,187.932,10627.3329609374,2.75100762517498,229.896888337276,187.932,11154.4160810651,2.71134653696841,187.932,5548.35129171389,8527.62572965889,3.84438145229713,0,274.467475389355,0,17.2847461096073,0,16.3221395029543,0,70.8793793145417,0,7.26763542132665,0,106.22136598024,0,0.661895819655027,0,351.976468374434,0,6.23944675108648,0,114.639796683363,0,0.392080339442534,0,457.320759161598,0,0.501321539525341,0,404.436428125235,0,0.320626669752762,0,505.718249992995,0,0.068565393999652,0,1093.5936014294,0,0.113192789136225,0,851.136211348933,0,0.128665834052044,0,798.319667463675,0,0.0562152880718665,0,1207.76163021477,0,0.0245600578632901,0,1827.23226639183,0,0.03499989627066,0,1530.64708901963,0,0.0132117338964592,0,2491.31440762792,0,0.0136685476087393,0,2449.32978416824,0,0.042483315310219,0,1389.31027635349,0,0.0410206125599369,0,1413.86315764589,0,0.021905509898461,0,1934.78078281684,0,0.0241084270731322,0,1844.26791305694,0,0.0170727538527774,0,2191.57662185002
FALSE,78.8,-13.6763992,13.7135201,SEN,"Khénifra - Morocco",2287.6685,28.5775553827832,180268277.8,2251911.36416331,,,,0,50.7595320907092,0.00307485089013125,FALSE,1,189.982369871932,78.8,3561.70817726202,2.94224765213403,195.367334663974,78.8,3706.80092769792,2.90721362982863,78.8,2098.89059240593,2251.91136416332,3.86350676559563,0,32.5143614836866,0,31.0412329288659,0,3.35274534428796,0,96.6665665815974,0,10.9382023223835,0,53.5184591890571,0,0.255287039963131,0,350.317791041416,0,0.933009376342571,0,183.245607629171,0,0.151620519181657,0,454.566668853217,0,0.158491689282672,0,444.603963939749,0,0.119651405306291,0,511.702661310897,0,0.0263740072236411,0,1089.90467938391,0,0.0438739679544477,0,845.031932750048,0,0.0509599990526103,0,784.082700481427,0,0.0217758866434552,0,1199.46796656919,0,0.00944029915686603,0,1821.72869454095,0,0.0134878066352085,0,1524.07350069156,0,0.0050641380757387,0,2487.27502100668,0,0.00523982002003166,0,2445.22255234668,0,0.0163905927186938,0,1382.54491161104,0,0.0158309253787941,0,1406.77106396633,0,0.00841432517438831,0,1929.59840668244,0,0.009265183685515,0,1838.86378881618,0,0.00655022311021297,0,2186.99873133794
FALSE,10.832,-10.8695793,12.6057196,MLI,"Kawambwa - Zambia",2285.3071,24.4574447781555,24754446.5072,264923.041836981,,,,0,1.05133011269996,0.000656997328723453,FALSE,1,51.6683329619079,10.832,76.2078222462286,5.14081043524057,53.9200570969734,10.832,80.9962875944868,5.04768123421893,10.832,15.0266868680262,264.92304183698,11.7190622083175,0,1.16781702067233,0,42.0375190886303,0,0.103729006176981,0,141.050415365116,0,7.45207012793602,0,16.6412525395536,0,0.0164904244029329,0,353.759866559955,0,0.0251915936754562,0,286.217811386001,0,0.00826600069710349,0,499.662502897754,0,0.0103221403179472,0,447.135960102159,0,0.00855109042870938,0,491.262629298702,0,0.00165171572134861,0,1117.78126615444,0,0.00302969852361751,0,825.324562293772,0,0.00346772515345214,0,771.439981883104,0,0.00145774890592641,0,1189.82507109386,0,0.000625847991914564,0,1815.89212962613,0,0.000896621403960015,0,1517.11997632718,0,0.000334459083164501,0,2484.00794409776,0,0.00034605873267439,0,2442.02199569517,0,0.00106870614081444,0,1389.61766233843,0,0.00104284709848495,0,1406.74104532397,0,0.000555630073290124,0,1927.22138472485,0,0.000610865168077952,0,1838.02661952835,0,0.000432501900405011,0,2184.39144929249
TRUE,4552.105,-8.002662,12.639193,MLI,"Bamako - Mali",2286.20141850059,45.3510168389582,10407028908.1636,206442590.507706,,,,0,1059.27660221482,0.00292777249408515,TRUE,4,242.836716043318,4552.105,292167.296316494,2.64845781938864,244.940124329329,4552.105,295789.282728705,2.63868659493649,0,907.498205846371,0,47.6382874187992,0,731.788312890364,0,53.0501105509302,0,58.0427164217167,0,188.367148375343,4552.105,201888.928850228,206442.590507706,3.19391074882853,0,16.1511772454541,0,357.089381672622,0,12.9239803479715,0,399.191130625555,0,7.09036780303374,0,538.945246495732,0,10.1269864279853,0,450.960926340338,0,9.10913205540649,0,475.489059617542,0,1.58191461604142,0,1141.00489750322,0,3.14366435172211,0,809.395793001047,0,3.5572625431351,0,760.888583974055,0,1.47450896439792,0,1181.83084143381,0,0.627918496009624,0,1811.03727855837,0,0.90164308884231,0,1511.33833667513,0,0.334509565400635,0,2481.27418591678,0,0.346108917254886,0,2439.34166354711,0,1.05780070710614,0,1395.33054491625,0,1.04090756125569,0,1406.60755669866,0,0.55565725159952,0,1925.19858876298,0,0.61012163829601,0,1837.2608212942,0,0.432487067262385,0,2182.18951773264
TRUE,1440.712,-15.978542,18.085588,MRT,"Nouakchott - Mauritania",3726.39485774327,41.8651880562521,5368661788.28902,60315678.8148991,MRNKC,Nouakchott,AI,334.524,1260.6454068121,0.0652106403689198,FALSE,3,260.481714760723,1440.712,102215.067536016,2.5700261115895,266.000420545979,1440.712,105322.747202907,2.5470376119523,0,246.832394581454,0,52.6132790301277,0,621.559359361423,0,33.1554664583303,1440.712,66252.0626569435,72693.0668148991,3.21141732174462,0,17.0580673255992,0,200.138912404973,0,6.9711679102084,0,313.071602157474,0,34.1374410780606,0,141.47541147129,0,13.0967858869246,0,228.409458260558,0,1.79755016141295,0,616.53244788468,0,1.61181888526487,0,651.0859557622,0,0.807452964071854,0,919.894094789179,0,0.792001712123015,0,928.823911491299,0,1.07313217901074,0,797.939269060998,0,0.460401986463186,0,1218.22596888859,0,0.203888082722184,0,1830.62979471524,0,0.290069244074081,0,1534.778143678,0,0.110382139888025,0,2487.98090540746,0,0.114272565338936,0,2445.262338319,0,0.394939061619444,0,1315.31993557419,0,0.360308500984116,0,1377.08007045191,0,0.185258053477958,0,1920.47164433328,0,0.206225758233211,0,1820.22465653529,0,0.143550324956682,0,2181.69661357804
TRUE,217.732,-13.203346,27.153675,ESH,"Laâyoune - Morocco",7166.58209753815,43.2531834575172,1560394253.26118,9417602.14057214,,,,0,1006.13597651292,1.52940924551656,FALSE,2,232.604209964721,217.732,13141.1056340573,2.69777649446391,242.913220746826,217.732,13980.9609485913,2.64810030597245,0,200.23296060579,0,22.1276431197763,217.732,7110.47041545644,9417.60214057213,3.71324646191374,0,78.5879633906254,0,35.320344083171,0,1.47553271048824,0,257.767715158342,0,1.92345862182295,0,225.767549320623,0,1.03588100996798,0,307.643686617427,0,11.9201660971468,0,90.690498548604,0,0.176192138744992,0,745.949932737421,0,0.175153781543686,0,748.157758100314,0,0.171195344569197,0,756.757907358746,0,0.101504191967061,0,982.79050875824,0,0.158931073127354,0,785.413813000952,0,0.0661817862004521,0,1217.12084567981,0,0.0294024402906662,0,1826.0440692229,0,0.0419054292394825,0,1529.56450225981,0,0.0159552910816044,0,2478.85188015448,0,0.0165307266332048,0,2435.32524512862,0,0.0641002130794642,0,1236.72518856559,0,0.0552126334022573,0,1332.55060873903,0,0.027180831291386,0,1899.20382087465,0,0.0306209143032839,0,1789.34410056711,0,0.0209073107467745,0,2165.47839782641
FALSE,73.209,-11.1610899,28.4597492,MAR,"Kukawa - Nigeria",6295.70213058728,39.2491173607986,460902057.278165,2873388.6328667,,,,0,143.6101930679,0.0868098495387022,FALSE,1,97.6895742424725,73.209,1279.47612040455,3.91271798563862,139.412736824631,73.209,2126.57690748823,3.3595713891084,73.209,725.735759622791,2873.3886328667,5.75089130667156,0,70.1880379848545,0,18.4923825731811,0,2.07598377226879,0,107.525740883627,0,0.25541820676065,0,306.548005697104,0,0.767086520924627,0,176.889577688633,0,0.119215817804813,0,448.701456909204,0,32.9953608585105,0,26.9710577918745,0,0.0350792444273566,0,827.178629223356,0,0.0366036359164051,0,809.771163839156,0,0.0528399463029934,0,673.974145902542,0,0.023214309032365,0,1016.82576017249,0,0.0389874861585376,0,784.624390037315,0,0.0161210935801967,0,1220.18918494082,0,0.00719825435333916,0,1826.0422700036,0,0.0102573417742389,0,1529.70260974451,0,0.00391585674403454,0,2475.77414463909,0,0.0040585995645433,0,2431.84739673603,0,0.0167152327122373,0,1198.30730598924,0,0.0139405551104203,0,1312.1527259789,0,0.00671797262838172,0,1890.18932367412,0,0.00761537605676931,0,1775.32857648707,0,0.00514986727980465,0,2158.8695581714
TRUE,4219.891,-7.583329,33.53329,MAR,"Casablanca - Morocco",9656.635,70.9405986874118,40749947126.785,299361593.935621,MACAS,Casablanca,AI,2434.0279715,4891.48252148204,0.0266118191390691,TRUE,7,371.303353545906,4219.891,496786.60689261,2.20779256266428,381.383283876472,4219.891,516164.508626789,2.18259315043512,0,803.499880261012,0,55.3189526899415,0,1140.37622290756,0,46.4347146158268,0,38.0523876768161,0,254.200207783592,0,14.7443609896569,0,408.370046837706,0,166.526267407853,0,121.513766786884,0,5.78981715452709,0,651.680060713382,4219.891,374573.851929878,389420.628881121,2.562112108943,0,2.7091284854878,0,952.690986148732,0,2.96700088622869,0,910.34920971753,0,7.46771285417003,0,573.816526772866,0,2.12488752464609,0,1075.7191107403,0,3.87960161397832,0,796.110389946354,0,1.61839275752084,0,1232.60775113985,0,0.733164483533553,0,1831.32805383989,0,1.04190312603712,0,1536.21919401876,0,0.401361869921696,0,2475.13448962713,0,0.416174559130407,0,2430.68730902698,0,1.85624694825788,0,1150.93018747055,0,1.47824996841834,0,1289.71252755599,0,0.694202743376252,0,1882.01766181071,0,0.793647858901439,0,1760.16318453578,0,0.530158440597666,0,2153.59491683435
