from,to,add,gravity_rd,distance,duration,duration_imp,border_dist,border_time,total_time,cost_per_km,total_cost,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4,Qjk_5,Qjk_6,Qjk_7,Qjk_8,Qjk_9,Qjk_10,Qjk_11,Qjk_12,Qjk_13,Qjk_14,Qjk_15,Qjk_16,Qjk_17,Qjk_18,Qjk_19,Qjk_20,Qjk_21,Qjk_22
1,2,0,157.522826532098,65.988,0.769166666666667,39.5928,0,0,46.15,165533.432763229,10.92322016118,85.7915492957746,91.7539170217323,31.7504747508283,111.54749525676,25.2812229150357,8.23415626573227,2.44393458888112,98.1231425841187,2.42685944887511,1.73950791711009,1.4237115690381,0.438388772686597,0.634978154307608,0.703493193504763,0.326400619881684,0.149058112335078,0.21595127449727,0.0758374497074208,0.0800313162611345,0.243495449821527,0.221682270046317,0.126358974659813,0.140439274018973,0.0991904737571989
8,9,0,17.8358342452276,313.9795,4.24166666666667,188.3877,354577.9375,1254.69228,1509.19228,271039.549896426,85.1008623567049,74.0226719056975,91.7539170217216,32.6882481948874,33.9376739598635,14.6548331571419,2.16748535673035,2.30779242926298,4.5220230057301,16.6766490432127,1.38151563353259,1.04424467326329,1.66283448952842,0.447119726373692,0.118949522128883,0.00620066052926832,0.00976400172974773,0.0126593258289558,0.0246494091920901,0.0282072284661042,0.520514288662485,0.231225972955597,0.0800784713362831,0.129024958918477,0.0544741559388447
12,13,0,8.50068934135928,87.814,1.36916666666667,52.6884,0,0,82.15,310891.644542143,27.3006388738237,64.1368228849665,91.7539170217082,8.37849593579708,0.610248226582051,12.2390442270802,5.28405910680049,0.735104633546444,3.5187746014012,1.50983120283163,8.5028862251428,1.68529758724964,0.590585125399975,0.430048830434158,0.177492023907542,0.00101700000658397,0.0023580520088004,0.00579654729192856,0.0101101534158456,0.011966417474286,0.242903118540926,0.116725945925546,0.0391646291107858,0.0640494380157709,0.0257050013990974
13,14,0,10.7149534878732,133.228,1.94,79.9368,0,0,116.4,274960.242463544,36.632403182933,68.6742268041237,91.7539170217168,8.32193244914988,67.1062851823471,63.1331281234222,4.48865511792027,0.418058683919737,2.3881704076161,1.14545191234153,15.1527139188988,0.185013501907894,0.467351501428213,0.147518263559625,0.308531984585686,0.0785974179705557,0.0350479353995114,0.053666214717019,0.0235863632131176,0.0258580588634347,0.218619530148655,0.130570158686841,0.0555952272873042,0.0761253877078894,0.0399466999860692
12,15,0,3.81274084456477,90.895,1.52833333333333,54.537,0,0,91.7,465925.111398882,42.3502630006014,59.4732824427481,59.4732823988574,3.29356420060932,0.401461396788649,2.63767734490837,3.08511359937655,1.04719410667708,2.99665566197204,1.19153559934301,6.726709752221,2.67883796828166,0.453768127252356,0.546162280890584,0.0211506413199311,0.0749935288203694,0.0308681543792657,0.0435087615609761,0.007790272494473,0.0071177856003622,0.162428412477949,0.0534377253838192,0.0061689567214384,0.0247453156951871,0.000495023158287533
15,16,0,41.2438203598992,167.5675,2.685,100.5405,0,0,161.1,299174.881902869,50.131987023259,62.4087523277467,91.7539170217111,4.7867411217056,52.9882405996225,5.36670690878544,2.43210365238461,1.21501223413863,2.1149995693245,0.930353906683829,16.0745196915171,2.64107086069543,0.368420595390603,0.452375339085456,0.0361142168617312,0.0440073511186654,0.0181767245156269,0.0247708478846949,0.00312376411497513,0.00236210117042478,0.141260347434159,0.054134293434822,0.0108554378680306,0.0266461217131757,0.00482608868465162
16,17,0,403.573245027922,116.749,1.39583333333333,70.0494,0,0,83.75,146524.520097305,17.1065911968403,83.6410746268657,91.7539170217304,36.674723816754,40.4842650503195,1.12523889106027,6.98029314339976,0.354846905464651,1.95942971359558,1.2066143401154,58.6475313027681,3.5272901485301,0.529931112888654,0.369122888510447,0.756704051081537,0.283353228543909,0.122787209495317,0.183327071522921,0.0658560783707992,0.0703831476053598,0.310083440230639,0.240925293941781,0.12386740599128,0.148696933523255,0.0940299593526095
10,18,0,222.063429687399,93.252,1.11,55.9512,0,0,66.6,194213.946955775,18.1108389815199,84.0108108108108,91.7539170217307,4.7854548320513,104.895035003864,3.74777994747828,1.12496613831724,22.4103806973886,2.06166865184837,96.983492983616,0.850006267618389,0.686611873621948,2.50550591306709,0.321142523777965,0.0642584044824642,0.00134055352156783,0.0133340232250893,0.0167101947349877,0.0252087295243587,0.0286917163298436,0.541917678611342,0.230588826878062,0.0793602873187449,0.127338869963022,0.054148702154065
6,20,0,63.8881073432384,234.8035,2.85416666666667,140.8821,0,0,171.25,180556.475158965,42.395292314988,82.2669197080292,91.7539170217292,19.5672421630712,87.3690351390845,2.91256225815765,48.1426834574526,1.31296221608779,0.446003209601112,0.975819954024397,0.636857993959963,0.375829545793573,0.339819169396398,0.32013418593483,0.667308885880861,0.244012214511829,0.10671914791856,0.157862182323754,0.0558641836507658,0.0592830033366723,0.221283263316155,0.18597512722359,0.0988889524058022,0.114606208212376,0.0761963356842996
20,21,0,38.4932302955194,82.3785,0.984166666666667,49.4271,0,0,59.05,136137.78109061,11.2148261995728,83.7038103302286,91.7539170217305,41.6989118880554,36.3727524645618,2.48348499458036,9.99762084435946,1.66410545324401,5.0801120304132,2.67653314078024,0.878027033153245,2.70990330361035,0.832543736139016,1.3820208462198,1.1754277248474,0.530521733448408,0.222543321172973,0.327033177669868,0.0954649261356549,0.0986083550404558,0.120605814607974,0.125506064951831,0.121667998447888,0.0975239911595048,0.103743883489327
