from,from_ctry,to,to_ctry,sp_distance,distance,duration_100kmh,duration_65kmh,border_dist,border_time,total_dist,total_time_100kmh,total_time_65kmh,rugg,pop_wpop,pop_wpop_km2,cost_km,cost_km_adj
94,MLI,77,MLI,338731.1113512,409227.714846185,245.536628907711,377.748659858017,0,0,409227.714846185,245.536628907711,377.748659858017,21146.455078125,175661.796875,70.4387927560041,510530.580275419,510530.580275419
83,MLI,82,GIN,183252.732381769,221391.228614245,132.834737168547,204.361134105456,876484.134375,3489.695175,1097875.36298924,3622.52991216855,3694.05630910546,54860.5625,186652.5625,149.462941364847,609819.904085743,609819.904085743
91,MAR,87,MAR,37067.2798229454,44781.7094715599,26.8690256829359,41.3369625891322,0,0,44781.7094715599,26.8690256829359,41.3369625891322,33625.2734375,37912.68359375,146.840208047886,640934.298950402,640934.298950402
98,CIV,89,CIV,188984.657815921,228316.080416991,136.989648250195,210.7533050003,0,0,228316.080416991,136.989648250195,210.7533050003,21554.3984375,58875.55078125,46.0178072903385,493827.71876701,493827.71876701
97,MAR,96,MAR,132535.832667028,160119.145009182,96.0714870055094,147.802287700784,0,0,160119.145009182,96.0714870055094,147.802287700784,180783.140625,518879.28125,578.639023487211,789107.555445308,789107.555445308
110,MAR,96,MAR,162229.74166481,195992.940231416,117.59576413885,180.916560213615,0,0,195992.940231416,117.59576413885,180.916560213615,364325.8125,603666.5625,550.931233055957,854767.239361553,854767.239361553
126,MLI,99,MLI,134484.116558396,162472.905080277,97.4837430481661,149.974989304871,0,0,162472.905080277,97.4837430481661,149.974989304871,17860.021484375,320309.75,352.885300927809,573176.009862339,573176.009862339
112,CIV,111,MLI,123538.081840548,149248.785346062,89.5492712076372,137.768109550211,684707.353125,4722.524205,833956.138471062,4812.07347620764,4860.29231455021,15823.4296875,289312.09375,341.929387019613,563400.628851418,563400.628851418
130,BFA,111,MLI,109700.7680268,132531.654495514,79.5189926973082,122.336911842013,536718.759375,3337.916625,669250.413870514,3417.43561769731,3460.25353684201,16552.775390625,123465.515625,166.917120585209,533097.228690195,533097.228690195
125,MLI,114,MLI,90936.5771156395,109862.266564536,65.9173599387216,101.411322982649,0,0,109862.266564536,65.9173599387216,101.411322982649,2321.42724609375,81780.453125,134.751000182521,413601.990862058,413601.990862058
131,CIV,116,CIV,108583.187703637,131181.483736234,78.7088902417402,121.090600371908,0,0,131181.483736234,78.7088902417402,121.090600371908,46138.328125,72362.6484375,97.7225350544587,576264.227408333,576264.227408333
119,MAR,118,MAR,134948.8984789,163034.417255734,97.8206503534403,150.493308236062,0,0,163034.417255734,97.8206503534403,150.493308236062,507131.0625,569286.375,628.601259934438,899381.300236757,899381.300236757
133,MAR,119,MAR,104051.561770214,125706.737357388,75.4240424144328,116.036988329897,0,0,125706.737357388,75.4240424144328,116.036988329897,575406.4375,176244.203125,249.235306908228,844239.074128845,844239.074128845
135,BFA,125,MLI,163362.421260992,197361.352719273,118.416811631564,182.179710202406,536718.759375,3337.916625,734080.112094273,3456.33343663156,3520.09633520241,10912.3369140625,84994.3046875,76.076559911284,474621.472556035,474621.472556035
139,BFA,126,MLI,117222.832713717,141619.208722445,84.9715252334667,130.725423436103,536718.759375,3337.916625,678337.968097445,3422.88815023347,3468.6420484361,24850.6875,73003.609375,90.2979927845829,531482.129607468,531482.129607468
146,CIV,132,CIV,61255.4901355091,74003.9618738983,44.402377124339,68.31134942206,0,0,74003.9618738983,44.402377124339,68.31134942206,20167.072265625,44331.546875,106.728408136157,525671.057483157,525671.057483157
151,CIV,132,CIV,66477.8011019625,80313.1384195452,48.1878830517271,74.1352046949648,0,0,80313.1384195452,48.1878830517271,74.1352046949648,25603.255859375,131888.171875,293.886753072192,589284.440338838,589284.440338838
137,BFA,136,BFA,145636.721642458,175946.586534948,105.567951920969,162.412233724567,0,0,175946.586534948,105.567951920969,162.412233724567,44296.25390625,243175.859375,247.668506402305,620298.398392354,620298.398392354
148,MAR,138,MAR,132926.474512161,160591.08710204,96.3546522612241,148.237926555729,0,0,160591.08710204,96.3546522612241,148.237926555729,308182.78125,230737.609375,255.345689193642,784903.14463357,784903.14463357
141,BFA,140,BFA,66927.7447668862,80856.7242067253,48.5140345240352,74.6369761908234,0,0,80856.7242067253,48.5140345240352,74.6369761908234,57896.15234375,53259.6796875,118.125664723013,601710.05784339,601710.05784339
147,CIV,142,CIV,120920.919239626,146086.939756255,87.652163853753,134.849482851928,0,0,146086.939756255,87.652163853753,134.849482851928,8275.11328125,93161.0703125,113.823048551223,474945.960185369,474945.960185369
155,GHA,142,CIV,109770.050934391,132615.35653823,79.5692139229377,122.414175266058,922787.6875,5034.35757,1055403.04403823,5113.92678392294,5156.77174526606,22481.720703125,68248.03125,91.6271469763664,525776.478433517,525776.478433517
179,BFA,145,MLI,367944.026792632,444520.412296988,266.712247378193,410.326534427989,536718.759375,3337.916625,981239.171671988,3604.62887237819,3748.24315942799,31149.474609375,196545.875,74.7942532456625,537516.776751339,537516.776751339
228,NER,145,MLI,250869.644606244,303080.549575046,181.848329745027,279.766661146196,651059.04375,3039.166635,954139.593325046,3221.01496474503,3318.9332961462,8279.666015625,81529.921875,44.2455902862594,438828.043171025,438828.043171025
154,BFA,153,BFA,78115.7672767864,94373.1941498335,56.6239164899001,87.1137176767694,0,0,94373.1941498335,56.6239164899001,87.1137176767694,31915.068359375,38187.52734375,73.2177932020258,538122.968970657,538122.968970657
158,GHA,156,GHA,96601.2829467743,116705.909043386,70.0235454260315,107.728531424664,0,0,116705.909043386,70.0235454260315,107.728531424664,18236.416015625,67289.1015625,104.834308767394,518578.900456419,518578.900456419
173,GHA,159,CIV,85700.7085658094,103536.710835879,62.1220265015273,95.5723484638881,922787.6875,5034.35757,1026324.39833588,5096.47959650153,5129.92991846389,19164.72265625,98902.5859375,173.00760991557,544198.647682901,544198.647682901
196,GHA,161,GHA,183657.241838699,221879.924441542,133.127954664925,204.812237946039,0,0,221879.924441542,133.127954664925,204.812237946039,21248.005859375,65189.4140625,52.1064858472841,498109.216218251,498109.216218251
176,GHA,163,GHA,120433.347092899,145497.894260458,87.298736556275,134.305748548115,0,0,145497.894260458,87.298736556275,134.305748548115,31500.5078125,83902.6015625,102.724411846716,552785.75506101,552785.75506101
199,DZA,165,MAR,266888.332976213,322433.041911301,193.459825146781,297.630500225817,732254.25,3534.56034,1054687.2919113,3728.02016514678,3832.19084022582,86929.890625,456358.8125,247.962829902914,672636.735917139,224212.245305713
200,DZA,165,MAR,190695.821797129,230383.371263007,138.230022757804,212.661573473545,732254.25,3534.56034,962637.621263007,3672.7903627578,3747.22191347355,112559.3125,466561.25,338.066233708905,712276.819745413,237425.606581804
201,DZA,165,MAR,161560.101883811,195183.93524733,117.110361148398,180.169786382151,732254.25,3534.56034,927438.185247331,3651.6707011484,3714.73012638215,140811.734375,1297672,1178.52730596272,813468.414431195,271156.138143732
219,DZA,165,MAR,187955.227055716,227072.404877681,136.243442926609,209.605296810167,732254.25,3534.56034,959326.654877681,3670.80378292661,3744.16563681017,251467.59375,479729.03125,363.2969864356,789206.076337941,263068.692112647
188,GHA,174,GHA,185019.11526908,223525.23050629,134.115138303774,206.330982005806,0,0,223525.23050629,134.115138303774,206.330982005806,6272.53173828125,211197.140625,170.182899293738,475276.268059696,475276.268059696
185,GHA,176,GHA,115189.285568681,139162.440438375,83.4974642630247,128.45763732773,0,0,139162.440438375,83.4974642630247,128.45763732773,37920.4140625,348191.125,442.897909345329,639576.775318331,639576.775318331
187,GHA,176,GHA,117497.764107315,141951.358744014,85.1708152464083,131.032023456013,0,0,141951.358744014,85.1708152464083,131.032023456013,30002.873046875,136309.859375,172.315009965041,574076.103583273,574076.103583273
189,GHA,176,GHA,161641.299825535,195282.032077023,117.169219246214,180.260337301868,0,0,195282.032077023,117.169219246214,180.260337301868,47434.66796875,186376.359375,169.624150499975,605708.68310842,605708.68310842
180,BFA,178,BFA,89180.8692852147,107741.16141858,64.6446968511482,99.4533797709972,0,0,107741.16141858,64.6446968511482,99.4533797709972,36261.75390625,101500.8203125,171.048625398736,586912.098924029,586912.098924029
188,GHA,184,GHA,89341.7225843699,107935.491451556,64.7612948709336,99.6327613398978,0,0,107935.491451556,64.7612948709336,99.6327613398978,16483.775390625,59426.8828125,98.7653242523252,509763.719749425,509763.719749425
189,GHA,188,GHA,171792.119808601,207545.437256768,124.527262354061,191.580403621632,0,0,207545.437256768,124.527262354061,191.580403621632,39066.60546875,107519.078125,92.8847004460506,562465.765650176,562465.765650176
242,NER,193,NER,73570.0495153489,88881.4231565276,53.3288538939166,82.0443906060255,0,0,88881.4231565276,53.3288538939166,82.0443906060255,15168.9404296875,25511.23828125,51.8839687178657,478196.095668543,478196.095668543
232,TGO,194,GHA,119666.240252307,144571.137405541,86.7426824433249,133.450280682038,850840.78125,4121.49999,995411.918655542,4208.24267244333,4254.95027068204,37012.06640625,89831.0078125,108.754875419588,566299.369058272,566299.369058272
204,BFA,195,GHA,129494.592321895,156444.962759515,93.8669776557088,144.410734854937,774799.09375,3649.74999,931244.056509515,3743.61696765571,3794.16072485494,9275.173828125,152359.640625,174.552386639429,499185.627489817,499185.627489817
267,DZA,199,DZA,393801.599745657,475759.454523799,285.455672714279,439.162573406584,0,0,475759.454523799,285.455672714279,439.162573406584,15658.5419921875,3715.55981445313,1.26154138808945,367200.612973643,367200.612973643
216,GHA,203,GHA,61656.3417915152,74488.2386399896,44.6929431839938,68.7583741292212,0,0,74488.2386399896,44.6929431839938,68.7583741292212,8984.4453125,106367.53125,253.898680666541,513297.383320772,513297.383320772
210,TGO,204,BFA,132758.147829783,160387.728327871,96.2326369967226,148.050210764189,580729.1875,4199.25,741116.915827871,4295.48263699672,4347.30021076419,11684.4130859375,143942.484375,160.196864112744,509503.288449647,509503.288449647
228,NER,213,NER,115499.983336645,139537.800519959,83.7226803119751,128.804123556885,0,0,139537.800519959,83.7226803119751,128.804123556885,13414.1494140625,31867.4921875,40.5931813355089,461671.761726015,461671.761726015
221,BFA,214,TGO,99062.9672673988,119679.918266168,71.8079509597011,110.473770707232,580729.1875,4199.25,700409.105766169,4271.0579509597,4309.72377070723,8329.29296875,58712.34765625,88.4328554257141,465327.889531644,465327.889531644
232,TGO,217,GHA,170011.672669489,205394.444065629,123.236666439377,189.594871445196,850840.78125,4121.49999,1056235.22531563,4244.73665643938,4311.0948614452,52952.703125,93976.46875,82.0526636370732,577325.156941054,577325.156941054
235,TGO,217,GHA,123550.829621796,149264.186191201,89.5585117147205,137.782325714955,850840.78125,4121.49999,1000104.9674412,4211.05850171472,4259.28231571496,57796.99609375,73406.140625,88.0311514379913,586878.979218618,586878.979218618
256,BEN,224,NER,248668.200463204,300420.941626947,180.252564976168,277.311638424874,724010.409375,3085.00002,1024431.35100195,3265.25258497617,3362.31165842487,19601.845703125,484696.6875,277.554725656808,567939.250654965,567939.250654965
230,BEN,225,TGO,70909.9371173395,85667.6890724957,51.4006134434974,79.0778668361499,685711.8125,3855.50001,771379.501572496,3906.9006234435,3934.57787683615,47117.19921875,44720.02734375,93.5421664674005,575597.051795781,575597.051795781
237,BEN,226,TGO,117140.471526074,141519.706552487,84.9118239314922,130.633575279219,685711.8125,3855.50001,827231.519052487,3940.41183393149,3986.13358527922,16496.337890625,185210.65625,233.441772863872,548211.741575236,548211.741575236
247,BEN,226,TGO,108396.84215701,130956.356017927,78.573813610756,120.882790170394,685711.8125,3855.50001,816668.168517927,3934.07382361076,3976.38280017039,21857.37109375,257226.609375,344.183232686907,585996.237991312,585996.237991312
237,BEN,227,GHA,80236.6324358875,96935.4530433072,58.1612718259843,89.4788797322835,879781.71875,3306,976717.171793307,3364.16127182598,3395.47887973228,1467.33618164063,950265.9375,1767.47358439107,486898.332586563,486898.332586563
251,BEN,237,BEN,47881.9578548119,57847.1346110576,34.7082807666345,53.3973550255916,0,0,57847.1346110576,34.7082807666345,53.3973550255916,1401.76171875,154433.625,467.478488779753,432532.13316999,432532.13316999
351,NER,242,NER,348994.503976361,421627.121247946,252.976272748768,389.194265767335,0,0,421627.121247946,252.976272748768,389.194265767335,30970.259765625,140523.5,54.4023090551862,523024.584797809,523024.584797809
264,BEN,251,BEN,68497.8401477374,82753.5873033368,49.6521523820021,76.3879267415417,0,0,82753.5873033368,49.6521523820021,76.3879267415417,3410.361328125,142700.65625,309.002446914202,464633.945741106,464633.945741106
274,NGA,258,BEN,75132.5182018023,90769.0722937015,54.4614433762209,83.7868359634168,1193822,4878.07176,1284591.0722937,4932.53320337622,4961.85859596342,14607.796875,38513.03515625,76.2550542255537,491623.694587598,491623.694587598
293,NGA,258,BEN,91114.2547949267,110076.922461905,66.0461534771429,101.609466887912,1193822,4878.07176,1303898.9224619,4944.11791347714,4979.68122688791,12655.220703125,134359.859375,219.927753294085,528375.282852499,528375.282852499
278,DZA,262,DZA,71263.3657650533,86094.6731699651,51.656803901979,79.4720060030447,0,0,86094.6731699651,51.656803901979,79.4720060030447,381128.0625,922623.25,1943.82498669839,956515.933784642,956515.933784642
265,NGA,264,BEN,70111.6448645099,84703.2565079706,50.8219539047824,78.1876213919729,1193822,4878.07176,1278525.25650797,4928.89371390478,4956.25938139197,670.364562988281,225531.609375,479.01514465409,396709.726611728,396709.726611728
272,NGA,264,BEN,57721.3673317632,69734.3186362471,41.8405911817482,64.3701402796127,1193822,4878.07176,1263556.31863625,4919.91235118175,4942.44190027961,8876.8896484375,76118.1953125,194.69315436736,501168.862358375,501168.862358375
287,BEN,275,BEN,101526.439427092,122656.087412477,73.5936524474864,113.221003765364,0,0,122656.087412477,73.5936524474864,113.221003765364,8676.591796875,20817.68359375,29.9118241064241,427239.449493082,427239.449493082
304,DZA,281,DZA,99567.1288308808,120289.005762484,72.1734034574903,111.036005319216,0,0,120289.005762484,72.1734034574903,111.036005319216,25808.83984375,22390.154296875,33.09816866661,491024.554857032,491024.554857032
316,DZA,284,DZA,59312.9755048336,71657.1717600655,42.9943030560393,66.1450816246758,0,0,71657.1717600655,42.9943030560393,66.1450816246758,237318.78125,79571.625,198.365382877315,744592.975917562,744592.975917562
294,NER,286,BEN,123356.724381919,149029.683834928,89.4178103009571,137.565862001472,724010.409375,3085.00002,873040.093209929,3174.41783030096,3222.56588200147,6473.04248046875,102061.9921875,121.084014827433,463562.040800602,463562.040800602
312,DZA,292,DZA,121372.081846609,146631.998171301,87.9791989027807,135.352613696586,0,0,146631.998171301,87.9791989027807,135.352613696586,7480.1796875,167089.078125,204.80664898392,493085.629719344,493085.629719344
329,DZA,292,DZA,134342.104636501,162301.337685578,97.380802611347,149.816619402072,0,0,162301.337685578,97.380802611347,149.816619402072,3967.896484375,122690.4921875,135.476697502917,441281.850786883,441281.850786883
300,NGA,299,BEN,101702.917262591,122869.293754978,73.7215762529866,113.417809619979,1193822,4878.07176,1316691.29375498,4951.79333625299,4991.48956961998,5605.8486328125,27904.125,40.8607533895451,416005.828584401,416005.828584401
302,NGA,301,NGA,75646.9285664602,91390.5415682019,54.8343249409212,84.3604999091095,0,0,91390.5415682019,54.8343249409212,84.3604999091095,9221.3955078125,52099.72265625,103.010241827015,477129.116584841,477129.116584841
325,NGA,301,NGA,124004.656581802,149812.463463513,89.887478078108,138.288427812474,0,0,149812.463463513,89.887478078108,138.288427812474,12826.7099609375,55370.15234375,64.8232086737675,477468.697852465,477468.697852465
327,NGA,303,NGA,133613.960436843,161421.652363153,96.8529914178918,149.004602181372,0,0,161421.652363153,96.8529914178918,149.004602181372,13695.3291015625,130137.09375,141.84933680826,513998.911404436,513998.911404436
315,NGA,308,NGA,98863.3912467615,119438.806552108,71.6632839312648,110.2512060481,0,0,119438.806552108,71.6632839312648,110.2512060481,18371.544921875,234678.75,350.551009594528,574798.126908308,574798.126908308
315,NGA,309,NGA,80263.290532669,96967.659214109,58.1805955284654,89.5086085053314,0,0,96967.659214109,58.1805955284654,89.5086085053314,18778.1796875,321387.625,599.240061147869,603121.617455952,603121.617455952
322,DZA,313,DZA,63644.1718706649,76889.775237995,46.133865142797,70.9751771427646,0,0,76889.775237995,46.133865142797,70.9751771427646,57910.24609375,29220.38671875,68.3790420159516,574703.586889598,574703.586889598
320,DZA,314,DZA,68974.5767024197,83329.5421073643,49.9977252644186,76.9195773298747,0,0,83329.5421073643,49.9977252644186,76.9195773298747,436732.3125,88715.15625,192.187672097061,798992.940010165,798992.940010165
344,NGA,317,NGA,111096.42535251,134217.775548377,80.530665329026,123.893331275425,0,0,134217.775548377,80.530665329026,123.893331275425,17309.669921875,71500.65625,93.5332148401667,510420.58828682,510420.58828682
331,NGA,319,NGA,62732.1467812743,75787.9397977106,45.4727638786263,69.9580982748098,0,0,75787.9397977106,45.4727638786263,69.9580982748098,19010.76171875,255528.578125,598.770030561874,603972.966034882,603972.966034882
346,DZA,334,DZA,47509.0925154693,57396.6686643194,34.4380011985916,52.9815403055256,0,0,57396.6686643194,34.4380011985916,52.9815403055256,48602.7890625,69938.53125,214.145251755645,619570.021947297,619570.021947297
356,DZA,334,DZA,40962.0775599526,49487.0911867075,29.6922547120245,45.680391864653,0,0,49487.0911867075,29.6922547120245,45.680391864653,111776.2578125,4101.8857421875,14.2630346446147,610369.283095628,610369.283095628
360,DZA,340,DZA,45897.9495353778,55450.2151560979,33.2701290936587,51.1848139902442,0,0,55450.2151560979,33.2701290936587,51.1848139902442,577769.3125,37288.21875,116.633079836378,792162.7092923,792162.7092923
350,NER,343,NGA,150462.031252661,181776.137937333,109.0656827624,167.793358096,1203179.659375,4923.07176,1384955.79731233,5032.1374427624,5090.865118096,19258.466796875,104276.9296875,102.391468667097,520948.339433217,520948.339433217
345,NGA,344,NGA,94868.9524602738,114613.046526208,68.7678279157247,105.796658331884,0,0,114613.046526208,68.7678279157247,105.796658331884,16478.591796875,320701.90625,501.612745815073,584849.485006525,584849.485006525
375,NGA,344,NGA,84176.343810474,101695.095806986,61.0170574841915,93.8723961295254,0,0,101695.095806986,61.0170574841915,93.8723961295254,15791.119140625,39046.83984375,69.4184409505487,492347.511003521,492347.511003521
571,LBY,353,LBY,146750.054652147,177291.626031322,106.374975618793,163.653808644297,0,0,177291.626031322,106.374975618793,163.653808644297,79190.4140625,3449.2939453125,3.45274460199581,472479.454802227,472479.454802227
369,DZA,360,DZA,43651.1096333269,52735.7636990889,31.6414582194534,48.6791664914667,0,0,52735.7636990889,31.6414582194534,48.6791664914667,500457.25,115710.3125,379.572986446234,860340.005107834,860340.005107834
374,DZA,360,DZA,71080.4095037069,85873.640113837,51.5241840683022,79.2679754896957,0,0,85873.640113837,51.5241840683022,79.2679754896957,340527.125,350663.25,733.635897319618,868726.742509671,868726.742509671
380,DZA,361,DZA,52247.5525632964,63121.2954029945,37.8727772417967,58.2658111412257,0,0,63121.2954029945,37.8727772417967,58.2658111412257,114484.875,71010.484375,198.121693987453,682156.003965069,682156.003965069
395,NGA,363,NGA,129700.086449965,156693.22425551,94.0159345533062,144.639899312779,0,0,156693.22425551,94.0159345533062,144.639899312779,31783.052734375,98456.3828125,110.451270854606,556768.367614449,556768.367614449
383,NGA,366,NGA,93202.7096420126,112600.025820268,67.560015492161,103.938485372555,0,0,112600.025820268,67.560015492161,103.938485372555,45452.69140625,155203.578125,247.870217998106,622262.607445696,622262.607445696
398,NGA,366,NGA,133489.188657213,161270.913123254,96.7625478739524,148.865458267619,0,0,161270.913123254,96.7625478739524,148.865458267619,20205.498046875,343307.84375,375.913253067225,584851.650605813,584851.650605813
380,DZA,368,DZA,46583.2907271263,56278.18932319,33.766913593914,51.9490978367908,0,0,56278.18932319,33.766913593914,51.9490978367908,109310.5234375,6978.68701171875,21.7493083981781,564144.796581184,564144.796581184
382,DZA,368,DZA,90352.4708724279,109156.596328981,65.4939577973888,100.759935072906,0,0,109156.596328981,65.4939577973888,100.759935072906,197521.03125,35196.40234375,59.0760546856403,657766.988559156,657766.988559156
405,NGA,377,NGA,58195.0995488237,70306.6438409305,42.1839863045583,64.8984404685512,0,0,70306.6438409305,42.1839863045583,64.8984404685512,20372.611328125,341394.21875,857.837028834577,627880.321062633,627880.321062633
397,NGA,384,NGA,55165.8521362991,66646.9504889198,39.9881702933519,61.5202619897721,0,0,66646.9504889198,39.9881702933519,61.5202619897721,65891.5078125,85767.921875,228.03711910274,646041.453670307,646041.453670307
426,NGA,385,NGA,135822.450522754,164089.772653351,98.4538635920108,151.467482449247,0,0,164089.772653351,98.4538635920108,151.467482449247,31487.83984375,371677.46875,397.224961923228,619722.005907401,619722.005907401
396,DZA,386,DZA,46360.6530671383,56009.2163892538,33.6055298335523,51.700815128542,0,0,56009.2163892538,33.6055298335523,51.700815128542,320008.8125,87288.5234375,273.890337944325,793152.762181242,793152.762181242
411,DZA,386,DZA,53005.2833374134,64036.7248476759,38.4220349086055,59.1108229363162,0,0,64036.7248476759,38.4220349086055,59.1108229363162,395660.78125,142870.78125,392.236013430325,838751.17723738,838751.17723738
455,NGA,393,NGA,159368.750029183,192536.51999127,115.521911994762,177.72601845348,0,0,192536.51999127,115.521911994762,177.72601845348,25037.171875,353500.0625,324.371227680684,592640.480700196,592640.480700196
398,NGA,397,NGA,82222.5800904251,99334.7154471315,59.6008292682789,91.6935834896598,0,0,99334.7154471315,59.6008292682789,91.6935834896598,20912.353515625,320711.59375,583.261449022765,609563.307865528,609563.307865528
410,NER,399,NGA,70455.9493491964,85119.2175247119,51.0715305148271,78.5715854074264,1203179.659375,4923.07176,1288298.87689971,4974.14329051483,5001.64334540743,3302.13793945313,115762.703125,243.919559313612,453660.81980031,453660.81980031
425,NGA,401,NGA,97994.4953986828,118389.076396144,71.0334458376864,109.282224365671,0,0,118389.076396144,71.0334458376864,109.282224365671,7346.49951171875,519614.40625,786.674942169106,551477.762738438,551477.762738438
421,NGA,402,NGA,109694.667480069,132524.284305076,79.5145705830456,122.330108589301,0,0,132524.284305076,79.5145705830456,122.330108589301,4779.4736328125,760964.3125,1018.52018735497,535362.696783436,535362.696783436
406,NGA,405,NGA,80888.7533059197,97723.293086645,58.633975851987,90.2061166953647,0,0,97723.293086645,58.633975851987,90.2061166953647,25941.470703125,359971.4375,665.211897624401,632550.578100228,632550.578100228
