from,from_ctry,to,to_ctry,sp_distance,distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km_adj,cost_km_adj,upgrade_cat,ug_cost_km
662,AGO,672,AGO,120529.717391388,131070.5,121.65,64.6463625154131,100,78.6423,0,0,121.65,78.6423,115321.015625,61465.2578125,74.405436914456,628661.832620201,628661.832620201,Mixed Works,338429.619893874
662,AGO,664,NAM,222421.589963192,236068.5,223.8,63.2891420911528,100,141.6411,1204687.5,3567,3790.8,3708.6411,71034.375,11982.6455078125,7.7008354565524,493682.533236347,493682.533236347,Mixed Works,265765.763725566
678,AGO,688,AGO,266445.36388143,327850,491.65,40.0101698362656,100,196.71,0,0,491.65,196.71,140385.453125,71546.046875,38.1118019450057,608742.566726135,608742.566726135,Upgrade,515402.039828128
641,CAF,666,CAF,142212.979252701,155694.5,143.9,64.9177901320361,100,93.4167,0,0,143.9,93.4167,21228.048828125,795573.8125,829.657488857879,629200.314600579,629200.314600579,Mixed Works,338719.502693311
663,NAM,684,NAM,52954.3781120623,56652,35.95,94.5513212795549,100,33.9912,0,0,35.95,33.9912,124501.609375,39508.44140625,108.67418465439,654996.115087523,654996.115087523,Asphalt Mix Resurfacing,155015.74723738
663,NAM,664,NAM,213150.70036323,227649,142.95,95.5504721930745,100,136.5894,0,0,142.95,136.5894,36238.86328125,28292.109375,19.471269151355,489730.448102913,489730.448102913,Asphalt Mix Resurfacing,115902.872717689
679,COD,685,COD,60609.0490395386,80488,56.8,85.0225352112676,100,48.2928,0,0,56.8,48.2928,92389.25,61291.18359375,148.789509645407,648932.230743333,648932.230743333,Asphalt Mix Resurfacing,153580.627942589
675,AGO,689,AGO,36657.1990452433,40687.5,44.8,54.4921875,100,24.4125,0,0,44.8,24.4125,75856.015625,19638.02734375,76.8426002798797,669165.470331036,669165.470331036,Upgrade,566560.098213612
675,AGO,690,AGO,274409.7986468,366848,339.8,64.7759858740436,100,220.1088,0,0,339.8,220.1088,48257.03515625,71044.140625,35.7739859297048,532729.920416371,532729.920416371,Mixed Works,286786.273824146
689,AGO,691,AGO,154151.119779678,174416,194.15,53.9014164305949,100,104.6496,0,0,194.15,104.6496,115132.984375,43400.890625,41.6779394007046,598852.844982913,598852.844982913,Upgrade,507028.742085533
683,NAM,684,NAM,331955.646157927,389163,276.6,84.417136659436,100,233.4978,0,0,276.6,233.4978,25266.45703125,39792.37890625,16.2036342970639,462106.302691269,462106.302691269,Asphalt Mix Resurfacing,109365.1583036
684,NAM,692,NAM,252007.630596502,258351.5,170.7,90.8089630931459,100,155.0109,0,0,170.7,155.0109,26730.84765625,57341.78515625,32.3151280358017,492124.409967379,492124.409967379,Asphalt Mix Resurfacing,116469.443692279
686,COD,693,COD,106432.008206403,151074,511.7,17.7143638850889,100,90.6444,0,0,511.7,90.6444,17111.267578125,192274.78125,261.059992998258,555861.732368973,555861.732368973,Upgrade,470629.600072396
685,COD,694,COD,56380.1098633836,74243,55.75,79.9027802690583,100,44.5458,0,0,55.75,44.5458,71226.9765625,390559.25,1015.2481673742,740152.43991359,740152.43991359,Mixed Works,398448.730153482
682,NAM,695,ZAF,433235.553567613,518286,346.7,89.6947216613787,100,310.9716,1050312.5,2875.5,3222.2,3186.4716,63169.234375,8912.4609375,2.83864937616733,454071.97091068,454071.97091068,Asphalt Mix Resurfacing,107463.699782194
682,NAM,696,ZAF,293221.593743484,311554.5,223.2,83.7512096774194,100,186.9327,1050312.5,2875.5,3098.7,3062.4327,42351.34765625,84118.6484375,38.8094668761279,527997.373202573,527997.373202573,Asphalt Mix Resurfacing,124959.378324609
680,TCD,697,CAF,265118.665308517,302296,367.2,49.3947712418301,100,181.3776,1100245.53125,5864.35725,6231.55725,6045.73485,25948.0078125,102364.796875,52.0431727737902,510146.418928705,510146.418928705,Upgrade,431923.968026303
680,TCD,698,SDN,551963.682614192,657525.5,929.05,42.4643775900113,100,394.5153,1524375,6783,7712.05,7177.5153,39007.30078125,89487.59375,20.7137744974825,496556.719717583,496556.719717583,Upgrade,420418.022694219
699,ZAF,700,ZAF,140018.337903991,153686,103.3,89.2658276863504,100,92.2116,0,0,103.3,92.2116,118350.4765625,157013.1875,165.966859573756,674703.290281918,674703.290281918,Asphalt Mix Resurfacing,159679.778700054
699,ZAF,701,ZAF,95514.7781951537,103499.5,73.35,84.6621676891616,100,62.0997,0,0,73.35,62.0997,400038.84375,756039.375,1182.68698643191,922329.813053679,922329.813053679,Asphalt Mix Resurfacing,206077.345441219
699,ZAF,702,ZAF,186103.951483092,217500,155,84.1935483870968,100,130.5,0,0,155,130.5,565743.8125,1061175,831.697658758846,933178.350633505,933178.350633505,Asphalt Mix Resurfacing,206077.345441219
664,NAM,692,NAM,146656.634053993,155852,97.4,96.0073921971252,100,93.5112,0,0,97.4,93.5112,47030.41015625,45824.96875,45.4988196258968,541784.865314773,541784.865314773,Asphalt Mix Resurfacing,128222.418124496
641,CAF,703,CAF,161182.106290288,181557.5,167.65,64.9773337309872,100,108.9345,0,0,167.65,108.9345,62216.98828125,596771.75,539.933480154936,690232.110650254,690232.110650254,Mixed Works,371574.952900053
641,CAF,704,COD,95155.4976697841,121929.5,206.15,35.4876061120543,100,73.1577,2523743.03125,8315.35725,8521.50725,8388.51495,32900.73046875,519930.5625,824.696388562999,662831.669759719,662831.669759719,Upgrade,561197.480396562
686,COD,705,COD,262953.246923175,351211.5,396.7,53.119964708848,100,210.7269,0,0,396.7,210.7269,7354.52294921875,31484.513671875,16.7765852217618,399606.462204291,399606.462204291,Upgrade,338333.471332966
695,ZAF,700,ZAF,125775.909606405,147022.5,98.5,89.5568527918782,100,88.2135,0,0,98.5,88.2135,306819.625,13615.224609375,15.7878344992874,622242.079133918,622242.079133918,Asphalt Mix Resurfacing,147263.95872836
695,ZAF,696,ZAF,427142.210678469,528260,362.55,87.424079437319,100,316.956,0,0,362.55,316.956,97819.765625,89961.5625,29.6278751702328,570926.210008663,570926.210008663,Asphalt Mix Resurfacing,135119.203035384
691,AGO,694,COD,343133.172703515,448109.5,574.55,46.7958750326342,100,268.8657,2838028.75,8184,8758.55,8452.8657,135883.3125,498734.28125,195.066575815193,695413.457871112,695413.457871112,Upgrade,588783.394330874
694,COD,706,COD,267456.404543432,330859.5,321.9,61.6699906803355,100,198.5157,0,0,321.9,198.5157,38568.16015625,607235.875,316.613068073689,622899.072952298,622899.072952298,Mixed Works,335327.334272654
700,ZAF,701,ZAF,110095.298656894,131591,98.45,80.1976637887253,100,78.9546,0,0,98.45,78.9546,713244.75,14050.83984375,18.5203670452553,697411.270225595,697411.270225595,Asphalt Mix Resurfacing,165054.000620057
691,AGO,707,AGO,219240.33592898,318358,351.25,54.3814377224199,100,191.0148,0,0,351.25,191.0148,92376.3515625,53412.16796875,35.751190468019,575869.688645318,575869.688645318,Upgrade,487569.669719703
683,NAM,708,BWA,262670.209878034,270332,191.5,84.6993211488251,100,162.1992,612644.25,1348.673076,1540.173076,1510.872276,21352.65234375,25206.931640625,13.5870913219094,446560.609790804,446560.609790804,Asphalt Mix Resurfacing,105686.010983824
687,CAF,703,CAF,65799.9316935039,70901,105.95,40.151580934403,100,42.5406,0,0,105.95,42.5406,16483.861328125,40209.0546875,89.4117669065379,505516.166115948,505516.166115948,Upgrade,428003.687311502
687,CAF,709,CAF,116986.086126363,131923,197.45,40.0880222841226,100,79.1538,0,0,197.45,79.1538,7858.6748046875,22832.201171875,28.6537267893745,420704.841701893,420704.841701893,Upgrade,356196.765974269
703,CAF,709,CAF,99223.0801609327,108622,134.15,48.5823332090943,100,65.1732,0,0,134.15,65.1732,5662.0126953125,42014.40625,64.1336805078677,432452.917477625,432452.917477625,Upgrade,366143.470131056
687,CAF,697,CAF,65905.5761819396,70219,80.2,52.5329177057357,100,42.1314,0,0,80.2,42.1314,18408.71875,30689.2421875,68.4571618458702,500907.608440211,500907.608440211,Upgrade,424101.775146045
697,CAF,710,CAF,71872.4951067708,81951,102.9,47.7848396501458,100,49.1706,0,0,102.9,49.1706,15571.4755859375,19480.732421875,40.4222952864976,469843.614603707,469843.614603707,Upgrade,397800.927031138
704,COD,711,COD,107841.154929978,125724,147.55,51.1246357167062,100,75.4344,0,0,147.55,75.4344,12262.224609375,102349.6328125,136.880671867161,505702.328454016,505702.328454016,Upgrade,428161.304757733
704,COD,712,COD,54652.7914160227,64163,96.2,40.0185031185031,100,38.4978,0,0,96.2,38.4978,15697.2490234375,25118.8203125,67.0547121440787,490569.593125049,490569.593125049,Upgrade,415348.922179208
701,ZAF,702,ZAF,105924.533251809,121920,113.9,64.2247585601405,100,73.152,0,0,113.9,73.152,293948.59375,160443.265625,219.516337577357,770537.687130179,770537.687130179,Mixed Works,414806.121571746
701,ZAF,713,ZAF,323192.840529491,354639.5,237.8,89.4801093355761,100,212.7837,0,0,237.8,212.7837,261543.46875,36927.51953125,15.6738866654804,610080.649660791,610080.649660791,Asphalt Mix Resurfacing,144385.753753054
692,NAM,714,NAM,481390.542366899,514217,348.75,88.4674408602151,100,308.5302,0,0,348.75,308.5302,21045.64453125,117020.3046875,33.1529887438114,479214.291565121,479214.291565121,Asphalt Mix Resurfacing,113414.049003745
711,COD,715,COD,117539.050133796,141366.5,162,52.357962962963,100,84.8199,0,0,162,84.8199,14193.9951171875,140170.34375,175.611310479363,525603.180851477,525603.180851477,Upgrade,445010.693120917
710,CAF,716,CAF,136557.518293465,159976,194.65,49.3118931415361,100,95.9856,0,0,194.65,95.9856,6221.537109375,37836.94921875,40.9920658941481,421352.71053202,421352.71053202,Upgrade,356745.294917111
710,CAF,717,CAF,520446.151238989,694092.5,810.05,51.4110857354484,100,416.4555,0,0,810.05,416.4555,10757.2958984375,16559.71484375,4.10984020653185,376207.846187476,376207.846187476,Upgrade,336653.396411859
712,COD,715,COD,133514.073316644,149650,162.2,55.3575832305795,100,89.79,0,0,162.2,89.79,2831.93798828125,56094.765625,62.2723994629697,396974.049589935,396974.049589935,Upgrade,336653.396411859
712,COD,718,COD,126572.634462107,147756.5,188.35,47.068701884789,100,88.6539,0,0,188.35,88.6539,14221.8232421875,83065.53125,96.4382362137052,499810.627622247,499810.627622247,Upgrade,423172.998053503
688,AGO,719,AGO,76261.9494997168,84350.5,115.6,43.7805363321799,100,50.6103,0,0,115.6,50.6103,73077.96875,45162.09765625,88.2649356041101,603769.409421224,603769.409421224,Upgrade,511191.43330997
688,AGO,720,AGO,306425.638471593,334840.5,452.2,44.4281954887218,100,200.9043,0,0,452.2,200.9043,38956.41015625,57878.06640625,25.739874082221,505343.716516277,505343.716516277,Upgrade,427857.67998378
709,CAF,716,CAF,73829.5348451566,78244,92.2,50.9180043383948,100,46.9464,0,0,92.2,46.9464,15161.03515625,37617.0390625,76.0477835709184,493708.868306736,493708.868306736,Upgrade,418006.841833036
721,LBY,722,LBY,83480.3466694139,92837,66.45,83.8257336343115,100,55.7022,0,0,66.45,55.7022,65696.515625,198462.53125,349.12492227044,669534.392326679,669534.392326679,Asphalt Mix Resurfacing,158456.472850647
721,LBY,723,LBY,73739.8815065033,79098.5,52.2,90.917816091954,100,47.4591,0,0,52.2,47.4591,23061.41796875,137510.078125,278.45598212153,579284.374115626,579284.374115626,Asphalt Mix Resurfacing,137097.301874031
676,LBY,723,LBY,78338.8102440089,91418,57.7,95.0620450606586,100,54.8508,0,0,57.7,54.8508,21999.43359375,50061.13671875,95.7275364293747,526344.384360393,526344.384360393,Asphalt Mix Resurfacing,124568.170965293
722,LBY,723,LBY,132551.417574006,170619,117.8,86.9027164685908,100,102.3714,0,0,117.8,102.3714,42400.47265625,107165.9765625,118.266577693849,579692.165799482,579692.165799482,Asphalt Mix Resurfacing,137193.812572544
690,AGO,719,AGO,171122.178963587,180651.5,230.95,46.9326261095475,100,108.3909,0,0,230.95,108.3909,66440.9296875,77280.5390625,65.8786107526213,582439.141139713,582439.141139713,Upgrade,493131.806164957
719,AGO,724,AGO,136377.124987608,148534,222.85,39.9912048463092,100,89.1204,0,0,222.85,89.1204,57916.453125,2206.03247070313,2.37491922181877,444475.140024495,444475.140024495,Upgrade,376322.285220739
676,LBY,725,LBY,383690.586927885,398275,206.7,115.609579100145,115.609579100145,206.7,0,0,206.7,206.7,29051.0234375,95016.25,33.4169809914023,498441.174922082,498441.174922082,Nothing,0
690,AGO,726,AGO,141440.680990852,158586,177.85,53.5010402024178,100,95.1516,0,0,177.85,95.1516,103598.7734375,79225.09375,81.3653197169798,625301.801224314,625301.801224314,Upgrade,529422.191703252
690,AGO,724,AGO,145290.433546207,186938,174.2,64.3873708381171,100,112.1628,0,0,174.2,112.1628,66308.9921875,61469.375,62.2036265789292,579509.572531949,579509.572531949,Mixed Works,311969.319879698
702,ZAF,727,ZAF,185597.006792187,213841,146.3,87.6996582365003,100,128.3046,0,0,146.3,128.3046,295640.21875,110735.078125,87.6318787420285,713584.849986084,713584.849986084,Asphalt Mix Resurfacing,168881.74783004
728,COD,729,COD,125201.399364407,147349.5,138.15,63.9954397394137,100,88.4097,0,0,138.15,88.4097,15080.6875,191552.5,225.639958192056,540782.950347037,540782.950347037,Mixed Works,291121.488270155
716,CAF,730,CAF,169734.780627722,202979,245.1,49.6888616891065,100,121.7874,0,0,245.1,121.7874,21745.046875,64698.3515625,56.4771984237823,502862.465190356,502862.465190356,Upgrade,425756.8871945
707,AGO,726,AGO,116422.867109152,136501,153.35,53.4076296054777,100,81.9006,0,0,153.35,81.9006,120916.8984375,59970.5234375,74.8637376423336,632572.347270352,632572.347270352,Upgrade,535577.920688897
726,AGO,731,AGO,152056.742841856,194325,292.2,39.9024640657084,100,116.595,0,0,292.2,116.595,101770.9140625,26687.52734375,26.0281427393356,567581.290834855,567581.290834855,Upgrade,480552.159573511
706,COD,732,COD,137323.49856529,210311.5,241.25,52.3054507772021,100,126.1869,0,0,241.25,126.1869,21309.48828125,244251.9375,259.880981976423,570473.166598717,570473.166598717,Upgrade,483000.614386914
706,COD,733,COD,127517.30895147,164219,178.7,55.1378847229995,100,98.5314,0,0,178.7,98.5314,11174.08984375,412700.8125,474.264475528537,555563.643127695,555563.643127695,Upgrade,470377.217848115
715,COD,718,COD,97886.8380836044,120263.5,138.85,51.9683831472812,100,72.1581,0,0,138.85,72.1581,15789.44921875,54527.71875,81.7681108743974,499150.199904653,499150.199904653,Upgrade,422613.835919273
715,COD,734,COD,108760.572556199,135590,144.4,56.3393351800554,100,81.354,0,0,144.4,81.354,2851.04711914063,92747.1171875,124.705217972453,421167.073832812,421167.073832812,Upgrade,356588.122511781
722,LBY,735,LBY,90364.3629781926,104619.5,67.5,92.9951111111111,100,62.7717,0,0,67.5,62.7717,170131.96875,122832.4296875,198.548775326513,715496.20571221,715496.20571221,Asphalt Mix Resurfacing,169334.102018556
706,COD,707,AGO,107198.534792167,140001.5,189.85,44.2459309981564,100,84.0009,2838028.75,8184,8373.85,8268.0009,70366.4453125,235320.609375,324.585180685116,670917.654482777,670917.654482777,Upgrade,568043.614128751
707,AGO,731,AGO,95151.0933500531,135849,209.25,38.9531182795699,100,81.5094,0,0,209.25,81.5094,95509.3125,46691.90625,74.1314360585451,614411.283724726,614411.283724726,Upgrade,520201.553553602
705,COD,736,COD,144514.897904748,196226,256.6,45.8829306313328,100,117.7356,0,0,256.6,117.7356,1792.69592285156,23334.263671875,24.0344817763884,347300.517325458,347300.517325458,Upgrade,336653.396411859
705,COD,737,COD,176722.468776973,252761.5,346.5,43.7682251082251,100,151.6569,0,0,346.5,151.6569,7229.921875,29129.61328125,24.5012260413717,411208.966277662,411208.966277662,Upgrade,348156.924781754
718,COD,738,COD,74029.2368108174,87517,108.4,48.4411439114391,100,52.5102,0,0,108.4,52.5102,17643.236328125,66067.96875,133.458936094231,527142.904563226,527142.904563226,Upgrade,446314.325863531
696,ZAF,739,ZAF,85470.4709542103,116205.5,83,84.0039759036145,100,69.7233,0,0,83,69.7233,92811.484375,43692.234375,75.301505447818,613107.139391768,613107.139391768,Asphalt Mix Resurfacing,145102.022989385
696,ZAF,740,ZAF,380281.272951556,403748.5,287.2,84.3485724233983,100,242.2491,0,0,287.2,242.2491,74554.6484375,160631.890625,58.333590330739,584569.798062387,584569.798062387,Asphalt Mix Resurfacing,138348.185541432
724,AGO,741,AGO,99859.953992318,113552.5,105.4,64.6408918406072,100,68.1315,0,0,105.4,68.1315,76776.875,28760.27734375,43.3074431786903,572251.610219893,572251.610219893,Mixed Works,308062.116835042
729,COD,732,COD,56131.1330330671,64889,60.9,63.9300492610838,100,38.9334,0,0,60.9,38.9334,5428.537109375,172746.875,448.39323846918,507042.129393267,507042.129393267,Mixed Works,272957.679656708
732,COD,733,COD,96503.1179969166,118876,110.5,64.5480542986426,100,71.3256,0,0,110.5,71.3256,14174.142578125,201427.359375,308.329817378203,551155.721849339,551155.721849339,Mixed Works,296705.496928894
734,COD,742,COD,37288.2897453833,43019,64.5,40.0176744186046,100,25.8114,0,0,64.5,25.8114,1189.23327636719,49125.26953125,189.182167761175,438472.86773508,438472.86773508,Upgrade,371240.361349034
734,COD,743,COD,89542.4925207858,100625,151.05,39.9702085402185,100,60.375,0,0,151.05,60.375,2124.642578125,57042.46484375,96.2328738692358,397783.966573873,397783.966573873,Upgrade,336790.425032546
742,COD,744,COD,161046.573278596,303332,553.75,32.8666726862303,100,181.9992,0,0,553.75,181.9992,951.945983886719,57201.71484375,51.7685570418771,342960.594506073,342960.594506073,Upgrade,336653.396411859
742,COD,745,COD,108338.4431543,143473.5,187.2,45.9850961538462,100,86.0841,0,0,187.2,86.0841,741.612365722656,88032.765625,121.356128565849,357501.835048335,357501.835048335,Upgrade,336653.396411859
708,BWA,746,BWA,500363.648661904,548704.5,400,82.305675,100,329.2227,0,0,400,329.2227,20761.099609375,15897.61328125,4.0632463232204,406776.040888801,406776.040888801,Asphalt Mix Resurfacing,96270.3296770162
708,BWA,747,BWA,523967.421928785,641396.5,450.45,85.4340992340992,100,384.8379,0,0,450.45,384.8379,5568.341796875,7454.736328125,1.93385131627496,331610.442263579,331610.442263579,Asphalt Mix Resurfacing,94103.9021466219
729,COD,748,COD,66862.9309258615,97958,90.55,64.9086692435119,100,58.7748,0,0,90.55,58.7748,1905.36706542969,97813.3984375,217.250753970474,420549.896577749,420549.896577749,Mixed Works,226396.027657687
730,CAF,738,COD,55989.895059903,62174.5,96.9,38.4981424148607,100,37.3047,2523743.03125,8315.35725,8412.25725,8352.66195,34658.79296875,27790.068359375,72.1300661614706,542793.479920978,542793.479920978,Upgrade,459565.146333095
738,COD,749,COD,84356.4204158418,93889,140.85,39.9953141640043,100,56.3334,0,0,140.85,56.3334,15159.6015625,59172.80078125,105.736487610283,507572.383561866,507572.383561866,Upgrade,429744.61808238
731,AGO,750,COD,42808.5280231109,48546,64.35,45.2643356643357,100,29.1276,2838028.75,8184,8248.35,8213.1276,83935,41339.46875,140.647538612071,712700.699685837,712700.699685837,Upgrade,603419.92573401
730,CAF,751,CAF,209312.815305201,231582,317.85,43.7153374233129,100,138.9492,0,0,317.85,138.9492,15391.4169921875,20623.70703125,14.2865951816378,431070.894391241,431070.894391241,Upgrade,364973.35725125
730,CAF,752,CAF,124135.763850759,151121,188.3,48.1532660647902,100,90.6726,0,0,188.3,90.6726,24692.814453125,44449.34765625,52.6802444457366,507634.997171884,507634.997171884,Upgrade,429797.630938862
725,LBY,735,LBY,222007.186518761,264284,175.35,90.4307955517536,100,158.5704,0,0,175.35,158.5704,68918.3671875,135238.796875,87.4990764691612,599099.343072195,599099.343072195,Asphalt Mix Resurfacing,141786.844527086
733,COD,753,COD,94472.0831756143,121291,94.8,76.7664556962026,100,72.7746,0,0,94.8,72.7746,18889.4375,114756.4140625,181.887943891967,545557.923461394,545557.923461394,Mixed Works,293692.015463384
733,COD,754,COD,63687.3621578161,86547.5,61.15,84.9198691741619,100,51.9285,0,0,61.15,51.9285,17494.27734375,707642.75,1643.2176074808,651497.740664132,651497.740664132,Asphalt Mix Resurfacing,154187.798623844
632,SDN,698,SDN,100948.484765321,120306,180.05,40.0908636489864,100,72.1836,0,0,180.05,72.1836,86850.65625,73727.484375,107.617537746802,626777.101383123,626777.101383123,Upgrade,530671.279171044
698,SDN,755,SDN,66207.3841312518,78056,118.35,39.5721166032953,100,46.8336,0,0,118.35,46.8336,96685.453125,16230.763671875,36.1794305344445,579599.392795443,579599.392795443,Upgrade,490727.485900142
739,ZAF,756,ZAF,237968.456538948,257492,181.8,84.9808580858086,100,154.4952,0,0,181.8,154.4952,159681.28125,16619.17578125,9.52913230100871,552971.442888576,552971.442888576,Asphalt Mix Resurfacing,130869.908150296
739,ZAF,757,ZAF,272547.769785986,288445,206.9,83.6476558724021,100,173.067,0,0,206.9,173.067,79225.1796875,179795.09375,89.3095304429004,610252.82092162,610252.82092162,Asphalt Mix Resurfacing,144426.50095145
750,COD,753,COD,42649.4077329921,50652,59.1,51.4233502538071,100,30.3912,0,0,59.1,30.3912,80751.28125,47505.328125,161.617244079784,643007.360587761,643007.360587761,Upgrade,544412.898630971
753,COD,758,COD,76686.2697855826,106753,121.8,52.5876847290641,100,64.0518,0,0,121.8,64.0518,97717.1171875,69016.0078125,134.326008241451,647698.272370281,647698.272370281,Upgrade,548384.537273505
717,CAF,751,CAF,428491.722351072,495153,639.75,46.4387338804221,100,297.0918,0,0,639.75,297.0918,16911.880859375,27136.587890625,8.53129817478124,418812.665660084,418812.665660084,Upgrade,354594.723592204
751,CAF,752,CAF,219092.59978397,331404.5,452.8,43.9140238515901,100,198.8427,0,0,452.8,198.8427,12789.3828125,55838.46875,36.3538861917975,454861.674406372,454861.674406372,Upgrade,385116.217664061
736,COD,744,COD,40318.9117932352,50826,76.2,40.0204724409449,100,30.4956,0,0,76.2,30.4956,714.333679199219,20334.48828125,72.2653157257724,340716.647949544,340716.647949544,Upgrade,336653.396411859
736,COD,759,COD,40040.4415468191,51019.5,55.85,54.8105640107431,100,30.6117,0,0,55.85,30.6117,1007.53155517578,19794.974609375,72.0400043117976,354978.916125795,354978.916125795,Upgrade,336653.396411859
750,COD,758,COD,60878.5592607736,72543,109.85,39.6229403732362,100,43.5258,0,0,109.85,43.5258,120284.375,104348.65625,252.073954804096,700341.710196688,700341.710196688,Upgrade,592955.981299861
744,COD,759,COD,52826.342222566,69348,104.15,39.9508401344215,100,41.6088,0,0,104.15,41.6088,1123.78942871094,17862.720703125,49.3424678359386,348462.043174609,348462.043174609,Upgrade,336653.396411859
748,COD,754,COD,101269.668547067,136766.5,124.95,65.6741896758704,100,82.0599,0,0,124.95,82.0599,6766.8671875,501289.4375,720.713718753746,542021.349333805,542021.349333805,Mixed Works,291788.159724697
748,COD,760,COD,49077.6931835407,72104,107.25,40.3379020979021,100,43.2624,0,0,107.25,43.2624,11171.83984375,52569.7734375,156.403062407216,505743.066229906,505743.066229906,Upgrade,428195.796074653
720,AGO,741,AGO,218838.862183238,365286,494.15,44.3532530608115,100,219.1716,0,0,494.15,219.1716,27598.099609375,32303.767578125,21.4272431880289,477672.572493691,477672.572493691,Upgrade,404429.444711325
741,AGO,761,COD,136178.545241037,157093,115.1,81.8903562119896,100,94.2558,2838028.75,8184,8299.1,8278.2558,65785.328125,84967.640625,91.6532880313863,598091.3336404,598091.3336404,Asphalt Mix Resurfacing,141548.282294894
741,AGO,762,COD,138783.376287647,153856,135.25,68.2540480591497,100,92.3136,2838028.75,8184,8319.25,8276.3136,74948.5703125,142328.296875,150.290782148067,633380.24715553,633380.24715553,Mixed Works,340969.699718726
743,COD,749,COD,138099.076822734,176941,264.95,40.0696735233063,100,106.1646,0,0,264.95,106.1646,14074.34375,58123.8515625,60.8995248727543,480301.179690237,480301.179690237,Upgrade,406654.998804401
743,COD,745,COD,77460.1893997271,93025.5,138.55,40.2853121616745,100,55.8153,0,0,138.55,55.8153,1475.68127441406,59401.84765625,113.935726909403,386212.779334794,386212.779334794,Upgrade,336653.396411859
743,COD,763,COD,154683.381501107,202603,303.95,39.9940121730548,100,121.5618,0,0,303.95,121.5618,1871.00134277344,30947.001953125,29.7299412110783,355222.520855088,355222.520855088,Upgrade,336653.396411859
737,COD,759,COD,172734.747314785,237819,333.95,42.7283725108549,100,142.6914,0,0,333.95,142.6914,2346.623046875,85177.2109375,71.9071893080611,392823.565360047,392823.565360047,Upgrade,336653.396411859
737,COD,764,COD,111497.030615705,165763,222.2,44.7604860486049,100,99.4578,0,0,222.2,99.4578,5356.3388671875,24176.833984375,31.9513797482837,405407.962937727,405407.962937727,Upgrade,343245.408620609
759,COD,765,COD,226090.364060516,362715,430.65,50.5350052246604,100,217.629,0,0,430.65,217.629,1156.63195800781,134710.90625,89.5924560243166,367574.265810767,367574.265810767,Upgrade,336653.396411859
749,COD,766,COD,44814.8487398159,52218,86.95,36.0331224841863,100,31.3308,0,0,86.95,31.3308,22256.5234375,64272.60546875,208.037067973525,562759.342012381,562759.342012381,Upgrade,476469.576237149
749,COD,767,COD,159160.464309025,187418,281.2,39.9896159317212,100,112.4508,0,0,281.2,112.4508,29151.841796875,50792.0078125,47.4642038013003,513368.911073227,513368.911073227,Upgrade,434652.344708665
754,COD,768,COD,61427.7609682447,77356,74.4,62.3838709677419,100,46.4136,0,0,74.4,46.4136,11877.9287109375,464658.78125,1115.14355076569,601774.725396066,601774.725396066,Mixed Works,323955.393838215
632,SDN,755,SDN,74771.4654675491,88800,127.65,41.7391304347826,100,53.28,0,0,127.65,53.28,67968.3984375,56909.984375,112.925179760058,611080.42759445,611080.42759445,Upgrade,517381.428696634
632,SDN,769,SDN,70413.0428287545,79094,58.05,81.7509043927649,100,47.4564,0,0,58.05,47.4564,55745.40234375,55369.83203125,117.296812328628,598627.47846305,598627.47846305,Asphalt Mix Resurfacing,141675.169902922
727,ZAF,770,ZAF,290526.105237001,326477.5,248.25,78.9069486404834,100,195.8865,0,0,248.25,195.8865,256219.5625,358426.8125,168.184945001528,741059.489642526,741059.489642526,Mixed Works,398937.025257559
745,COD,771,COD,63084.4291259038,71187,80,53.39025,100,42.7122,0,0,80,42.7122,1853.7900390625,58581.7421875,137.627253129893,403304.669988878,403304.669988878,Upgrade,341464.620590583
755,SDN,769,SDN,44685.9200859308,69349,105.35,39.4963455149502,100,41.6094,0,0,105.35,41.6094,51324.30859375,8499.9169921875,27.6082359045044,525350.76331106,525350.76331106,Upgrade,444796.979603364
755,SDN,772,SDN,209687.142459068,271587,408.15,39.9245865490629,100,162.9522,0,0,408.15,162.9522,43544.98828125,47858.17578125,33.3440582328744,523153.122026371,523153.122026371,Upgrade,442936.309982326
713,ZAF,727,ZAF,176642.797123094,232829,174.3,80.1476764199656,100,139.6974,0,0,174.3,139.6974,135389.78125,78588.9296875,66.0124727429212,634486.50453565,634486.50453565,Asphalt Mix Resurfacing,150161.806073437
713,ZAF,773,ZAF,75789.2909767261,81667.5,56.55,86.6498673740053,100,49.0005,0,0,56.55,49.0005,193730.125,33560.68359375,66.6294599232416,662878.701487501,662878.701487501,Asphalt Mix Resurfacing,156881.292685375
720,AGO,774,ZMB,179629.332574279,208803.5,220.15,56.9076084487849,100,125.2821,1150000,4650,4870.15,4775.2821,37524.1796875,15833.79296875,12.8837158166111,475816.1555451,475816.1555451,Upgrade,402857.678361518
760,COD,775,COD,37943.9332340549,67094,129.3,31.1341067285383,100,40.2564,0,0,129.3,40.2564,28962.462890625,3672.81079101563,13.9139807565476,464071.145353794,464071.145353794,Upgrade,392913.569732879
760,COD,776,COD,32004.0394690879,40237,60.4,39.9705298013245,100,24.1422,0,0,60.4,24.1422,6248.3994140625,12096.6689453125,53.4946954806637,481131.298571659,481131.298571659,Upgrade,407357.832790671
