from,from_ctry,to,to_ctry,sp_distance,distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km_adj,cost_km_adj,upgrade_cat,ug_cost_km
253,BEN,258,BEN,108678.843574974,134350,125.55,64.2054958183991,100,80.61,0,0,125.55,80.61,11475.890625,73002.875,98.1855379775773,487844.407925105,487844.407925105,Mixed Works,262622.906266348
253,BEN,260,NGA,109480.790727869,123292,138.55,53.3924215084807,100,73.9752,1193822,4878.07176,5016.62176,4952.04696,20324.423828125,77195.84375,106.186049431175,525935.873587284,525935.873587284,Upgrade,445292.372970566
240,DZA,254,DZA,49314.9241291484,89155,86.1,62.1289198606272,100,53.493,0,0,86.1,53.493,280011.65625,75634.015625,224.108658696222,767402.700775929,767402.700775929,Mixed Works,413118.453917708
240,DZA,261,DZA,50982.1333258402,81053,57.8,84.138062283737,100,48.6318,0,0,57.8,48.6318,325655.84375,197080.90625,561.931730270279,844750.884322699,844750.884322699,Asphalt Mix Resurfacing,199924.375956372
240,DZA,262,DZA,61693.2473351451,98417,85.45,69.1049736688122,100,59.0502,0,0,85.45,59.0502,270501.875,178408.984375,425.469028679742,806881.436249458,806881.436249458,Mixed Works,434371.173180958
256,BEN,263,BEN,56956.1926556485,69035.5,64.5,64.2190697674419,100,41.4213,0,0,64.5,41.4213,7901.1474609375,62318.8828125,159.770656169783,486025.717162226,486025.717162226,Mixed Works,261643.844405664
252,BEN,264,BEN,76070.09760197,109878,101.75,64.7929238329238,100,65.9268,0,0,101.75,65.9268,2661.26440429688,596273.1875,1173.12188759462,505062.39834616,505062.39834616,Mixed Works,271891.924443015
252,BEN,265,NGA,59003.4794390304,63229.5,46.3,81.9388768898488,100,37.9377,1193822,4878.07176,4924.37176,4916.00946,4532.08740234375,929206.75,2310.8810670283,570297.821692699,570297.821692699,Asphalt Mix Resurfacing,134970.484467272
254,DZA,266,DZA,25215.4612065438,34602.5,29.45,70.4974533106961,100,20.7615,0,0,29.45,20.7615,177392.671875,60582.03515625,328.343029716579,837632.746873606,837632.746873606,Mixed Works,450925.628733624
231,DZA,267,DZA,397266.943420207,436369,336.3,77.8535236396075,100,261.8214,0,0,336.3,261.8214,27896.30859375,16493.44140625,5.85845426708913,432467.716032788,432467.716032788,Mixed Works,232811.787130984
231,DZA,268,NER,1268300.03967558,1522343,1528.9,59.7426777421676,100,913.4058,921649.315625,4472.21421,6001.11421,5385.62001,30546.669921875,70351.8125,6.55581733198049,440817.107903062,440817.107903062,Upgrade,373225.151357926
249,DZA,269,DZA,54232.9259516621,69575,65.35,63.8791124713084,100,41.745,0,0,65.35,41.745,105211.453125,133295.53125,362.420171778593,710707.965214485,710707.965214485,Mixed Works,382597.787940464
249,DZA,270,DZA,38798.694179204,47791.5,46.45,61.7328310010764,100,28.6749,0,0,46.45,28.6749,70630.59375,2541.38745117188,9.28262005087151,558584.925108823,558584.925108823,Mixed Works,300704.884683583
249,DZA,271,DZA,93333.6358184597,109574.5,106.25,61.8773647058824,100,65.7447,0,0,106.25,65.7447,122809.390625,21072.16015625,33.2677718574238,592354.83940156,592354.83940156,Mixed Works,318884.355211172
258,BEN,259,BEN,50784.6122855387,54639.5,50.9,64.4080550098232,100,32.7837,0,0,50.9,32.7837,2029.31579589844,140304.6875,404.508413852856,446653.558396637,446653.558396637,Mixed Works,240448.498936855
255,BEN,264,BEN,38813.1024672677,40114,38.1,63.1716535433071,100,24.0684,0,0,38.1,24.0684,11074.3447265625,89517.8203125,333.903500195141,601336.525598997,601336.525598997,Mixed Works,323719.496280793
255,BEN,272,NGA,42525.3899284099,51104.5,53.95,56.8354031510658,100,30.6627,1193822,4878.07176,4932.02176,4908.73446,28205.330078125,58491.87890625,199.207820206699,576865.390083252,576865.390083252,Upgrade,488412.696937153
245,BEN,259,BEN,78554.6869542757,85280,81.3,62.9372693726937,100,51.168,0,0,81.3,51.168,8144.49658203125,180027.609375,343.529160904192,520447.313786785,520447.313786785,Mixed Works,280174.137255219
259,BEN,273,BEN,71891.9558853506,86158.5,82.2,62.8894160583942,100,51.6951,0,0,82.2,51.6951,4496.45458984375,148615.59375,308.076066215836,480185.271952165,480185.271952165,Mixed Works,258499.738067582
259,BEN,274,NGA,63911.6895692189,70549,116.15,36.4437365475678,100,42.3294,1193822,4878.07176,4994.22176,4920.40116,8116.7734375,151936.984375,349.810209385477,521033.926652957,521033.926652957,Upgrade,441142.057899504
245,BEN,275,BEN,39593.3219749311,40785,37.6,65.0824468085106,100,24.471,0,0,37.6,24.471,19568.541015625,25399.1484375,93.0407312258817,577963.110162842,577963.110162842,Mixed Works,311136.807637663
245,BEN,273,BEN,36760.2981817017,50476,46.65,64.9209003215434,100,30.2856,0,0,46.65,30.2856,6892.16748046875,23590.447265625,91.9050971336499,456346.698337146,456346.698337146,Mixed Works,245666.639271496
264,BEN,276,NGA,59968.884491051,67504,72.05,56.2142956280361,100,40.5024,1193822,4878.07176,4950.12176,4918.57416,3249.56640625,96712.84375,236.756043910433,451646.954509261,451646.954509261,Upgrade,382394.421484507
263,BEN,275,BEN,83374.2000362033,86199,79.65,64.9333333333333,100,51.7194,0,0,79.65,51.7194,4178.7392578125,56613.02734375,102.089380996207,433568.248519343,433568.248519343,Mixed Works,233404.240452913
275,BEN,277,BEN,71988.6475855425,82588,139.55,35.5089931924042,100,49.5528,0,0,139.55,49.5528,10481.9072265625,32199.861328125,66.3513831225999,466950.822285847,466950.822285847,Upgrade,395351.696202017
250,DZA,266,DZA,49100.8402715199,61585,46.7,79.1241970021413,100,36.951,0,0,46.7,36.951,68392.7578125,178673.515625,531.518775950463,697185.804208871,697185.804208871,Mixed Works,375318.357932442
262,DZA,266,DZA,33296.7986904387,46493.5,33.15,84.1511312217194,100,27.8961,0,0,33.15,27.8961,239095.984375,141224.6875,601.739924241871,913946.904911376,913946.904911376,Asphalt Mix Resurfacing,206077.345441219
261,DZA,262,DZA,40413.4116092369,51566.5,38.8,79.7420103092784,100,30.9399,0,0,38.8,30.9399,526177.5625,144070.171875,512.640242835389,887872.798079358,887872.798079358,Mixed Works,468753.398433196
261,DZA,278,DZA,42929.6448713745,52690.5,47.45,66.6265542676502,100,31.6143,0,0,47.45,31.6143,102480.53125,1198788,4028.55676413176,869225.955019126,869225.955019126,Mixed Works,467933.305785296
269,DZA,279,DZA,69220.9349947311,74136,64.3,69.1782270606532,100,44.4816,0,0,64.3,44.4816,115596.4140625,148301.796875,320.422299200598,711317.734733203,711317.734733203,Mixed Works,382926.047198041
269,DZA,280,DZA,69286.5101697873,83763.5,86.85,57.8677029360967,100,50.2581,0,0,86.85,50.2581,92162.2890625,234493.265625,501.227679336609,719004.814010051,719004.814010051,Upgrade,608757.409195176
269,DZA,281,DZA,138889.879138972,154368.5,123.5,74.9968421052632,100,92.6211,0,0,123.5,92.6211,40218.234375,161185.015625,173.047553774863,594834.824971217,594834.824971217,Mixed Works,320219.414109505
270,DZA,279,DZA,25901.7563213965,27421,25.7,64.0178988326848,100,16.4526,0,0,25.7,16.4526,86476.5859375,8274.705078125,43.7927915584605,648577.325175367,648577.325175367,Mixed Works,349150.793386072
270,DZA,282,DZA,48646.5985797974,54640.5,52.4,62.5654580152672,100,32.7843,0,0,52.4,32.7843,85156.8359375,364816.90625,1092.84078478718,760932.782151938,760932.782151938,Mixed Works,409635.48105846
250,DZA,271,DZA,63369.745100894,67654,62.65,64.7923383878691,100,40.5924,0,0,62.65,40.5924,63055.47265625,215261.640625,506.168021101861,687564.579532499,687564.579532499,Mixed Works,370138.931981661
250,DZA,283,DZA,118245.207498497,140938.5,137.5,61.5004363636364,100,84.5631,0,0,137.5,84.5631,101935.2421875,252329.96875,310.247000639597,698749.831240106,698749.831240106,Mixed Works,376160.325817589
262,DZA,284,DZA,83469.5154260161,110766,101.95,65.188425698872,100,66.4596,0,0,101.95,66.4596,228960.078125,154221.96875,270.148100932237,761031.412178539,761031.412178539,Mixed Works,409688.576889446
262,DZA,285,DZA,93573.5481065319,115107.5,105.4,65.5260910815939,100,69.0645,0,0,105.4,69.0645,185472.96875,203649.0625,313.343557576776,751418.556341356,751418.556341356,Mixed Works,404513.656163763
263,BEN,286,BEN,97345.1498199313,105999,100.2,63.4724550898204,100,63.5994,0,0,100.2,63.5994,14502.8828125,97883.28125,149.414494454872,519820.014574829,519820.014574829,Mixed Works,279836.441179449
263,BEN,287,BEN,65076.5180534789,71198.5,66.95,63.8074682598954,100,42.7191,0,0,66.95,42.7191,12534.9990234375,38784.125,87.9704015517187,488505.706576116,488505.706576116,Mixed Works,262978.905373475
273,BEN,277,BEN,64335.3224329964,77165,74.7,61.9799196787149,100,46.299,0,0,74.7,46.299,9031.6328125,34142.234375,78.6302527212347,465256.494083402,465256.494083402,Mixed Works,250463.079314898
273,BEN,288,NGA,50724.0032628246,59148,54.6,64.9978021978022,100,35.4888,1193822,4878.07176,4932.67176,4913.56056,13259.380859375,27862.357421875,79.3879258345324,487587.835824611,487587.835824611,Mixed Works,262484.784952249
265,NGA,276,NGA,53987.5617841623,84565,69.65,72.848528356066,100,50.739,0,0,69.65,50.739,3418.63037109375,223029.3125,603.70607359036,491928.946834896,491928.946834896,Mixed Works,264821.749712786
265,NGA,289,NGA,46896.1586486944,60020,44.9,80.2048997772829,100,36.012,0,0,44.9,36.012,773.923217773438,2500713.25,7860.54995123394,511883.102206665,511883.102206665,Asphalt Mix Resurfacing,121145.667522244
260,NGA,272,NGA,67612.9476420637,78640,123.4,38.2366288492707,100,47.184,0,0,123.4,47.184,18377.2578125,51366.4609375,112.82416969591,522278.886754785,522278.886754785,Upgrade,442196.124119051
272,NGA,290,NGA,41281.6304996117,44322,40.9,65.0200488997555,100,26.5932,0,0,40.9,26.5932,13008.2060546875,112345.1328125,392.589736750122,621535.665870711,621535.665870711,Mixed Works,334593.366793732
278,DZA,285,DZA,90817.4045856993,108324.5,85.65,75.8840630472855,100,64.9947,0,0,85.65,64.9947,374153.9375,1615185,2573.58226793686,977428.430481084,977428.430481084,Mixed Works,468753.398433196
278,DZA,291,DZA,88427.5055789253,100688.5,95.25,63.4258267716536,100,60.4131,0,0,95.25,60.4131,225089.21875,1742090.125,2839.49562270658,927320.619905922,927320.619905922,Mixed Works,468753.398433196
271,DZA,282,DZA,30450.5274191133,32421,33.35,58.3286356821589,100,19.4526,0,0,33.35,19.4526,89626.3046875,385973.3125,1787.09720778913,891100.629694434,891100.629694434,Upgrade,737234.447071404
279,DZA,282,DZA,33215.8998466228,36041.5,34.15,63.3232796486091,100,21.6249,0,0,34.15,21.6249,78442.9375,396094.375,1700.74725353406,873280.550656947,873280.550656947,Mixed Works,468753.398433196
279,DZA,280,DZA,39427.2612063716,43015,43.05,59.9512195121951,100,25.809,0,0,43.05,25.809,160036.703125,142688.375,516.268605433537,859712.948378476,859712.948378476,Upgrade,727890.296293777
276,NGA,290,NGA,34447.5072234215,44857.5,33.4,80.5823353293413,100,26.9145,0,0,33.4,26.9145,3424.521484375,137332.78125,569.409171991087,546523.808366571,546523.808366571,Asphalt Mix Resurfacing,129343.967980088
276,NGA,289,NGA,52641.8038301182,59973.5,43.8,82.1554794520548,100,35.9841,0,0,43.8,35.9841,3038.79907226563,5438718,15063.5483154214,637469.427196845,637469.427196845,Asphalt Mix Resurfacing,150867.764436586
209,DZA,267,DZA,201055.348266184,231654.5,220.5,63.0352380952381,100,138.9927,0,0,220.5,138.9927,28929.80078125,93237.109375,68.9392811355096,529141.233208863,529141.233208863,Mixed Works,284854.363877437
267,DZA,292,DZA,243737.566569842,270382,235.65,68.8432845321451,100,162.2292,0,0,235.65,162.2292,5520.63330078125,130397.8125,73.3540300817185,436022.002071136,436022.002071136,Mixed Works,234725.177781628
274,NGA,288,NGA,65363.7305410106,71965.5,66.9,64.5430493273543,100,43.1793,0,0,66.9,43.1793,9619.833984375,24940.357421875,56.4915813222475,455990.005619282,455990.005619282,Mixed Works,245474.619691713
274,NGA,293,NGA,65339.8856368316,72556.5,68.2,63.8326979472141,100,43.5339,0,0,68.2,43.5339,9666.1015625,98081.5078125,222.51860938927,512071.586794114,512071.586794114,Mixed Works,275665.204224164
257,NER,286,BEN,132121.247974676,162100,162.25,59.944530046225,100,97.26,724010.409375,3085.00002,3247.25002,3182.26002,5161.73828125,130262.1953125,144.89439711713,458023.385844294,458023.385844294,Upgrade,387793.133348168
257,NER,294,NER,41794.7645352069,42703.5,30.5,84.0068852459016,100,25.6221,0,0,30.5,25.6221,1264.20227050781,67598.890625,233.904047975209,449702.111298637,449702.111298637,Asphalt Mix Resurfacing,106429.499674011
260,NGA,295,NGA,38887.6261579233,42713,46.7,54.8775160599572,100,25.6278,0,0,46.7,25.6278,21887.91015625,75871.3515625,281.032551830047,643103.97932976,643103.97932976,Upgrade,544494.702499197
260,NGA,296,NGA,37804.0747370505,45344.5,49.5,54.9630303030303,100,27.2067,0,0,49.5,27.2067,13877.865234375,168060.59375,640.914988268763,652973.497623587,652973.497623587,Upgrade,552850.894654636
280,DZA,282,DZA,62075.1121297797,71546.5,72.9,58.8860082304527,100,42.9279,0,0,72.9,42.9279,114286.546875,514530.40625,1232.52718572587,796371.864173509,796371.864173509,Upgrade,674261.511666904
282,DZA,283,DZA,103556.645727268,110446,88.7,74.7098083427283,100,66.2676,0,0,88.7,66.2676,103355.5859375,547892.375,772.043700714491,756181.888613516,756181.888613516,Mixed Works,407077.916703609
290,NGA,297,NGA,46634.2796254837,54628,40.85,80.236964504284,100,32.7768,0,0,40.85,32.7768,8756.8994140625,335583.4375,1042.61070019813,576855.012688713,576855.012688713,Asphalt Mix Resurfacing,136522.353002995
290,NGA,296,NGA,95559.6504044632,105447,98.4,64.2969512195122,100,63.2682,0,0,98.4,63.2682,14884.908203125,296047.8125,462.77737320174,573818.709756166,573818.709756166,Mixed Works,308905.738752069
290,NGA,298,NGA,74234.8746220459,89102.5,66.05,80.9409538228615,100,53.4615,0,0,66.05,53.4615,11906.6416015625,1316382.875,2639.46161965566,647658.925245251,647658.925245251,Asphalt Mix Resurfacing,153279.278974709
277,BEN,287,BEN,70700.5451936167,93258,182.95,30.5847499316753,100,55.9548,0,0,182.95,55.9548,8304.08984375,22121.728515625,46.5582694128548,440847.225001749,440847.225001749,Upgrade,373250.650501481
277,BEN,299,BEN,40264.1042924782,43604,132.2,19.790015128593,100,26.1624,0,0,132.2,26.1624,11507.529296875,23228.130859375,82.9771373145546,537097.075150942,537097.075150942,Upgrade,454742.190294463
277,BEN,300,NGA,97826.6292520303,125689,182.9,41.2320393657736,100,75.4134,1193822,4878.07176,5060.97176,4953.48516,13177.052734375,35280.86328125,53.401225127775,471317.738254063,471317.738254063,Upgrade,399049.018388439
286,BEN,301,NGA,86410.937340412,103091.5,97.5,63.4409230769231,100,61.8549,1193822,4878.07176,4975.57176,4939.92666,7976.18701171875,58820.69140625,102.173698011067,468573.428311048,468573.428311048,Mixed Works,252248.695574114
286,BEN,302,NGA,37940.9601018172,50596,68.7,44.1886462882096,100,30.3576,1193822,4878.07176,4946.77176,4908.42936,17848.10546875,128383.1328125,487.485855116853,589050.226393257,589050.226393257,Upgrade,498729.191679624
289,NGA,297,NGA,52304.2172965243,64366,45.15,85.5362126245847,100,38.6196,0,0,45.15,38.6196,3467.89013671875,966318,2693.68728538067,559512.642911388,559512.642911388,Asphalt Mix Resurfacing,132417.992155695
288,NGA,303,NGA,91114.1972907816,96431,144.05,40.165636931621,100,57.8586,0,0,144.05,57.8586,12580.0966796875,78805.8984375,128.922277122654,504700.852727893,504700.852727893,Upgrade,427313.388642949
288,NGA,300,NGA,63163.380776223,77749.5,115.5,40.3893506493507,100,46.6497,0,0,115.5,46.6497,10122.890625,23397.181640625,54.4620177095902,457388.277628633,457388.277628633,Upgrade,387255.408392243
293,NGA,295,NGA,43705.9823500106,46646,44.1,63.4639455782313,100,27.9876,0,0,44.1,27.9876,22148.66796875,129513.828125,433.657407503321,668136.90631168,668136.90631168,Mixed Works,359680.367897787
293,NGA,303,NGA,67550.2951367708,77214.5,89,52.0547191011236,100,46.3287,0,0,89,46.3287,14485.044921875,157283.015625,346.289108338492,558056.259074632,558056.259074632,Upgrade,472487.632683189
295,NGA,296,NGA,36297.5672609103,38066.5,35.3,64.7022662889519,100,22.8399,0,0,35.3,22.8399,5324.53466796875,130540.9140625,515.368547377161,571395.250977206,571395.250977206,Mixed Works,307601.110109395
287,BEN,299,BEN,52666.9864517106,57261,102.65,33.4696541646371,100,34.3566,0,0,102.65,34.3566,649.210571289063,17055.98828125,47.2471610688008,325079.978926424,325079.978926424,Upgrade,336653.396411859
287,BEN,301,NGA,36733.4531269623,52428,51.55,61.0219204655674,100,31.4568,1193822,4878.07176,4929.62176,4909.52856,8450.9150390625,13664.3154296875,53.2492945300206,446746.130323025,446746.130323025,Mixed Works,240498.333490562
280,DZA,304,DZA,114590.549787244,125169,118.2,63.5375634517767,100,75.1014,0,0,118.2,75.1014,42520.55078125,115185.6953125,147.67185648968,590853.977973555,590853.977973555,Mixed Works,318076.391475763
280,DZA,305,DZA,146976.934900412,194453,206.4,56.5270348837209,100,116.6718,0,0,206.4,116.6718,63055.78125,259329.296875,257.612058986484,649308.350150849,649308.350150849,Upgrade,549747.736461053
294,NER,306,NGA,88664.7222287262,110757.5,159.8,41.5860450563204,100,66.4545,1203179.659375,4923.07176,5082.87176,4989.52626,4171.4638671875,138369.421875,233.004658563811,464758.727733593,464758.727733593,Upgrade,393495.722814442
294,NER,307,NER,204295.588430481,237197,167.4,85.0168458781362,100,142.3182,0,0,167.4,142.3182,22232.505859375,149967.75,105.543757522321,531358.146907378,531358.146907378,Asphalt Mix Resurfacing,125754.761434746
297,NGA,298,NGA,68169.1197740027,74672,52.15,85.9121764141898,100,44.8032,0,0,52.15,44.8032,19681.64453125,1633519.5,3562.21911392918,705671.916255025,705671.916255025,Asphalt Mix Resurfacing,167009.020180356
297,NGA,308,NGA,47081.9799942888,51755.5,36.65,84.7293315143247,100,31.0533,0,0,36.65,31.0533,4982.03271484375,358838.96875,1100.6403473017,541590.487618286,541590.487618286,Asphalt Mix Resurfacing,128176.415402994
296,NGA,309,NGA,47668.7414197889,63388,55.05,69.0877384196185,100,38.0328,0,0,55.05,38.0328,14304.86328125,156667.15625,475.853772334088,572439.564082855,572439.564082855,Mixed Works,308163.298664603
209,DZA,281,DZA,34270.3577516925,38473,37.85,60.9875825627477,100,23.0838,0,0,37.85,23.0838,62346.6171875,98555.15625,411.484568182137,753127.400194758,753127.400194758,Mixed Works,405433.583771511
209,DZA,292,DZA,166225.669524242,190527.5,162.1,70.5222085132634,100,114.3165,0,0,162.1,114.3165,18941.091796875,224439.046875,197.843269123632,549630.570406075,549630.570406075,Mixed Works,295884.457068603
299,BEN,310,NGA,64486.0157449546,68381,64.4,63.7090062111801,100,41.0286,1193822,4878.07176,4942.47176,4919.10036,12534.5283203125,18227.119140625,41.6098721057213,458870.546079648,458870.546079648,Mixed Works,247025.310639543
301,NGA,311,NGA,91407.2586402811,118673.5,109.85,64.8193900773783,100,71.2041,0,0,109.85,71.2041,12709.1708984375,79401.328125,129.229764972045,505421.009932487,505421.009932487,Mixed Works,272084.977013655
302,NGA,306,NGA,84731.8827462579,91417,85.55,64.1147866744594,100,54.8502,0,0,85.55,54.8502,9016.12109375,162027.515625,286.479163511701,518791.393842003,518791.393842003,Mixed Works,279282.700351611
302,NGA,311,NGA,95645.6867740872,104937,97.1,64.8426364572606,100,62.9622,0,0,97.1,62.9622,10157.3984375,128634.921875,199.537016712781,510398.381336513,510398.381336513,Mixed Works,274764.461952822
281,DZA,312,DZA,71037.6761211498,80076.5,76.25,63.0110163934426,100,48.0459,0,0,76.25,48.0459,28625.330078125,56522.1484375,118.008451402028,552895.463740857,552895.463740857,Mixed Works,297642.057980494
283,DZA,284,DZA,81981.1586894112,91124,80.7,67.750185873606,100,54.6744,0,0,80.7,54.6744,115699.9921875,205069.59375,375.489347227755,721020.863121137,721020.863121137,Mixed Works,388149.564646878
284,DZA,313,DZA,64768.7072028723,77999,73.8,63.4138211382114,100,46.7994,0,0,73.8,46.7994,35301.08984375,61515.390625,140.420097971566,575356.30021345,575356.30021345,Mixed Works,309733.47494824
284,DZA,314,DZA,75035.754801879,107764,106.6,60.6551594746717,100,64.6584,0,0,106.6,64.6584,253375.21875,95217.78125,187.491495966702,746896.370717067,746896.370717067,Mixed Works,402079.212902687
300,NGA,303,NGA,59713.2441684578,64692.5,57.5,67.5052173913043,100,38.8155,0,0,57.5,38.8155,14196.052734375,86391.3046875,212.671774351739,534192.115651385,534192.115651385,Mixed Works,287573.422258995
298,NGA,308,NGA,68388.1893979444,78587.5,71.45,65.9937018894332,100,47.1525,0,0,71.45,47.1525,11741.73828125,1574740.375,3419.88000672216,660964.990966647,660964.990966647,Mixed Works,355819.486803711
298,NGA,315,NGA,72120.5464676744,81055,63.25,76.8901185770751,100,48.633,0,0,63.25,48.633,14976.6328125,1325264.5,2728.95696573174,667623.780960529,667623.780960529,Mixed Works,359404.135417084
284,DZA,285,DZA,51890.7479956472,68987.5,62.5,66.228,100,41.3925,0,0,62.5,41.3925,261420.703125,80705.921875,228.026011815121,762219.156227214,762219.156227214,Mixed Works,410327.979102316
285,DZA,291,DZA,43939.8359019521,84575,79.5,63.8301886792453,100,50.745,0,0,79.5,50.745,468395.65625,237477.84375,779.10832830753,907226.158235795,907226.158235795,Mixed Works,468753.398433196
285,DZA,316,DZA,27551.2183600819,35941,25.6,84.23671875,100,21.5646,0,0,25.6,21.5646,191784.453125,37483.40234375,188.436118892999,806683.53134448,806683.53134448,Asphalt Mix Resurfacing,190915.102418193
300,NGA,317,NGA,60525.2751763223,66072,62.35,63.5817161186849,100,39.6432,0,0,62.35,39.6432,9668.001953125,30330.31640625,73.7744532824221,466571.585559677,466571.585559677,Mixed Works,251171.036892958
308,NGA,318,NGA,97303.6826978768,102511.5,72.55,84.7786354238456,100,61.5069,0,0,72.55,61.5069,27342.318359375,132569.03125,205.701756088253,576279.73455568,576279.73455568,Asphalt Mix Resurfacing,136386.203844844
298,NGA,309,NGA,59762.1153735314,69850,49.8,84.1566265060241,100,41.91,0,0,49.8,41.91,15039.802734375,1059783.625,2606.90501481554,665369.225697548,665369.225697548,Asphalt Mix Resurfacing,157470.71674842
309,NGA,319,NGA,35425.199675102,45005.5,35.45,76.1729196050776,100,27.0033,0,0,35.45,27.0033,10121.482421875,358621.75,1448.17848264649,673761.049581496,673761.049581496,Mixed Works,362708.031691372
291,DZA,316,DZA,51001.2797261911,93413.5,93.6,59.8804487179487,100,56.0481,0,0,93.6,56.0481,517263.46875,169955.765625,487.888104563556,882342.249009008,882342.249009008,Upgrade,737234.447071404
291,DZA,320,DZA,73182.1531591988,103867.5,103.85,60.0101107366394,100,62.3205,0,0,103.85,62.3205,371550.3125,269182.375,547.409333732346,856317.619191134,856317.619191134,Mixed Works,460984.318331227
283,DZA,313,DZA,48530.7176413751,54121,48.2,67.3705394190871,100,32.4726,0,0,48.2,32.4726,44162.65234375,139921.3125,420.251220440104,648487.292884559,648487.292884559,Mixed Works,349102.326002854
283,DZA,322,DZA,41076.2410460597,49202.5,38.5,76.6792207792208,100,29.5215,0,0,38.5,29.5215,117818.6484375,129558.765625,448.964063286015,818930.499642574,818930.499642574,Mixed Works,440857.585640919
306,NGA,323,NGA,30717.7054940141,35469.5,33.85,62.8706056129985,100,21.2817,0,0,33.85,21.2817,6217.66259765625,192159.6875,881.417546819345,609254.584332334,609254.584332334,Mixed Works,327982.05123224
314,DZA,316,DZA,40500.638051421,54964.5,45.9,71.8490196078431,100,32.9787,0,0,45.9,32.9787,326529.71875,29904.25390625,105.1952939561,733328.437728325,733328.437728325,Mixed Works,394775.142310414
316,DZA,320,DZA,70119.049400806,88078,62.8,84.1509554140128,100,52.8468,0,0,62.8,52.8468,321972.96875,251641.09375,531.320125988479,839598.932666508,839598.932666508,Asphalt Mix Resurfacing,198705.080731074
319,NGA,324,NGA,50629.1258668382,57872.5,54.75,63.4219178082192,100,34.7235,0,0,54.75,34.7235,22792.462890625,634163.5625,1828.35647714389,678639.545144486,678639.545144486,Mixed Works,365334.288469448
319,NGA,321,NGA,61476.9357436021,65937,47.55,83.201261829653,100,39.5622,0,0,47.55,39.5622,10726.7314453125,342297.625,819.510814138385,579111.392016255,579111.392016255,Asphalt Mix Resurfacing,137056.36277718
310,NGA,317,NGA,49769.8448073674,62658,57.85,64.9866897147796,100,37.5948,0,0,57.85,37.5948,18649.4609375,15574.060546875,45.3713363571615,484752.462584742,484752.462584742,Mixed Works,260958.409024786
310,NGA,325,NGA,74949.0160686789,96002,134.1,42.9539149888143,100,57.6012,0,0,134.1,57.6012,27039.44140625,42039.58984375,83.6647417039577,533461.766632713,533461.766632713,Upgrade,451664.295749029
311,NGA,323,NGA,89286.8007498026,93044.5,66,84.5859090909091,100,55.8267,0,0,66,55.8267,8334.3974609375,277835.3125,468.973332760335,535845.985436746,535845.985436746,Asphalt Mix Resurfacing,126816.883220029
323,NGA,326,NGA,80199.1293746566,83114,58.75,84.8823829787234,100,49.8684,0,0,58.75,49.8684,4570.87548828125,252297.265625,468.428434117917,498531.010577959,498531.010577959,Asphalt Mix Resurfacing,117985.67250345
317,NGA,325,NGA,102919.190831882,149381,172.65,51.9134665508254,100,89.6286,0,0,172.65,89.6286,23290.94140625,55460.05859375,79.9442911543324,521995.942513753,521995.942513753,Upgrade,441956.564661643
317,NGA,327,NGA,97566.9583833838,114587,105.8,64.9831758034027,100,68.7522,0,0,105.8,68.7522,9266.61328125,60928.375,92.5118636598295,473111.002867253,473111.002867253,Mixed Works,254691.423210204
313,DZA,314,DZA,55175.4082204763,77174,82.35,56.2287795992714,100,46.3044,0,0,82.35,46.3044,126372.1796875,50773.6484375,135.420398563132,668454.377803117,668454.377803117,Upgrade,565958.039873305
304,DZA,328,DZA,38277.8640972167,39148,36.7,64.0021798365123,100,23.4888,0,0,36.7,23.4888,10016.552734375,3588.04125976563,13.4742702348926,454902.325912024,454902.325912024,Mixed Works,244889.085449306
304,DZA,305,DZA,120745.439315423,146816,152,57.9536842105263,100,88.0896,0,0,152,88.0896,9805.08203125,88792.203125,108.926327888256,482921.618012369,482921.618012369,Upgrade,408873.636583806
312,DZA,328,DZA,44966.1964254788,47940,52.3,54.9980879541109,100,28.764,0,0,52.3,28.764,11404.76953125,49259.859375,158.197182883191,566495.070137409,566495.070137409,Upgrade,479632.492716339
312,DZA,329,DZA,108557.035880532,147504,138.5,63.9006498194946,100,88.5024,0,0,138.5,88.5024,6788.53515625,51015.72265625,67.8728490743848,444074.735468438,444074.735468438,Mixed Works,239060.232593842
311,NGA,325,NGA,80966.8174252908,87666.5,62.15,84.6337892196299,100,52.5999,0,0,62.15,52.5999,13289.0849609375,174798.40625,323.586340224092,549150.435976831,549150.435976831,Asphalt Mix Resurfacing,129965.603181183
311,NGA,330,NGA,216454.767581298,286568.5,266.85,64.4336143901068,100,171.9411,0,0,266.85,171.9411,15524.6220703125,224216.9375,148.291928879999,523750.517891827,523750.517891827,Mixed Works,281952.362131766
324,NGA,331,NGA,59160.5306525178,65883.5,60.95,64.8566037735849,100,39.5301,0,0,60.95,39.5301,14820.32421875,450907.5625,1121.48581416072,618268.543401719,618268.543401719,Mixed Works,332834.565864591
324,NGA,332,NGA,36894.1515336594,43288,39.95,65.013266583229,100,25.9728,0,0,39.95,25.9728,17735.73828125,505855.21875,1966.69638734878,739655.679097051,739655.679097051,Mixed Works,398181.307247245
321,NGA,331,NGA,48700.5519979784,55065.5,39.45,83.7498098859316,100,33.0393,0,0,39.45,33.0393,13953.00390625,382795.0625,1140.3791972717,614682.041406926,614682.041406926,Asphalt Mix Resurfacing,145474.749799639
