from,to,passes,gravity,gravity_rd,gravity_dur,log10_gravity,distance,from_ctry,to_ctry,sp_distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km,cost_km_adj,upgrade_cat,ug_cost_km,add,ug_cost,total_cost,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4,Qjk_5,Qjk_6,Qjk_7,Qjk_8,Qjk_9,Qjk_10,Qjk_11,Qjk_12,Qjk_13,Qjk_14,Qjk_15,Qjk_16,Qjk_17,Qjk_18,Qjk_19,Qjk_20,Qjk_21,Qjk_22
1,2,104.333333333333,215.330292562155,157.522826532098,180.612749591116,2.33310513046056,65.988,SEN,SEN,43272.2243477175,0.7691666666666667,85.7915492957747,100,39.5928,0.0,0.0,46.15,39.5928,25203.64453125,670689.375,2262.98018567153,699437.03984463,48570.19267527,Asphalt Mix Resurfacing,165533.432763229,false,1.092322016118e7,10.923220161180001,85.79154929577464,98.9325170093202,144.09349524507024,590.3689258982461,174.8262632673772,72.05290742199355,20.084851176860834,1626.2855611596199,22.335089582149585,34.981487917934054,13.457224175504734,12.277371382069669,7.376230307985738,5.989488489985296,2.154571247724897,1.1454699489166007,1.154165640411388,0.6934793267628289,0.7281671952580124,3.8439666416556473,3.382000834261824,1.2002335927371777,1.8229300412718261,0.9069284877341441
6,7,141.0,23.7297901765288,17.8358342452276,22.6193327535725,1.3752938981171,668.5574375,ESH,MAR,247859.897052163,4.241666666666666,74.0226719056975,100,188.3877,354.5779375,1254.69228,1509.19228,1443.07998,32235.525390625,58482.1328125,32.4488236023982,503479.040055281,34873.7333547209,Mixed Works,271039.549896426,false,8.51008623567049e7,85.10086235670491,74.02267190569745,96.838655600067,1.8758163405773562e-6,309.703071433471,100.21024044157069,48.44939184482873,187.54507259135013,34.350264954853756,460.4274752377311,14.570791718079688,10.172162706851019,4.872147285951221e-7,5.15343528251603,4.872144942242339e-7,4.872137438862634e-7,4.872127729672535e-7,4.872127887761046e-7,4.872116559259747e-7,4.872118168964093e-7,4.872147883971467e-7,4.872148021451432e-7,4.872150057627314e-7,4.872149072694109e-7,4.872151197201238e-7
9,10,54.0,14.6314881012882,10.7149534878732,12.7784662586485,1.1652884984638,133.228,CIV,CIV,114944.963761028,1.9400000000000002,68.6742268041237,100,79.9368,0.0,0.0,116.4,79.9368,5606.072265625,363629.96875,466.997928277561,510762.060303799,35463.1390603906,Mixed Works,274960.242463544,false,3.6632403182933e7,36.632403182933004,68.6742268041237,98.93249891790971,23.838512859664245,537.4386212953954,846.8376257267435,11.402039083173861,25.22488977182942,201.30094839589245,24.673050177943693,368.09262041809524,46.86303705913817,1.3660842310591448,36.69248127406475,1.549388689893856,4.5387687172587237e-8,4.5385918955906936e-8,4.5385978250620724e-8,0.14304496464093117,0.150610638865921,0.5963107546365445,0.5302154643341223,0.2295280131883899,0.29835621411444413,0.18043099585281028
18,19,226.0,282.935572437287,214.969758152951,277.139729660846,2.45168755311982,118.365,GHA,GHA,103948.594932945,1.4383333333333332,82.2931633835458,100,71.019,0.0,0.0,86.3,71.019,13171.91796875,1.3683005e6,1931.50108197058,638391.23193558,44330.7740276219,Asphalt Mix Resurfacing,151085.92489142,false,1.78832854997729e7,17.8832854997729,82.29316338354577,98.93251331185317,349.33831536929614,272.89026342771615,36.38601367147502,224.045712238651,137.351583375252,3.3380087723500875e-7,62.09906578462044,31.13580762884437,1034.5010967074306,29.743450197349862,23.68139103345173,43.40672580799398,4.461073230000132e-8,4.461026178698204e-8,4.461026962935421e-8,3.2166172917391225,3.394792332691,12.31637291129459,10.948810356792873,5.288733363670808,6.988273643894683,4.103072635467785
22,23,621.0,458.261077161331,333.467037266659,444.760666640768,2.66111297159803,936.14809375,BFA,GHA,135202.366530895,2.0208333333333335,79.8428041237113,100,96.8094,774.79909375,3649.74999,3770.99999,3746.55939,10741.59375,257034.828125,281.708329964345,529055.070752291,36728.8712046913,Mixed Works,284807.979754983,false,4.59534827254868e7,45.9534827254868,79.84280412371133,83.9547182278626,3.4718791672569456e-7,5.03977514318524e-7,106.07634935059004,14.485119281336383,32.88519729816457,0.7689619679494467,4.130399400186755,1.9616514468949403e-7,328.85913143694626,4.914228316621702,12.220140725967239,106.80801501360418,6.852244079434551e-6,6.852232432678937e-6,6.852233950012557e-6,4.128675089647667,5.731125020630496,27.022017621594753,23.875479543266206,9.029505775305353,12.037593019304266,6.95761243225686
6,27,20.0,1.23930529976941,0.925368801691143,0.756206529154033,0.0931783069186235,216.845,ESH,ESH,155608.120636636,3.353333333333333,64.6655069582505,100,130.107,0.0,0.0,201.2,130.107,39988.59375,90817.640625,84.9934120489332,559848.771132138,38839.7516467265,Mixed Works,301385.255126134,false,6.53538856478265e7,65.3538856478265,64.6655069582505,66.44572564752403,146.42800168065642,184.49466293676633,90.83614593212812,15.93613454029835,1.0209734248375566e-6,87.87375471042606,1.0209733889036445e-6,3.8641133740030518,2.5829694778784886,62.95230052679997,1.2280584718729997,3.4684255979655485,0.8205140494940865,0.41385333969355326,0.4172161012707312,0.26376137228513435,0.2782975128096365,15.712086098568157,13.627105950718018,4.003889639381483,6.9596811024799585,2.9778522993418393
29,30,122.0,177.76766080283,89.5422654892807,106.894385907321,2.24985275768987,52.6905,DZA,DZA,42929.6448713745,0.7908333333333334,66.6265542676502,100,31.6143,0.0,0.0,47.45,31.6143,102480.53125,1.198788e6,4028.55676413176,869225.955019126,60361.6400951742,Mixed Works,467933.305785296,false,2.46556398484801e7,24.655639848480103,66.62655426765015,98.93249675371118,7.36626291565763e-7,1049.640263159003,31.088002858286128,35.0483520316026,5.558871106478511e-6,28.253079959898887,43.37882893332279,17.58514438348373,15.67154810402546,1263.7510002670085,12.19798985152548,37.6365770682485,7.008862276299514,3.3261167813916477,3.355144086225959,3.127176149016915e-8,3.127167533888293e-8,1.0419597232494974e-6,1.0419596540702776e-6,1.0419582414873493e-6,1.0419590923089864e-6,1.0419574805535234e-6
32,33,232.0,167.260814807195,123.137245899543,154.153705092079,2.22339420810946,89.1025,NGA,NGA,74234.8746220459,1.1008333333333333,80.9409538228615,100,53.4615,0.0,0.0,66.05,53.4615,11906.6416015625,1.316382875e6,2639.46161965566,647658.925245251,44974.8661543578,Asphalt Mix Resurfacing,153279.278974709,false,1.3657566954844e7,13.657566954844,80.94095382286147,98.932511882694,40.40212275462659,550.2864966767847,146.85665942681075,857.3941998849626,125.31692284226237,1.341145191666609e-7,2.1441977345610316e-7,28.790490247655516,44.873571820283324,4.257294790411141,1.7535720274062458e-6,17.728716070273048,1.2432064050763652e-7,1.2432060125780422e-7,1.2432060197412177e-7,1.2432066402412775e-7,1.2432078189609756e-7,3.757482237620997,3.2819480223034487,1.2432073450040542e-7,1.73080480693225e-7,1.2432075900925017e-7
32,34,379.666666666667,147.299205903054,108.942338961094,137.819666878634,2.16820040554697,54.628,NGA,NGA,46634.2796254837,0.6808333333333334,80.236964504284,100,32.7768,0.0,0.0,40.85,32.7768,8756.8994140625,335583.4375,1042.61070019813,576855.012688713,40056.1116940708,Asphalt Mix Resurfacing,136522.353002995,false,7.45794309984761e6,7.45794309984761,80.23696450428396,98.93251113864306,2.8758592268793705e-7,8.373017387738963e-7,118.20770030070437,3.5122715593878573e-6,99.12529618211671,7.0535339372629275,5.436196536812411,136.62700251786782,188.72197025246925,3.5122757622797163e-6,168.28663599384015,3.5122722646327226e-6,60.119928224436876,24.686278331608566,24.93284027603898,3.7587154277235313,2.5323437820807944,3.512276305694541e-6,2.1779951358027722e-5,4.1641221828192245,5.53893792379647,3.1269543407409426
34,35,1109.0,1818.80458626645,1290.72462328753,1696.67422730691,3.25978604064397,51.7555,NGA,NGA,47081.9799942888,0.6108333333333333,84.7293315143247,100,31.0533,0.0,0.0,36.65,31.0533,4982.03271484375,358838.96875,1100.6403473017,541590.487618286,37607.5473885557,Asphalt Mix Resurfacing,128176.415402994,false,6.63383446738966e6,6.63383446738966,84.72933151432468,98.93251588665524,78.70721202768229,4.852667621041464e-7,55.927763052951214,12.795439626847712,4.924765268232871e-6,1.9106726531040953e-7,3.011918270576254e-7,116.70627319065133,156.73301407900456,15.980561581498316,673.5885008741975,92.57718158730682,140.26167271193864,54.72475542454764,55.29740153282121,16.34421263987964,15.518695025929437,15.347625360095593,38.0690630333141,25.024835399049856,32.847542805284164,19.014461547950493
