city_port,population,lon,lat,iso3c,city_country,gdp_cap,IWI,gdp,wealth,port_locode,port_name,port_status,outflows,nl,nl_cap,major_city_port,product,uj_orig,Lj_orig,Cj_orig,Dj_orig,PCj_orig,uj,Lj,Cj,Dj,PCj,Lj_1,Dj_1,Yj_1,Pj_1,Lj_2,Dj_2,Yj_2,Pj_2,Lj_3,Dj_3,Yj_3,Pj_3,Lj_4,Dj_4,Yj_4,Pj_4,Lj_5,Dj_5,Yj_5,Pj_5,Lj_6,Dj_6,Yj_6,Pj_6,Lj_7,Dj_7,Yj_7,Pj_7,Lj_8,Dj_8,Yj_8,Pj_8,Lj_9,Dj_9,Yj_9,Pj_9,Lj_10,Dj_10,Yj_10,Pj_10,Lj_11,Dj_11,Yj_11,Pj_11,Lj_12,Dj_12,Yj_12,Pj_12,Lj_13,Dj_13,Yj_13,Pj_13,Lj_14,Dj_14,Yj_14,Pj_14,Lj_15,Dj_15,Yj_15,Pj_15,Lj_16,Dj_16,Yj_16,Pj_16,Lj_17,Dj_17,Yj_17,Pj_17,Lj_18,Dj_18,Yj_18,Pj_18,Lj_19,Dj_19,Yj_19,Pj_19,Lj_20,Dj_20,Yj_20,Pj_20,Lj_21,Dj_21,Yj_21,Pj_21,Lj_22,Dj_22,Yj_22,Pj_22
true,3223.755,-17.446713,14.692814,SEN,Dakar - Senegal,2287.6685,70.2606002240275,7.3748827652175e9,2.2650296127521e8,SNDKR,Dakar,AI,2417.263262,1726.64797008975,0.00515427997478229,true,6,-0.03375409062118245,3223.755,285660.9714076607,292956.6777628231,0.0002666471952345242,-0.033646333763054294,3223.755,286968.82100623724,294603.07565024705,0.0002645837114801031,0.0,73.08094211317179,0.0,0.01679885472946252,0.0,281.8794456755826,0.0,0.008553621689977099,0.0,83.68106359025391,0.0,0.01569886111604251,0.0,36.25217931250666,0.0,0.023851444375716787,0.0,8.05409325056721,0.0,0.05060266832216801,3223.755,225845.05655273,226502.9612752098,0.00030218746664474133,0.0,11.681413616738382,0.0,0.04201787102215792,0.0,14.517313250777446,0.0,0.037691083329252084,0.0,5.340406486650394,0.0,0.06214333953435458,0.0,5.783520410961876,0.0,0.05971529871522656,0.0,2.5385385527446487,0.0,0.09013425331620731,0.0,3.2703009318448633,0.0,0.07941232063397692,0.0,0.9911317312836728,0.0,0.14425007900947429,0.0,0.5398065337870908,0.0,0.19546215567972622,0.0,0.5444804260070348,0.0,0.19462141096572377,0.0,0.3680425003022806,0.0,0.23671880979748086,0.0,0.3972162707016643,0.0,0.22786007682348502,0.0,1.870269144153017,0.0,0.10500976664377426,0.0,1.751920559797236,0.0,0.10849870217526313,0.0,0.6485135048122,0.0,0.17832910892987727,0.0,0.9480430809225607,0.0,0.14749174490313327,0.0,0.4576844154873252,0.0,0.21227492258967953
false,505.227,-17.044529,14.7029696,SEN,Yaoundé - Cameroon,2302.16270413245,52.2935947198641,1.16311475652073e9,2.64201359795328e7,,,,0.0,396.270565730296,0.00662799838393238,false,2,-0.04016794558049979,505.227,34917.43051050719,47032.239693736316,0.00040684455241557575,-0.0400645826913401,505.227,35046.192644003524,48411.77181735786,0.0004043005877826462,0.0,102.22522203121302,0.0,0.008798341815078502,505.227,25866.55922547776,26420.13597953278,0.0005531087501936399,0.0,133.52562576952064,0.0,0.0076983481973149515,0.0,31.495618906016976,0.0,0.01585093149616756,0.0,4.360101326242801,0.0,0.04260215568462872,0.0,162.08822566930738,0.0,0.006987215326259988,0.0,6.838463945349271,0.0,0.03401735828800505,0.0,8.976822586881301,0.0,0.02969057055319347,0.0,2.6994661023300566,0.0,0.05414282705491573,0.0,2.958899863238616,0.0,0.05171478619983653,0.0,1.1730500186304367,0.0,0.08213374135467796,0.0,1.5517425803835365,0.0,0.07141180845156427,0.0,0.42627463035370744,0.0,0.1362495685891258,0.0,0.22518264384452286,0.0,0.18746164737327653,0.0,0.22721615206655355,0.0,0.18662090261942463,0.0,0.15127178825808074,0.0,0.22871830365753826,0.0,0.16370767171490827,0.0,0.21985957018347163,0.0,0.8408788096972221,0.0,0.09700925503496322,0.0,0.783507688447144,0.0,0.10049819065696464,0.0,0.2727624701087384,0.0,0.1703285998452758,0.0,0.4066922746461914,0.0,0.13949123459769738,0.0,0.1896408204109829,0.0,0.20427441511618175
true,187.932,-16.076402,14.138908,SEN,Kaolack - Senegal,2278.7640345833,45.3761239685572,4.2825268254731e8,8.52762572965889e6,,,,0.0,314.559278847214,0.00270314100000742,false,1,-0.04563557491986934,187.932,10823.792365331412,18187.08496198679,0.0005546711650886616,-0.04536704331806781,187.932,10915.432605728165,18324.42974549832,0.000546761972721181,187.932,8253.558009841943,8527.625729658892,0.0008146910207284362,0.0,76.80686322158493,0.0,0.008445269649693339,0.0,22.537540567663516,0.0,0.015590508340429018,0.0,88.50703164960002,0.0,0.007867280727009152,0.0,2.5464952539183985,0.0,0.046381213507016766,0.0,24.74330000186875,0.0,0.014879376261570038,0.0,3.1189019930363777,0.0,0.04190951914626609,0.0,11.626009472510036,0.0,0.021706919797840063,0.0,2.5710527073048945,0.0,0.04615917656045316,0.0,1.541818807718987,0.0,0.05960694666200939,0.0,0.9963311698228401,0.0,0.07415009122368742,0.0,1.3616418512099897,0.0,0.06342815816509402,0.0,0.3329695813583263,0.0,0.12826591955093083,0.0,0.17006098745556136,0.0,0.1794779998428742,0.0,0.17166551652388587,0.0,0.17863725506055023,0.0,0.11243100690844632,0.0,0.22073465767681597,0.0,0.12202924741593145,0.0,0.21187592384479545,0.0,0.5295168571877755,0.0,0.10171234297699382,0.0,0.4949770629063626,0.0,0.10520127838206828,0.0,0.18799111316677616,0.0,0.17070447557688812,0.0,0.2634697880089755,0.0,0.14419431930318552,0.0,0.14217636151549937,0.0,0.1962907681812113
true,4552.105,-8.002662,12.639193,MLI,Bamako - Mali,2286.20141850059,45.3510168389582,1.04070289081636e10,2.06442590507706e8,,,,0.0,1059.27660221482,0.00292777249408515,true,4,-0.04095567599436651,4552.105,305998.10830628936,315944.2943733716,0.0004264877049410185,-0.040932047017743,4552.105,306250.4888453254,315990.9596868423,0.00042588955095376464,0.0,252.97965559577833,0.0,0.015051906625744913,0.0,292.5483018044207,0.0,0.013997018070004195,0.0,245.21605707288938,0.0,0.01528832342086646,4552.105,205632.80357812738,206442.5905077058,0.0005279443122001512,0.0,23.012918098311964,0.0,0.049905506623871256,0.0,67.60635940341871,0.0,0.029116591897075134,0.0,33.10768849744052,0.0,0.04160733353767954,0.0,44.362145991008816,0.0,0.03594413535872199,0.0,38.03304481564023,0.0,0.03881984230779667,0.0,19.025377877044715,0.0,0.05488676938065124,0.0,10.483514554474915,0.0,0.07394024136176981,0.0,18.218641482434542,0.0,0.05608882214333543,0.0,3.919449366210409,0.0,0.12092658455556723,0.0,1.9342462672321035,0.0,0.17213866609584547,0.0,1.9532797529925217,0.0,0.1712979212899083,0.0,1.2586321850136903,0.0,0.21339532521645643,0.0,1.3700190569691453,0.0,0.2045365910870161,0.0,6.435362349400779,0.0,0.0943730112824209,0.0,5.984679909033332,0.0,0.09786194701772688,0.0,2.147582165633013,0.0,0.16336515247974148,0.0,3.060182610821368,0.0,0.1368549923873281,0.0,1.6053445052984987,0.0,0.18895143492824543
true,1440.712,-15.978542,18.085588,MRT,Nouakchott - Mauritania,3726.39485774327,41.8651880562521,5.36866178828902e9,6.03156788148991e7,MRNKC,Nouakchott,AI,334.524,1260.6454068121,0.0652106403689198,false,3,-0.04226163403768531,1440.712,92599.5960553722,103055.17251950514,0.00046027246141082433,-0.041837007885167435,1440.712,93945.14308089562,104812.78990154996,0.00044911907289565684,0.0,63.82131342331822,0.0,0.018200602760295767,0.0,213.31553725645216,0.0,0.009955369751186974,1440.712,59657.28328918519,60315.678814899074,0.0005953013984017828,0.0,213.9925985551377,0.0,0.009939608141576885,0.0,16.77653912694264,0.0,0.035499109076200665,0.0,78.70587022145237,0.0,0.016389476321535795,0.0,29.18574142880432,0.0,0.02691431152960663,0.0,13.833848883920888,0.0,0.03909283146895944,0.0,9.088153152680423,0.0,0.04823150600906779,0.0,10.622799044844468,0.0,0.04461173956905216,0.0,3.04302998274126,0.0,0.08335190450214469,0.0,4.927745235649079,0.0,0.0655004854737867,0.0,1.2444961118575704,0.0,0.13033824638096217,0.0,0.6414210821053221,0.0,0.18155032602803892,0.0,0.6474033424257553,0.0,0.18070958125820188,0.0,0.4258726049058431,0.0,0.22280698317130057,0.0,0.4618700749987857,0.0,0.21394824950045924,0.0,2.615519212589387,0.0,0.08990620914897311,0.0,2.4237548298051323,0.0,0.0933951448350335,0.0,0.7935256739544657,0.0,0.1632255557550249,0.0,1.2062541058986442,0.0,0.13238818963714694,0.0,0.5372984038644623,0.0,0.19836309410333536
true,217.732,-13.203346,27.153675,ESH,Laâyoune - Morocco,7166.58209753815,43.2531834575172,1.56039425326118e9,9.41760214057214e6,,,,0.0,1006.13597651292,1.52940924551656,false,2,-0.04432750841511078,217.732,13072.06290568158,18472.399581692025,0.0005168479489828352,-0.04375963507319995,217.732,13315.074464304707,18537.02419269119,0.0005008992675516835,0.0,78.73479112997454,0.0,0.007685764345790739,217.732,9157.997087868078,9417.602140572135,0.0007126399289259069,0.0,49.3379323328121,0.0,0.009709121417659498,0.0,12.81134013614414,0.0,0.01905342812522596,0.0,7.4508782112652785,0.0,0.02498427065372156,0.0,7.1506938231803545,0.0,0.025503296319888995,0.0,17.293425464930294,0.0,0.016399473034663273,0.0,2.001367759702868,0.0,0.048206651297293505,0.0,1.4143105572153576,0.0,0.05734532577100117,0.0,4.000469829709079,0.0,0.03409690116266308,0.0,0.5439754966102723,0.0,0.09246571993255102,0.0,1.2189168947094244,0.0,0.06177082028578698,0.0,0.2782506562900768,0.0,0.12928624858979207,0.0,0.14275606204902644,0.0,0.18049832039663885,0.0,0.14409530196963133,0.0,0.1796575751733082,0.0,0.09690499597091332,0.0,0.21907729491429812,0.0,0.1052443466188102,0.0,0.21021856322213117,0.0,0.7378944387471692,0.0,0.07939137111109303,0.0,0.6770771278014791,0.0,0.0828803068320142,0.0,0.1994352096959824,0.0,0.15271071870803712,0.0,0.3131290417179356,0.0,0.12187335210731208,0.0,0.129682500661066,0.0,0.18937810153361845
false,73.209,-11.1610899,28.4597492,MAR,Kukawa - Nigeria,6295.70213058728,39.2491173607986,4.60902057278165e8,2.8733886328667e6,,,,0.0,143.6101930679,0.0868098495387022,false,1,-0.05061624261967606,73.209,3636.4442907870857,8447.579081617132,0.0007133414090456887,-0.05034570815594977,73.209,3664.39149208369,8629.658357022046,0.0007040817814715138,73.209,2736.6395750080615,2873.388632866705,0.0012502909941791678,0.0,79.52127505609525,0.0,0.0073346304745510625,0.0,16.040145588465766,0.0,0.016331111932077806,0.0,6.489403158134278,0.0,0.025675418598258493,0.0,15.2404564273982,0.0,0.016754092993100916,0.0,4.14520295228415,0.0,0.03212528675839371,0.0,64.1018584177167,0.0,0.008169295317903388,0.0,1.4230654158104978,0.0,0.05482864157404032,0.0,1.0454989098056562,0.0,0.06396731596475913,0.0,4.8165473140683215,0.0,0.02980245194530077,0.0,0.4564708720626082,0.0,0.09680847834991763,0.0,1.2949742448985582,0.0,0.057476372838849196,0.0,0.27382732078414096,0.0,0.1249918072141929,0.0,0.13778721789266188,0.0,0.1762038865260965,0.0,0.13911157429086546,0.0,0.17536314115935983,0.0,0.09273435204966002,0.0,0.2147828683493679,0.0,0.10088472466339957,0.0,0.20592413485408434,0.0,0.7585698451589976,0.0,0.07509692184652376,0.0,0.692709358429677,0.0,0.0785858575596473,0.0,0.19421235889948382,0.0,0.14841626919892534,0.0,0.3094432846912942,0.0,0.11757890272171331,0.0,0.12488310877191555,0.0,0.18508366921864383
true,4219.891,-7.583329,33.53329,MAR,Casablanca - Morocco,9656.635,70.9405986874118,4.0749947126785e10,2.99361593935621e8,MACAS,Casablanca,AI,2434.0279715,4891.48252148204,0.0266118191390691,true,7,-0.03379738246765197,4219.891,373245.76835973794,383129.26083939057,0.00026747827387180515,-0.03371471153626715,4219.891,374553.9205301144,384178.83935942204,0.0002658914512325224,0.0,115.81211291824712,0.0,0.015314192515899794,0.0,59.31632417702505,0.0,0.021398531979714686,0.0,29.399335376889884,0.0,0.030395013403328213,0.0,17.198926022091012,0.0,0.039739320022397016,0.0,343.94957019446684,0.0,0.008886356028497897,0.0,12.730971169409123,0.0,0.04618918814295354,4219.891,298675.47204089793,299361.59393562085,0.0003015583198074473,0.0,5.722657641900599,0.0,0.06889254277343525,0.0,4.460724826904377,0.0,0.0780312170694668,0.0,14.1149429442241,0.0,0.04386635334477854,0.0,2.209507421486626,0.0,0.11087237901888052,0.0,5.3069011204704415,0.0,0.07154027401200076,0.0,1.4046384818566753,0.0,0.13905570739011694,0.0,0.7502597995208171,0.0,0.19026778552456775,0.0,0.756934424542213,0.0,0.18942704018009368,0.0,0.5186240438006078,0.0,0.22884676622097821,0.0,0.5612341551569993,0.0,0.21998803300268188,0.0,3.416599400067382,0.0,0.08916082282029428,0.0,3.164124859412117,0.0,0.09264975848883938,0.0,1.0288249268288798,0.0,0.16248016888135294,0.0,1.567284927500283,0.0,0.13164280303798026,0.0,0.684844843840276,0.0,0.1991475679760049
true,310.768,-6.600167,5.783308,CIV,Soubré - Côte d’Ivoire,3216.67761193904,26.8544558285881,9.99640468107073e8,8.34550552893867e6,,,,0.0,147.148333255437,0.00354645698741133,false,2,-0.049016119890327295,310.768,16161.390317814976,19931.819995398357,0.0006597875744971338,-0.04846354508820241,310.768,16425.274942537988,20351.29103328181,0.0006418549077378093,0.0,97.24594794389122,0.0,0.009285324609715845,310.768,7956.649955741049,8345.505528938666,0.001026520722469415,0.0,125.55515620250758,0.0,0.008171759406353417,0.0,31.41032197979457,0.0,0.01633791585102096,0.0,5.5229720328379805,0.0,0.038962465427847044,0.0,15.377704299378916,0.0,0.02335001141246321,0.0,3.3032901440173816,0.0,0.05038015422715262,0.0,41.06883974511436,0.0,0.01428817076240756,0.0,5.586462402827151,0.0,0.038740427762162,0.0,1.8090787751812953,0.0,0.06807758115523051,0.0,1.8828077811943262,0.0,0.0667313426927319,0.0,1.7777824422990467,0.0,0.06867419059426078,0.0,0.5501826956225887,0.0,0.12344667576254892,0.0,0.274843220668289,0.0,0.174658752965685,0.0,0.27750844297770266,0.0,0.1738180082427761,0.0,0.16418107982747215,0.0,0.22598068584040237,0.0,0.17785180580873824,0.0,0.2171219523634423,0.0,0.7210665420537277,0.0,0.1078313863086719,0.0,0.6765763543266804,0.0,0.11132032191924032,0.0,0.27082243618637636,0.0,0.17595051790252045,0.0,0.371082552130188,0.0,0.1503133655996492,0.0,0.20642250258624192,0.0,0.20153679768872096
true,390.654,-6.633194,4.750108,CIV,San-Pédro - Côte d’Ivoire,3573.43717303907,31.4114659961222,1.39597752539641e9,1.22710148372491e7,CISPY,San-Pdro,AI,2312.50202864,385.16868330869,0.00802107382333194,true,3,-0.04837183839754982,390.654,20703.499189250626,26828.303273475678,0.0006389200537757537,-0.04797667420361771,390.654,20947.53738819933,27843.213138417555,0.0006263073114350891,0.0,34.89376517729422,0.0,0.01769184968954542,0.0,122.74121627130941,0.0,0.009433045861899754,390.654,11750.627403248196,12271.014837249122,0.0009640878918439524,0.0,17.837707079992683,0.0,0.024744440862182266,0.0,10.831178291586548,0.0,0.031754794530854294,0.0,10.829990052622815,0.0,0.03175653651073252,0.0,3.1603593604342293,0.0,0.05878667917319737,0.0,217.85450776719912,0.0,0.007080499257991666,0.0,10.984250857411581,0.0,0.03153275656226873,0.0,1.8670328099650053,0.0,0.0764841049646903,0.0,3.0825838259147056,0.0,0.05952367194343677,0.0,1.8382427666460344,0.0,0.07708071438269963,0.0,0.62822181082248,0.0,0.1318531969253078,0.0,0.32589854830683357,0.0,0.1830652704281068,0.0,0.3289127367821553,0.0,0.18222452577566278,0.0,0.19880467058583684,0.0,0.23438719838719752,0.0,0.21472945711938293,0.0,0.22552846584503933,0.0,0.8083487343789953,0.0,0.1162379083602891,0.0,0.7619233243145245,0.0,0.11972684378196707,0.0,0.321347494705217,0.0,0.18435703525605504,0.0,0.43354248634918713,0.0,0.15871988497123013,0.0,0.24779370132687184,0.0,0.20994331272750544
