from,to,passes,gravity,gravity_rd,gravity_dur,log10_gravity,distance,from_ctry,to_ctry,sp_distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km,cost_km_adj,upgrade_cat,ug_cost_km,add,ug_cost,total_cost,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4,Qjk_5,Qjk_6,Qjk_7,Qjk_8,Qjk_9,Qjk_10,Qjk_11,Qjk_12,Qjk_13,Qjk_14,Qjk_15,Qjk_16,Qjk_17,Qjk_18,Qjk_19,Qjk_20,Qjk_21,Qjk_22
1,2,104.333333333333,215.330292562155,157.522826532098,180.612749591116,2.33310513046056,65.988,SEN,SEN,43272.2243477175,0.7691666666666667,85.7915492957747,100,39.5928,0.0,0.0,46.15,39.5928,25203.64453125,670689.375,2262.98018567153,699437.03984463,48570.19267527,Asphalt Mix Resurfacing,165533.432763229,false,1.092322016118e7,10.923220161180001,85.79154929577464,99.99999533596605,28.842708707102457,132.38748238926496,34.00367136700332,13.66984578357254,3.626577153763848,376.89756849764944,3.9772381377985355,6.149847097463358,2.324683145298146,2.1934450957684906,1.406662349077429,1.0477357589518412,0.3316520717470231,0.17331538437697547,0.17531488716165758,0.1075935949798626,0.1133019912344069,0.6721120320496194,0.6117851268425349,0.2009716764832269,0.30554310573841886,0.14536791904191015
6,7,141.0,23.7297901765288,17.8358342452276,22.6193327535725,1.3752938981171,668.5574375,ESH,MAR,247859.897052163,4.241666666666666,74.0226719056975,100,188.3877,354.5779375,1254.69228,1509.19228,1443.07998,32235.525390625,58482.1328125,32.4488236023982,503479.040055281,34873.7333547209,Mixed Works,271039.549896426,false,8.51008623567049e7,85.10086235670491,74.02267190569745,93.00553806533408,3.1787639348319876e-7,67.36511538307286,20.696522594140166,9.658802926093493,41.71420652249818,6.737157613720056,97.77632793517469,2.741919613856494,1.8088338242753703,1.5072467453695894e-7,1.0422342767982118,1.5072456852095342e-7,1.5072415251823333e-7,1.5072362390740303e-7,1.5072364367467418e-7,1.507231161684593e-7,1.5072320067856453e-7,1.507247026324996e-7,1.5072470733965263e-7,1.5072482694075958e-7,1.507247639309016e-7,1.5072488158128667e-7
9,10,54.0,14.6314881012882,10.7149534878732,12.7784662586485,1.1652884984638,133.228,CIV,CIV,114944.963761028,1.9400000000000002,68.6742268041237,100,79.9368,0.0,0.0,116.4,79.9368,5606.072265625,363629.96875,466.997928277561,510762.060303799,35463.1390603906,Mixed Works,274960.242463544,false,3.6632403182933e7,36.632403182933004,68.6742268041237,99.99997724455557,3.209401325633971,117.90154202772972,248.4498658776369,1.2671794791426298,6.266424810224459,51.006348930727675,9.529734759490823,104.27351961267894,10.001019004179852,0.14297792624946984,8.650549010590918,0.14206277992890792,0.9783389457547921,0.4890047196669069,0.49496318512673865,0.006576261386800562,0.01383612300565902,0.061670979045040236,0.056715258287268006,0.02083015217127277,0.030189844401448798,0.0161647686018734
18,19,226.0,282.935572437287,214.969758152951,277.139729660846,2.45168755311982,118.365,GHA,GHA,103948.594932945,1.4383333333333332,82.2931633835458,100,71.019,0.0,0.0,86.3,71.019,13171.91796875,1.3683005e6,1931.50108197058,638391.23193558,44330.7740276219,Asphalt Mix Resurfacing,151085.92489142,false,1.78832854997729e7,17.8832854997729,82.29316338354577,99.99999163849901,78.66943356909957,56.94455960462584,8.838346933067832,43.20791561862055,28.269184110687476,6.977839209578884e-8,10.90528151146821,5.77615576902378,215.5591044119726,9.664233755941538,17.92459477496987,9.226758908210021,2.2773278162780009e-7,2.2773171510131087e-7,2.2773170304817913e-7,7.174732364015753e-7,0.6746118028993889,2.818144765840845,2.5860000962175103,1.0441391164975378,1.373081927475525,0.7959301563720107
22,23,621.0,458.261077161331,333.467037266659,444.760666640768,2.66111297159803,936.14809375,BFA,GHA,135202.366530895,2.0208333333333335,79.8428041237113,100,96.8094,774.79909375,3649.74999,3770.99999,3746.55939,10741.59375,257034.828125,281.708329964345,529055.070752291,36728.8712046913,Mixed Works,284807.979754983,false,4.59534827254868e7,45.9534827254868,79.84280412371133,87.80365369068448,9.792810874225505e-8,1.3319807974706855e-7,25.91512654584459,0.26324919221509757,10.242470656887855,0.05028775235833628,0.06791857622243329,4.148598766590298e-7,65.74917877434558,1.7559592751208117,3.267172104840734,27.55202061280359,0.41494368254919667,0.13832752516299934,0.1483829249060922,0.19338979553630928,1.6469677220420487,6.35460657959033,5.498156155700076,2.5459410576333514,2.1440465126464137,1.942131159693271
6,27,20.0,1.23930529976941,0.925368801691143,0.756206529154033,0.0931783069186235,216.845,ESH,ESH,155608.120636636,3.353333333333333,64.6655069582505,100,130.107,0.0,0.0,201.2,130.107,39988.59375,90817.640625,84.9934120489332,559848.771132138,38839.7516467265,Mixed Works,301385.255126134,false,6.53538856478265e7,65.3538856478265,64.6655069582505,70.03834783978375,43.98225831529742,51.04440019442102,19.506510960003403,3.3978800303596417,3.7277580677639057e-7,20.057708733493875,3.7277579840100883e-7,0.7418537802341589,0.4626412772413966,14.436861958359827,0.25147299595229544,0.6896302285678527,0.137643670638584,0.06839877152226684,0.06970886812268334,0.046138678322586224,0.04877996353071248,3.140345041909207,2.8277702588110265,0.8509185961964454,1.3277559875316567,0.5437478317913274
29,30,122.0,177.76766080283,89.5422654892807,106.894385907321,2.24985275768987,52.6905,DZA,DZA,42929.6448713745,0.7908333333333334,66.6265542676502,100,31.6143,0.0,0.0,47.45,31.6143,102480.53125,1.198788e6,4028.55676413176,869225.955019126,60361.6400951742,Mixed Works,467933.305785296,false,2.46556398484801e7,24.655639848480103,66.62655426765015,99.99997508035702,4.960437875596915e-7,237.0099642906058,6.16585863747514,7.470947133355869,5.96894672112512,6.647334977000344,9.782342367985455,3.505045655875988,2.956017389464946,295.0629562584944,2.1128570974934093,7.636746277460027,1.095222197719149,0.5067885286984087,0.5173201361061953,2.074536221379884e-7,2.0745372737141697e-7,2.0745529993272984e-7,2.0745528074263998e-7,2.0745469312811005e-7,2.074550320087649e-7,2.0745431838927682e-7
32,33,232.0,167.260814807195,123.137245899543,154.153705092079,2.22339420810946,89.1025,NGA,NGA,74234.8746220459,1.1008333333333333,80.9409538228615,100,53.4615,0.0,0.0,66.05,53.4615,11906.6416015625,1.316382875e6,2639.46161965566,647658.925245251,44974.8661543578,Asphalt Mix Resurfacing,153279.278974709,false,1.3657566954844e7,13.657566954844,80.94095382286147,99.99999020933984,12.620904851561184,127.44589489656673,31.667196057807562,194.8043652521408,13.593020577137459,2.730003201228237e-5,2.0704996169127786e-7,7.015613352152113,11.454978558869318,0.9850722463961183,5.093807540465105e-7,3.4623826935045274,7.636282688779766e-8,7.636280825253938e-8,7.636280878624984e-8,7.636277286025709e-8,7.636291918681934e-8,0.8868784853884149,0.8067428569235032,7.636288650883889e-8,7.636287444143786e-8,7.636290503674377e-8
32,34,379.666666666667,147.299205903054,108.942338961094,137.819666878634,2.16820040554697,54.628,NGA,NGA,46634.2796254837,0.6808333333333334,80.236964504284,100,32.7768,0.0,0.0,40.85,32.7768,8756.8994140625,335583.4375,1042.61070019813,576855.012688713,40056.1116940708,Asphalt Mix Resurfacing,136522.353002995,false,7.45794309984761e6,7.45794309984761,80.23696450428396,99.99998946528893,4.293966371092756e-7,2.4712676674833845e-7,27.700199896825733,4.2939667293589376e-7,10.213454488533223,2.041349987363832,1.0706067358542979,32.05189056906381,42.33964561760847,4.293970604035937e-7,48.78195095254174,4.2939626746662937e-7,12.139247565086938,4.9538906085501155,5.020198816511346,1.824344857195672,0.4475529024806608,4.293973008865212e-7,4.2939648887298226e-7,0.7331034823734112,0.9569796326150911,0.5386009308995449
34,35,1109.0,1818.80458626645,1290.72462328753,1696.67422730691,3.25978604064397,51.7555,NGA,NGA,47081.9799942888,0.6108333333333333,84.7293315143247,100,31.0533,0.0,0.0,36.65,31.0533,4982.03271484375,358838.96875,1100.6403473017,541590.487618286,37607.5473885557,Asphalt Mix Resurfacing,128176.415402994,false,6.63383446738966e6,6.63383446738966,84.72933151432468,99.99999421330111,9.697262791267118,1.9739762562032047e-7,13.969411510798825,1.4386667882986515,8.329615435268682,0.5413791107344026,3.487153028081418e-7,27.777267640525775,35.080208338548,1.4548123254665744,145.88491551819922,20.6445478424181,26.201123974241693,10.050627638044904,10.201439006697116,3.9566762434425917,2.653058219035267,1.9072489561882477,5.535340563504222,4.265537574089096,5.502377537273839,3.1720471591941966
36,37,201.6,354.411511225989,267.013744623889,355.592847009358,2.54950781925547,151.759,NGA,NGA,133381.346673722,1.9366666666666668,78.3609294320138,100,91.0554,0.0,0.0,116.2,91.0554,4976.0107421875,2.39112725e6,2637.39400485278,583241.583662371,40501.5826639723,Mixed Works,313978.385871576,false,4.76490458614845e7,47.649045861484495,78.36092943201376,99.99998748249514,4.888652070850919e-8,38.55383822160511,1.3979665146429536e-7,151.67603324757724,166.16779815756075,5.083086346900445,1.237912195787907,10.406215254623815,12.961822120244976,0.7378979340534046,32.89662084640986,1.0867309436924411e-7,32.40864799683942,9.408277573628517,7.979004183514215,1.9050486012839776,2.274433274677455e-7,0.6492967225407882,4.8886301820471515e-8,7.572583442038939e-8,4.8886338162171115e-8,7.572592371432214e-8
37,38,147.0,477.900126640363,330.866480920616,431.640296890679,2.67933714560597,55.641,NGA,NGA,49321.9055053007,0.6958333333333333,79.9631137724551,100,33.3846,0.0,0.0,41.75,33.3846,17502.669921875,1.247005e6,3677.77014882706,697695.77800543,48449.9760664613,Mixed Works,375592.893826256,false,2.08983642053867e7,20.8983642053867,79.96311377245509,99.9999891758543,13.091098857687635,158.94004229554847,1.7841411339105768,30.71843286467283,404.939862767313,0.43208481678105237,0.34923086140823134,0.7774295492382924,1.069558476611998,0.545073907583521,3.24096214599866,2.5562912605117427,2.063854212024506,0.521927699710908,0.5328045175611427,0.18378260091323562,0.18260464026910575,0.4969700256105296,0.6326766390161973,0.3029184583192844,0.40171379453571193,0.2169341613482121
22,39,1168.0,238.038229409854,181.025598108102,232.178642422441,2.37664671120967,96.8865,BFA,BFA,89006.9604678927,1.2175,79.5782340862423,100,58.1319,0.0,0.0,73.05,58.1319,26199.951171875,173725.375,289.139281601073,590101.156844329,40967.2226382372,Mixed Works,317671.122767864,false,3.07780432360487e7,30.7780432360487,79.57823408624229,99.99998876907242,2.023007507401678e-8,2.3188774144155563e-7,17.614066532720685,1.35051826350395e-6,4.28753272179028,24.067246106486287,10.977463687135504,27.942575339041888,61.33430484086083,2.4753698918224747,1.7658352977435419e-7,50.3334098442567,7.703472692346787,3.372727102918046,3.4275870096577514,1.1445023070151161,2.663941156175146,9.732815229540602,8.539136969170741,4.177123049345286,3.584795784838649,3.1570102095222796
41,42,561.333333333333,631.498931903175,463.440324557015,624.309180625409,2.80037262034036,59.962,NGA,NGA,40820.03028791,0.7200000000000001,83.2805555555556,100,35.9772,0.0,0.0,43.2,35.9772,66924.1328125,924446.8125,3271.16229425194,811408.857757455,56346.3734083345,Asphalt Mix Resurfacing,192033.429669264,false,1.15147085098284e7,11.5147085098284,83.28055555555555,99.99999268208029,9.457824786336106e-7,29.325889095058933,7.090793231291807,82.95471898504734,12.30994746507528,4.938528566462299,2.36860206139027,4.064394634461662,6.049897280892237,1.830870738080285e-7,14.416647023557939,2.1073485721868254e-7,6.105332171788501,1.0905530052394543,2.6630548249239667,0.013821812322678113,0.014785458021362432,1.8308705007359935e-7,1.1519059034185327e-7,0.02534687386103209,0.03594740592900215,0.01807322888616734
36,45,60.0,62.1324065668054,48.5774549538888,59.6403541861607,1.79331817541325,81.655,NGA,NGA,69864.409762143,1.2808333333333333,63.7514638906962,100,48.993,0.0,0.0,76.85,48.993,28587.0390625,1.2359085e6,2630.0859046823,719218.13811796,49944.0902067846,Mixed Works,387179.097686835,false,3.16151092216185e7,31.6151092216185,63.751463890696165,99.99996716059303,66.57524052233431,0.21155175357838277,0.26749167585224864,71.63256824223505,1.0772019702592432e-5,6.1489701014980245,1.977659114855941,9.735630285219452,10.959993315618588,0.7442616987847293,16.811128139848496,1.3786468507104771e-7,10.526091818965172,6.623110751374901,6.340803091946663,2.3390100410770045,0.3882403392109072,0.6973346179352092,0.23000549496101824,0.3884005273426171,0.2442760993105927,0.3893975568406741
46,47,1240.0,1797.48738728385,1131.49764986803,1423.30012296171,3.25466585168232,1983.4956875,NGA,CMR,34976.6298475612,0.47583333333333333,82.9302977232925,100,23.6766,1944.0346875,7592.57175,7621.12175,7616.24835,17123.140625,60506.59375,247.37377377277,617725.094374256,42882.8682147606,Asphalt Mix Resurfacing,146194.939001907,false,5.76899848795425e6,5.768998487954249,82.93029772329247,99.99999231189048,1.003517605385766e-6,7.03843247854007e-10,8.38930010624531,1.0250742044069053e-6,1.2738928943297012e-7,5.285813284165257,1.2537645908081252,8.670009443400046,9.726966569119936,2.774799012267171,14.16803627109546,9.807456016908036,16.655914567232685,11.531541707422338,9.448745301955805,3.992291787294658,0.06714197354283347,2.435230166252993,0.18479406920425204,1.993941022896276e-6,0.11225545745428137,1.9939284974589026e-6
