from,to,add,gravity_rd,distance,duration,duration_imp,border_dist,border_time,total_time,cost_per_km,total_cost,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4,Qjk_5,Qjk_6,Qjk_7,Qjk_8,Qjk_9,Qjk_10,Qjk_11,Qjk_12,Qjk_13,Qjk_14,Qjk_15,Qjk_16,Qjk_17,Qjk_18,Qjk_19,Qjk_20,Qjk_21,Qjk_22
312,313,0,44.8465041547888,42.488,1.53833333333333,25.4928,780312.5,3541.831725,3634.131725,469410.39051158,19.944308672056,27.6195016251354,92.4691296320916,0.493690171843437,2.19595433773647,21.2876083731826,23.7188270274801,0.153809213875332,1.59997864635796,2.56187090676855,1.41755366777917,1.4724340928787,2.80459828379974,0.964644787686941,2.15089885189966,3.4102575603198,6.76871330081734,7.98983215986008,6.03838263681138,7.18120600417411,12.8620957231147,32.6026953150451,31.1796532512382,80.4108996753013,10.6097780859514
313,314,0,15.9730077579818,151.789,3.02166666666667,91.0734,0,0,181.3,466625.278963715,70.8285844686233,50.2335355763927,54.9199244415361,1.15772005630948,2.32793408925571,11.8495820180743,6.34521277523041,7.38816056928966,0.503410054333059,0.360731322783161,0.902138280092011,1.15625064173398,0.0283431680494001,1.60358796852241,2.24963400288442,4.55461900297269,3.52949976612511,5.48582264836929,0.873821813729189,0.831801492961112,3.5270673396042,4.78746243366168,7.67697151302503,57.9057687927842,3.04461702833405
315,316,0,208.995073442515,134.404,1.58166666666667,80.6424,0,0,94.9,122694.979835216,16.4906960697724,84.9761854583772,92.4691296320916,1.9377774374349,21.2863458079044,18.1732243002408,17.5579475608101,34.8261990684701,2.81957749457224,3.90807773498031,3.08891093123677,3.48275227744307,3.81731946323029,3.40003917923475,5.62315160466246,1.80519113640062,4.30022107951986,2.62264658393022,8.5111608976462,10.6658161122258,12.7680836131857,32.1520666504454,91.1957589856587,81.3030391614024,27.9776035926576
316,317,0,7.14882066501049,66.874,0.79,40.1244,0,0,47.4,146965.152920652,9.82814763641568,84.6506329113924,84.6506328497776,2.01903249034955,9.8887819177547,6.58081962935825,21.5192019917325,10.7875591151271,0.380610419858845,0.448747889547837,0.496011601446356,0.589652721544799,0.365244720561107,0.683310486896635,1.02538225823031,1.19888428855442,0.479305344975605,1.07249159997641,0.568402161744421,0.786380439358246,0.351109625206454,2.24336078538857,3.93028723706044,4.48796016071732,3.99807991225987
318,319,0,4.78499310590442,97.6045,3.85666666666667,58.5627,1055468.75,3221.25,3452.65,531436.020176875,51.8705470313538,25.3079948141746,25.3079947961452,9.86179593905445,12.0568744297215,0.754409007208933,13.6936445713263,0.676425610111151,0.10402393907341,0.127615768685647,0.131297149436481,0.154783031042453,0.109262476463296,0.175424740585531,0.261062872116224,0.28972097477056,0.14023746515653,0.262974679714673,0.0550557842647264,0.0795510116243268,0.198708197648498,0.75212620065422,1.2282408240401,2.15722991150401,0.485093944947305
319,320,0,74.8714997883675,90.648,1.425,54.3888,0,0,85.5,242194.533016993,21.9544500289244,63.6126315789474,86.26665831532,9.35113341741453,115.432514239762,4.94971707449798,77.3432183827708,13.7338173716103,0.954617567660355,1.29729308360678,1.07257809514264,1.21932745846594,1.24486073671873,1.23009141116715,1.96782675026953,0.998249392661367,0.857990146516842,0.188275128509833,2.37455085696524,3.00439775243255,3.95123858893768,10.0842948506603,14.3606014620374,27.4970756080578,8.82234982171386
4,322,0,8.60534882057607,186.905,2.90583333333333,112.143,0,0,174.35,263810.862450516,49.3075692463137,64.3206194436478,64.3206193968307,0.0149259548176824,1.15655696817954,4.65616622504101,2.08760628658237,1.01686505392661,2.35466004550567,9.19176101396106,13.462640675014,8.07284350831664,4.24309705890685,2.6186811466469,1.13240923352398,0.085015042085566,0.133276345652133,0.174476313253398,0.150011715515431,0.174381072038688,1.87868602804626,1.07260229554517,0.429450854419715,0.603638584057159,0.283752583712541
20,323,1,NaN,409.227714846185,409.227714846185,245.536628907711,0,0,245.536628907711,510530.580275419,208.923262725207,1,0.999999999272128,0.059114152722546,0.164203240497058,0.05575106816933,0.000324603663911854,0.0161152354482907,0.118545970726257,0.0353695634092002,0.00561316491479066,0.0176902627131511,0.0125118458522742,0.0157583933416401,0.0147506981856574,0.0069570511267902,0.00319611092574282,0.00453359738109501,0.00144364922590369,0.00158107236127846,0.00146102891188176,0.00192193912573362,0.00192440975256878,0.00146748563260459,0.00161180116533453
21,324,1,NaN,109.862266564536,109.862266564536,65.9173599387216,0,0,65.9173599387216,413601.990862058,45.4392521717102,1,0.999999999272128,3.32652459247422e-05,0.00114776991102885,0.00631565202724745,0.0437702019147154,0.024818986762572,0.0590411720120751,0.0573984751069048,0.0562642450677923,0.0839524252000221,0.0289409091980021,0.0340502920518915,0.00448384571482744,0.00566453783142221,0.00208149618227081,0.00301803767390766,0.00046494256196676,0.000454948337576426,0.0109084622462548,0.0040444272141371,0.000605500571150762,0.00190886267642325,9.80137065896214e-05
23,324,1,NaN,197.361352719273,197.361352719273,118.416811631564,536718.759375,3337.916625,3456.33343663156,474621.472556035,93.6719358532724,0.999999999999998,0.999999999272127,2.19646638419442e-05,0.0580993779342377,0.0199493923678827,0.0684083834347207,0.0116850034371492,0.0330516701697242,0.0173489088101073,0.0284647807098899,0.00450155845389137,0.00785455776388364,0.0141583311368826,0.0100756400193693,0.00522248868400447,0.00234757612816443,0.00333942706887531,0.00104248842877338,0.00114011937631545,0.00128521227912601,0.00121477196521029,0.00134913632900122,0.000990383754794469,0.00114570401195022
31,325,0,6.097001854278,36.166,0.67,21.6996,0,0,40.2,515731.000276387,18.6519273559958,53.9791044776119,53.9791044383221,1.28187415013468,13.5358054262874,0.56138814474971,15.4229020702996,11.3042416946164,9.0385349250035,6.36747362374962,14.6801513405991,15.2005981714745,3.39284612632107,11.2118120122909,1.7280192284361,1.97802127930805,0.816920799316184,1.169598807803,0.312755247398579,0.336426964252367,1.18102913911106,0.0983882177746142,0.278821980022743,0.0660370154416107,0.28132895284217
