from,to,add,gravity_rd,distance,duration,duration_imp,border_dist,border_time,total_time,cost_per_km,total_cost
101,107,0,541.363384432708,94063,77.05,56.4378,0,0,77.05,312786.038319528,29421593.1224498
107,108,0,349.707060697598,77804,88.6,46.6824,0,0,88.6,585777.038506228,45575796.7039386
108,109,0,654.555334344594,60732,46,36.4392,0,0,46,369880.208099469,22463564.798297
109,110,0,701.059968270307,204310.5,144.9,122.5863,0,0,144.9,131755.79927343,26919093.2274541
110,111,0,650.466108772246,38642,28.15,23.1852,0,0,28.15,206077.345441219,7963240.78253958
105,112,0,192.555315216047,84177.5,60.1,50.5065,0,0,60.1,113339.25308281,9540614.97637824
112,113,0,18.0018246484269,86428,79.8,51.8568,0,0,79.8,271179.174399339,23437473.6849861
113,114,0,18.601153964993,76372,70.9,45.8232,0,0,70.9,287232.201615375,21936497.7017694
114,115,0,137.608121230248,89900.5,63.8,53.9403,0,0,63.8,117783.029425699,10588753.2368851
115,116,0,121.684779799457,134055,94.75,80.433,2145976.5625,6124.5,6219.25,112007.526859517,15015169.0131526
116,117,0,128.0351841746,254606,179.8,152.7636,0,0,179.8,103144.224253963,26261138.3604045
117,118,0,191.912304564423,95283.5,67.3,57.1701,0,0,67.3,109160.228651031,10401168.6466705
118,119,0,104.444800276409,338102.5,251.55,202.8615,0,0,251.55,105370.494623409,35626027.6584111
119,120,0,95.8459447084823,180715,294.6,108.429,2297986.25,7923.99975,8218.59975,341575.565938845,61727828.3986384
120,121,0,95.8459447084823,35414,52.8,21.2484,0,0,52.8,432978.941593584,15333516.2375952
121,122,0,79.3870181360168,131392.5,93.15,78.8355,0,0,93.15,104826.144086945,13773369.1369439
122,123,0,49.7990444768018,64330,48.9,38.598,0,0,48.9,312934.443243918,20131072.7338812
121,124,0,49.8101861134347,60007,64.65,36.0042,0,0,64.65,377185.683401151,22633781.3038529
124,125,0,26.653965172011,70407,89.5,42.2442,2057986.25,8379.99975,8469.49975,433655.108890612,30532355.2516613
125,126,0,26.653965172011,65992,86.5,39.5952,2838028.75,8184,8270.5,464567.348921764,30657728.4900451
126,127,0,43.7698115486572,155856,208.45,93.5136,0,0,208.45,492289.139923257,76726216.1918791
127,128,0,100.132579244401,174835.5,252.95,104.9013,2838028.75,8184,8436.95,477733.327876186,83524745.2458969
129,130,0,244.288738102992,114742.5,92.9,68.8455,0,0,92.9,373642.357634882,42872658.2209205
134,135,0,8.64972168299271,62204,39.55,37.3224,0,0,39.55,148872.358279016,9260456.17438791
135,136,0,10.7944190630892,117661,73.85,70.5966,0,0,73.85,132802.510913157,15625676.236553
136,137,0,1.81167244349938,198808.5,126.55,119.2851,0,0,126.55,137948.531752811,27425340.6749787
137,138,0,3.99730549279064,212959.5,145.85,127.7757,0,0,145.85,151425.753117087,32247552.6709383
139,140,0,108.094040609128,176764.5,262.7,106.0587,3299140,11871.99975,12134.69975,412600.574157224,72933134.1906146
140,141,0,429.902439937129,119021,204.95,71.4126,0,0,204.95,509623.222632918,60655865.5809925
141,142,0,958.717198094794,111365,79.05,66.819,0,0,79.05,188476.822251162,20989721.3100007
136,143,0,8.98274661958978,175044.5,111.9,105.0267,0,0,111.9,141616.79576503,24789241.2062918
143,144,0,9.79783594851754,74393,53.55,44.6358,0,0,53.55,178195.087347953,13256467.1330763
144,145,0,3.6603004087789,653964,449.15,392.3784,0,0,449.15,128205.529514419,83841800.9033675
145,146,0,3.6603004087789,518286,346.7,310.9716,1050312.5,2875.5,3222.2,107463.699782194,55696931.1053142
145,148,0,0.923302800066331,311554.5,223.2,186.9327,1050312.5,2875.5,3098.7,124959.378324609,38931656.6342344
149,150,0,0.79094819367911,115461,80.2,69.2766,0,0,80.2,125363.308416739,14474572.9531051
150,151,0,0.79094819367911,85174.5,60.6,51.1047,0,0,60.6,151531.777622993,12906643.3931496
152,153,0,35.4990390656886,52536.5,38.05,31.5219,0,0,38.05,148267.893522881,7789476.18806484
85,154,0,73.1283075567939,237197,167.4,142.3182,0,0,167.4,125754.761434746,29828652.1480375
155,156,0,4.78500339739315,112767,98.7,67.6602,0,0,98.7,339347.973721137,38267252.9526115
157,158,0,3.50094263036765,113145,103.55,67.887,0,0,103.55,265549.754197222,30045626.9386447
158,159,0,116.988481744502,101081,71.4,60.6486,0,0,71.4,108626.910873121,10980116.7779659
159,160,0,126.113115548898,135814.5,96.85,81.4887,0,0,96.85,128505.8105966,17452952.4132719
162,163,0,26.0590418328944,101620,94.5,60.972,0,0,94.5,249226.296409171,25326376.2411
163,164,0,16.2612418563659,111628,132.9,66.9768,0,0,132.9,430205.023642008,48022926.3791101
164,165,0,17.2831974272587,72511,67.45,43.5066,1100245.53125,5864.35725,5931.80725,250845.972652411,18189092.322999
165,166,0,16.339048923783,154108.5,142.75,92.4651,0,0,142.75,264570.216484867,40772519.2071581
166,167,0,16.7496777539671,144968,199.35,86.9808,0,0,199.35,395392.520152656,57319262.8614902
167,168,0,99.7602390938251,155694.5,143.9,93.4167,0,0,143.9,338719.502693311,52736763.6120837
168,169,0,127.448740739208,121929.5,206.15,73.1577,2523743.03125,8315.35725,8521.50725,561197.480396562,68426528.1860126
169,170,0,118.213735994335,64163,96.2,38.4978,0,0,96.2,415348.922179208,26650032.8937845
170,171,0,51.9410253193957,149650,162.2,89.79,0,0,162.2,336653.396411859,50380180.7730347
171,172,0,58.1142356389634,135590,144.4,81.354,0,0,144.4,356588.122511781,48349783.5313724
172,173,0,57.784681337806,43019,64.5,25.8114,0,0,64.5,371240.361349034,15970389.1048741
173,174,0,35.3965931613578,303332,553.75,181.9992,0,0,553.75,336653.396411859,102117748.040402
174,175,0,8.56030611178022,69348,104.15,41.6088,0,0,104.15,336653.396411859,23346239.7343696
175,176,0,8.56030611178022,237819,333.95,142.6914,0,0,333.95,336653.396411859,80062574.0812719
176,177,0,15.7250419180575,165763,222.2,99.4578,0,0,222.2,343245.408620609,56897388.669178
179,180,0,30.1900655805792,101036,153.65,60.6216,0,0,153.65,443016.037211098,44760568.3356605
180,181,0,407.431902004677,96878,122,58.1268,0,0,122,737234.447071404,71421798.7633835
127,182,0,95.1915226492598,81531.5,64.7,48.9189,0,0,64.7,348454.00293946,28409977.5406586
182,183,0,441.477905239272,77317,113.35,46.3902,2838028.75,8184,8297.35,528460.00082264,40858941.8836041
183,184,0,31.0814998840253,219986,295.85,131.9916,0,0,295.85,460508.09122492,101305332.956205
185,186,0,72.0774851755853,182615.5,175.65,109.5693,0,0,175.65,331210.53098884,60484176.7217925
186,187,0,85.9260646222893,133413,165.15,80.0478,0,0,165.15,560304.83728555,74751949.2567771
187,188,0,67.2553830053703,104151.5,98.75,62.4909,0,0,98.75,313720.199513654,32674429.3596463
188,189,0,36.8020063267574,68221,63.4,40.9326,0,0,63.4,330102.782729723,22519941.9406044
189,190,0,11.7395567968383,125938,155.35,75.5628,0,0,155.35,508509.520289622,64040671.9662344
190,191,0,17.0801493823515,327850,491.65,196.71,0,0,491.65,515402.039828128,168974558.757652
191,192,0,5.54358334455279,334840.5,452.2,200.9043,0,0,452.2,427857.67998378,143264079.494609
192,193,0,5.81824632051061,208803.5,220.15,125.2821,1150000,4650,4870.15,402857.678361518,84118093.2437592
194,195,0,6.22144094082809,261370,242.55,156.822,0,0,242.55,278381.448721652,72760559.2523782
195,196,0,7.13230359382153,148785,140.05,89.271,0,0,140.05,369054.292167288,54909742.86011
134,197,0,21.9412879408544,56652,35.95,33.9912,0,0,35.95,155015.74723738,8781952.11249205
197,198,0,21.9412879408544,389163,276.6,233.4978,0,0,276.6,109365.1583036,42560873.1009039
198,199,0,30.9543438039385,270332,191.5,162.1992,612644.25,1348.673076,1540.173076,105686.010983824,28570310.7212791
200,201,0,43.3654549393947,183756,137.4,110.2536,850456.75,1782.173076,1919.573076,172844.574169002,31761227.5709991
43,203,0,48.0038526055356,70726.5,78.3,42.4359,0,0,78.3,427502.000521671,30235720.239896
209,210,0,80.1846636037386,403130.5,250.45,241.8783,0,0,250.45,95395.7286952077,38456927.8067634
210,211,0,99.8779719701162,398275,206.7,206.7,0,0,206.7,0,0
212,213,0,16.8436508893915,180066.5,147.85,108.0399,0,0,147.85,287936.648322169,51847744.4851038
212,214,0,64.6246185489258,352852,244.75,211.7112,0,0,244.75,168025.575373979,59288160.3218592
215,216,0,87.5675438090262,69795,51.6,41.877,0,0,51.6,150570.903915113,10509096.2387553
196,218,0,175.585094462292,57223,47.85,34.3338,0,0,47.85,451758.481419064,25850975.5822431
218,219,0,167.142686158223,317239.5,205.25,190.3437,716145.84375,5214.000225,5419.250225,152522.183649281,48386061.2798061
219,220,0,147.98575976095,116983,91.2,70.1898,0,0,91.2,394244.159054096,46119864.4586253
160,221,0,85.2277011710512,90221.5,65.8,54.1329,0,0,65.8,150699.658389709,13596349.2294071
222,223,0,32.9697289318397,79094,58.05,47.4564,0,0,58.05,141675.169902922,11205655.8883017
223,224,0,51.3552280659895,292166,279.9,175.2996,0,0,279.9,351080.94961102,102573916.724053
225,226,0,58.7932023590377,210522,150.75,126.3132,0,0,150.75,125314.876212079,26381538.3699193
226,227,0,141.795236936532,406712,376.4,244.0272,0,0,376.4,292187.58834864,118836198.432452
189,229,0,25.0624495299191,122330.5,136.2,73.3983,0,0,136.2,542347.942312743,66345694.957089
229,230,0,45.4797442925594,319851,297.1,191.9106,0,0,297.1,329043.272749834,105244819.832307
230,231,0,37.1232398846199,131070.5,121.65,78.6423,0,0,121.65,338429.619893874,44358139.4943
231,232,0,34.809771757789,236068.5,223.8,141.6411,1204687.5,3567,3790.8,265765.763725566,62738925.1940488
232,233,0,31.9182463345578,155852,97.4,93.5112,0,0,97.4,128222.418124496,19983720.309539
233,234,0,34.0629437146542,514217,348.75,308.5302,0,0,348.75,113414.049003745,58319432.0365587
234,235,0,35.561920739385,136441,113.4,81.8646,612644.25,1348.673076,1462.073076,305064.75083946,41623339.6692868
235,236,0,4.27205169502552,296611,213.5,177.9666,0,0,213.5,94103.9021466219,27912252.5196117
236,237,0,6.08815850736993,74636,52.9,44.7816,0,0,52.9,94103.9021466219,7023538.84061527
237,238,0,5.87231641244427,113399.5,89.7,68.0397,0,0,89.7,284894.468742018,32306890.3081105
238,239,0,16.1944982328215,142884,105.25,85.7304,0,0,105.25,136449.235127519,19496412.5119604
239,240,0,0.507723623487116,252796.5,235.75,151.6779,850456.75,1782.173076,2017.923076,275077.908801015,69538732.5722158
240,241,0,0.0382849944731766,74401.5,59.6,44.6409,0,0,59.6,403981.661330473,30056841.5754792
241,242,0,2.72235865988464,318632,293.25,191.1792,0,0,293.25,409782.759251566,130569900.145845
242,243,0,91.980108526846,188110.5,139.65,112.8663,1025520.84375,2373,2512.65,201802.851384237,37961235.2753145
166,244,0,1.62520452924087,198215,242.15,118.929,0,0,242.15,463321.857215196,91837341.9279101
245,246,0,3.32177952295015,151121,188.3,90.6726,0,0,188.3,429797.630938862,64951447.7851118
246,247,0,2.93133312938692,607802.5,912.1,364.6815,1136495.53125,6570.85725,7482.95725,346900.046600045,210846715.573624
247,248,0,14.3454012081842,52084,78.1,31.2504,0,0,78.1,336653.396411859,17534255.4987153
249,250,0,8.27811954916125,191642,288.6,114.9852,0,0,288.6,488656.262681108,93647063.4927329
251,252,0,55.6970807959941,55097,50.85,33.0582,0,0,50.85,334056.636189524,18405518.4841342
252,253,0,1.92730082568631,143476,193.25,86.0856,0,0,193.25,520140.576710885,74627689.3841709
253,254,0,7.18475045468917,200234.5,187.4,120.1407,0,0,187.4,361108.940277436,72306468.1019823
214,255,0,431.975115238479,52861.5,42.6,31.7169,0,0,42.6,457355.497871875,24176497.6507541
255,256,0,47.8525262894659,118782.5,90,71.2695,0,0,90,340327.589575669,40424961.9087719
213,257,0,22.8858584873913,202469,154,121.4814,0,0,154,346635.282970193,70182899.107692
257,258,0,43.1767039217992,60293,49.15,36.1758,0,0,49.15,307043.496033658,18512573.5063573
259,260,0,128.56160758798,95113,89.75,57.0678,0,0,89.75,333855.651251813,31754012.5575137
260,261,0,127.704534704205,38662.5,36.75,23.1975,0,0,36.75,427040.163160225,16510440.3081822
263,264,0,7.90746019117792,38070,27.75,22.842,0,0,27.75,191139.157170001,7276667.71346194
264,265,0,9.02551974597621,38417.5,27.35,23.0505,0,0,27.35,174713.986049727,6712074.55906539
265,266,0,4.04115195221644,69000.5,49.45,41.4003,0,0,49.45,166344.673944366,11477865.6744982
266,267,0,112.30317156461,103540,93.6,62.124,0,0,93.6,362769.332155829,37561136.6514145
267,268,0,353.681685738406,51389.5,48.4,30.8337,0,0,48.4,414122.303354625,21281538.1082425
268,269,0,279.13057729655,157161,120.6,94.2966,0,0,120.6,405092.46919569,63664737.5512638
226,270,0,38.0984150987923,311359,224.85,186.8154,0,0,224.85,124715.376078143,38831254.7803145
270,271,0,41.1145984143632,113810.5,86.35,68.2863,0,0,86.35,300887.88586167,34244200.7338596
275,276,0,93.5485531385831,36966,46.2,22.1796,0,0,46.2,630714.105799361,23314977.6349792
276,277,0,31.2235644548761,199830.5,192.25,119.8983,0,0,192.25,461023.406067214,92126537.7461144
278,279,0,100.123112349277,241862.5,180,145.1175,0,0,180,146486.506064446,35429592.5730121
279,280,0,58.4027333292084,194364.5,140.1,116.6187,0,0,140.1,167188.003256466,32495412.6589414
245,281,0,3.889809403216,62174.5,96.9,37.3047,2523743.03125,8315.35725,8412.25725,459565.146333095,28573233.190687
281,282,0,6.78936025083745,93889,140.85,56.3334,0,0,140.85,429744.61808238,40348292.4471366
283,284,0,8.08209224875273,71159,106.7,42.6954,0,0,106.7,350968.600562912,24974574.6474563
284,285,0,1.04039899422849,194541,293.2,116.7246,0,0,293.2,394057.345872727,76660310.1234262
286,287,0,85.1087643778041,245209.5,321.55,147.1257,0,0,321.55,431805.887786805,105882905.841259
287,288,0,50.2712883745704,201467,167.9,120.8802,0,0,167.9,319958.7089777,64461121.2216103
288,289,0,23.5107651310729,221397,307.25,132.8382,0,0,307.25,661090.383524484,146363427.64117
289,290,0,110.856883162514,85141.5,72.8,51.0849,2579412.65625,8335.250025,8408.050025,461637.336442761,39304495.2807413
290,291,0,137.596431344859,69358,78.5,41.6148,0,0,78.5,732787.829059158,50824698.2478851
291,292,0,112.529535109585,133629,124.1,80.1774,0,0,124.1,457053.313837813,61075577.2748331
292,293,0,170.559054498981,129983,106.6,77.9898,1532008.90625,7240.250025,7346.850025,378530.135139805,49202482.5558773
293,294,0,129.764573924758,202631,144.15,121.5786,0,0,144.15,144321.301920415,29243969.7294356
294,295,0,17.2687679887866,136848,201.35,82.1088,0,0,201.35,580522.113410484,79443290.1759979
295,296,0,7.77701326486234,257477,292.85,154.4862,0,0,292.85,529159.468539521,136246392.48115
296,297,0,112.755422653612,125905,88.9,75.543,0,0,88.9,160359.089603119,20190011.1764807
297,298,0,96.5349131346485,198005,221.3,118.803,0,0,221.3,612802.931978278,121338044.546359
298,299,0,95.4105930835192,66203.5,47.95,39.7221,0,0,47.95,169810.843820427,11242072.1988656
299,300,0,224.587904667706,112683,94.35,67.6098,0,0,94.35,341312.334753898,38460097.8170735
300,301,0,466.598228839526,128048,93.45,76.8288,0,0,93.45,164231.232778223,21029480.8947859
271,302,0,58.2468688135457,107051,77.75,64.2306,0,0,77.75,136437.589764449,14605780.421874
303,304,0,492.484279728081,111933,80.9,67.1598,0,0,80.9,169936.183266221,19021466.8015379
305,306,0,43.1903818369925,66052.5,53.3,39.6315,0,0,53.3,317476.34646796,20970106.3750749
306,307,0,51.283598691434,142679.5,101.6,85.6077,959933.03125,3488.581725,3590.181725,147385.422910054,21028878.4480951
307,308,0,45.9795266713825,82061,59.95,49.2366,0,0,59.95,194559.842790003,15965775.2591904
249,309,0,1.18524400888876,291981.5,432.25,175.1889,0,0,432.25,460276.150146138,134392120.733895
310,311,0,1.85205914147332,232648,435.8,139.5888,1052500,5901.75,6337.55,461973.771986855,107477274.105198
311,312,0,5.20941631084499,83642,146.4,50.1852,0,0,146.4,451415.247173682,37757274.1041011
312,313,0,44.8465041547888,42488,92.3,25.4928,780312.5,3541.831725,3634.131725,469410.39051158,19944308.672056
313,314,0,15.9730077579818,151789,181.3,91.0734,0,0,181.3,466625.278963715,70828584.4686233
315,316,0,208.995073442515,134404,94.9,80.6424,0,0,94.9,122694.979835216,16490696.0697724
316,317,0,7.14882066501049,66874,47.4,40.1244,0,0,47.4,146965.152920652,9828147.63641568
318,319,0,4.78499310590442,97604.5,231.4,58.5627,1055468.75,3221.25,3452.65,531436.020176875,51870547.0313538
319,320,0,74.8714997883675,90648,85.5,54.3888,0,0,85.5,242194.533016993,21954450.0289244
4,322,0,8.60534882057607,186905,174.35,112.143,0,0,174.35,263810.862450516,49307569.2463137
20,323,1,,409227.714846185,24553.6628907711,245.536628907711,0,0,245.536628907711,510530.580275419,208923262.725207
21,324,1,,109862.266564536,6591.73599387216,65.9173599387216,0,0,65.9173599387216,413601.990862058,45439252.1717102
23,324,1,,197361.352719273,11841.6811631564,118.416811631564,536718.759375,3337.916625,3456.33343663156,474621.472556035,93671935.8532724
31,325,0,6.097001854278,36166,40.2,21.6996,0,0,40.2,515731.000276387,18651927.3559958
325,326,1,,107935.491451556,6476.12948709336,64.7612948709336,0,0,64.7612948709336,509763.719749425,55021597.6153274
34,326,1,,207545.437256768,12452.7262354061,124.527262354061,0,0,124.527262354061,562465.765650176,116737203.273829
36,327,1,,74488.2386399896,4469.29431839938,44.6929431839938,0,0,44.6929431839938,513297.383320772,38234617.9820799
38,327,0,1500.81093042135,79640.5,64.95,47.7843,0,0,64.95,248476.193369359,19788768.2780324
328,329,0,18.528690729732,46493.5,33.15,27.8961,0,0,33.15,206077.345441219,9581257.06027131
49,329,1,,86094.6731699651,5165.68039019791,51.656803901979,0,0,51.656803901979,956515.933784642,82350926.7010527
58,330,0,5.52070207740926,60803,75,36.4818,0,0,75,404502.906170229,24594990.2038684
61,330,1,,110076.922461905,6604.6153477143,66.0461534771429,1193822,4878.07176,4944.11791347714,528375.282852499,58161925.0413417
64,331,1,,96967.659214109,5818.05955284654,58.1805955284654,0,0,58.1805955284654,603121.617455952,58483291.466131
331,332,0,40.056890301374,101387.5,95.65,60.8325,0,0,95.65,368645.365531132,37376031.9977876
73,332,0,1610.83067299594,93535,66.2,56.121,0,0,66.2,130168.794133155,12175338.1592447
68,78,1,,161421.652363153,9685.29914178918,96.8529914178918,0,0,96.8529914178918,513998.911404436,82970553.5917659
80,333,1,,70306.6438409305,4218.39863045583,42.1839863045583,0,0,42.1839863045583,627880.321062633,44144158.1076796
82,333,0,89.1711773428732,56293,42.8,33.7758,0,0,42.8,379606.310655545,21369178.0457326
89,334,1,,164089.772653351,9845.38635920106,98.4538635920108,0,0,98.4538635920108,619722.005907401,101690043.057624
91,334,0,58.5782628065735,89818,70.15,53.8908,0,0,70.15,417807.155698814,37526603.1105561
97,335,0,173.291953588181,45868.5,40.2,27.5211,0,0,40.2,253141.051127539,11611200.3036435
335,336,0,124.894005976754,107673,76.6,64.6038,0,0,76.6,102875.205626025,11076882.015371
102,336,1,,195090.776189223,11705.4465713534,117.054465713534,1944034.6875,7592.57175,7709.62621571353,717799.82170009,140036124.363956
75,337,0,267.013744623889,151759,116.2,91.0554,0,0,116.2,313978.385871576,47649045.8614845
337,338,0,128.976058064046,144975.5,104.15,86.9853,0,0,104.15,137254.443020481,19898531.5041157
