from,to,passes,gravity,gravity_rd,gravity_dur,log10_gravity,distance,duration,sp_distance,from_ctry,to_ctry,border_dist,border_time,total_dist,total_time,rugg,pop_wpop,pop_wpop_km2,cost_km,speed_kmh,speed_kmh_imp,duration_imp,MA_100_min_speed,MA_100_min_speed_perc,MA_100_min_speed_bt,MA_100_min_speed_bt_perc,MA_100_min_speed_bt_ratio,MA_100_min_speed_bt_perc_ratio,total_time_imp,MA_100_min_speed_bt_opt,MA_100_min_speed_bt_opt_perc,MA_100_min_speed_bt_opt_ratio,MA_100_min_speed_bt_opt_perc_ratio,upgrade_cat,ug_cost_km,MA_gain_pusd,MA_gain_pusd_bt,MA_gain_pusd_bt_opt,consensus,MA_gain_pusd_cons
9,25,155,22.6326963552043,16.7106812931853,20.9591643531486,1.35473629688134,491726.5,379.25,439722.778345644,ESH,ESH,0,0,491726.5,379.25,18172.359375,2026.55749511719,0.64121111516284,363770.258986477,77.7945682267634,100,295.0359,1668018021154.06,0.0335986527472798,936408539038.271,0.0178491415193882,0.298282983455555,0.531245751240228,295.0359,782671296920.216,0.00526918678827038,0.0736077273661855,0.156827323640141,Mixed Works,214053.242206752,5.32269137034381,1.58766826195929,0.391791215242616,TRUE,2.43405028251524
19,20,85,22.6969526915635,16.4811583243583,19.023275829656,1.35596755243202,44624,41.75,37450.7633017682,SEN,SEN,0,0,44624,41.75,19197.6328125,44090.62890625,169.183658325277,606455.564749588,64.1302994011976,100,26.7744,1667477646827.08,0.00119157568865269,936249129459.608,0.000822595385163716,0.387612383478006,0.690342538033669,26.7744,782636597532.021,0.000835497101858707,0.329097809819061,0.701169980065135,Mixed Works,326475.245690194,1.36382210537047,0.52863433690264,0.448830867860242,FALSE,0.780429103377785
14,26,83,55.6652468439963,39.2258613368407,44.378401374015,1.74558413925999,195547.5,144.95,154153.692979075,GMB,GMB,0,0,195547.5,144.95,36017.37109375,132761.984375,125.462473642733,571290.54502837,80.9441186616075,100,117.3285,1667498386738.49,0.00243537998079191,936249137053.177,0.000823406454664166,0.189836860932311,0.338101840845559,117.3285,782631902952.698,0.00023565056250785,0.0454154296483448,0.0967613121428484,Asphalt Mix Resurfacing,135205.428990047,1.53594328321858,0.291578651456284,0.0697555241228613,FALSE,0.632425819599243
18,27,68,28.5360760450035,19.5242317485125,19.6905012340142,1.45539425367125,58135.5,59.8,33947.4466679,GNB,GNB,0,0,58135.5,59.8,37117.359375,96648,405.617678889717,633197.123822886,58.3299331103679,100,34.8813,1667479353583.12,0.00129393246537379,936252512807.515,0.00118397096684486,0.513762559412086,0.915017590584091,34.8813,782640429302.124,0.00132509880583775,0.480660386193208,1.02408652792784,Upgrade,536106.898170044,0.692267029586317,0.355660880916869,0.332745337789784,FALSE,0.460224416097657
20,28,160,96.695404492576,74.1256873134432,88.9430519834706,1.98540583446624,216696.5,184.3,206154.020790989,SEN,SEN,0,0,216696.5,184.3,25602.669921875,105781.875,75.1224205701466,525208.388628578,70.546880086815,100,130.0179,1667662337641.87,0.0122677670767013,936289407228.327,0.0051246661453952,0.234548718705558,0.417734222809615,130.0179,782663790394.088,0.00431004574270588,0.164899005289232,0.351330907715996,Mixed Works,282737.182545051,3.33876263577025,0.783102498281904,0.550558637535367,FALSE,1.55747459052917
27,29,66,28.2927829609669,19.3379911802396,19.5099669417065,1.45167566803484,57546.5,53.45,52787.3708621944,GNB,GNB,0,0,57546.5,53.45,51556.95703125,24093.962890625,66.8398631789907,565665.312766651,64.5985032740879,100,34.5279,1667469846626.85,0.000723785719003445,936244566060.206,0.000335178436228212,0.260015399059444,0.463090701333134,34.5279,782632457605.516,0.000306520932391585,0.198770443285842,0.423496795175267,Mixed Works,304516.493372713,0.688707988866355,0.179074682560512,0.136894792241466,FALSE,0.334892487889444
26,27,2,0.243293084036598,0.186240568272919,0.18053429230775,-0.613870236352505,293007,305.4,185107.615420464,GMB,GNB,778454.875,3513.99975,1071461.875,3819.39975,46608.94921875,85945.34375,68.7130425987187,560153.254653072,57.5652259332024,100,175.8042,1667499285533.66,0.00248928210500043,936246150712.729,0.000504435262116409,0.113779580832125,0.20264286683422,3689.80395,782630522130.81,0.0000592170263047365,0.0111653966433598,0.0237887968526276,Upgrade,474263.0889396,0.29869753694089,0.0339856805487227,0.00333507647633966,FALSE,0.112006097988651
29,30,12,11.6733102231145,7.19423017026579,6.73762027746463,1.06719402723475,196140.5,390.55,137294.612325543,GNB,GIN,1060859.125,3818.52855,1256999.625,4209.07855,74932.2578125,55221.3671875,58.6232524922574,585166.482868902,30.1329663295353,100,117.6843,1667552491368.26,0.00568011759771725,936246624239.533,0.000555012686853651,0.0548628787499976,0.097711478205434,3936.21285,782632972375.44,0.000372295293948888,0.0307632275172997,0.065543589114864,Upgrade,495440.95549567,0.974659657436185,0.0534726346084356,0.0299836767936428,FALSE,0.352705322946088
29,31,54,16.6194727378524,12.1437610099738,12.7723466642418,1.22061724142923,185608,237.25,174749.18878549,GNB,GIN,1060859.125,3818.52855,1246467.125,4055.77855,54429.30859375,91214.4765625,76.7161591381615,575973.170702309,46.9398524762908,100,111.3648,1667544507027.37,0.00520128443068924,936251267537.022,0.00105096355493828,0.113451452599016,0.202058466315985,3929.89335,782632204073.596,0.000274126071420078,0.0247366803184032,0.0527035341121986,Upgrade,487657.284527955,0.958195313576165,0.108708650198786,0.0237025711545257,FALSE,0.363535511643159
30,32,74,17.2694972192108,10.8987028543108,11.7044029274015,1.23727969378628,186776.5,140.5,121210.113908614,GIN,GIN,0,0,186776.5,140.5,68086.921875,63115.36328125,75.8480993587034,591092.31537041,79.762206405694,100,112.0659,1667470326668.03,0.000752574524409688,936245884439.109,0.000475994561588422,0.355128466935755,0.632488273452769,112.0659,782634046597.839,0.000509553298133625,0.317791138036876,0.677080184893733,Mixed Works,318204.69644107,0.211142442197879,0.0749826918028041,0.0670991969939493,FALSE,0.117741443664877
30,33,1,0.0663141838073542,0.0432544444800373,0.034413344663006,-1.17839357128678,162139,208.4,124046.700696446,GIN,GIN,0,0,162139,208.4,86713.7890625,64693.5546875,76.7188198908165,609079.748118553,46.681094049904,100,97.2834,1667469070311.77,0.000677228912948635,936244812837.561,0.00036153673956818,0.2997436245255,0.533847171400376,97.2834,782632935036.891,0.000367524387345775,0.254713726240574,0.542688565592369,Upgrade,515687.520073708,0.135056728486652,0.0404823933131453,0.0344008025666964,FALSE,0.0699799747888311
30,34,13,1.60003329529081,0.958794476770543,0.946429156141858,0.204129020037564,207363,296.8,163384.732396312,GIN,GIN,0,0,207363,296.8,88329.7734375,72746.9453125,65.564279587768,602444.733364816,41.91974393531,100,124.4178,1667534116394.09,0.00457814221843655,936254630194.143,0.00141012915266803,0.172942853341667,0.308013400498858,124.4178,782638933872.101,0.00113402129646722,0.116260880798647,0.24770337887286,Upgrade,510069.874248878,0.721744003438979,0.124820467336975,0.0839105935509575,FALSE,0.310158354775637
21,23,51,9.25840206345814,6.04800366809379,6.72241679516041,0.966536036907985,56074,39.65,53249.8382582541,MRT,MRT,0,0,56074,39.65,2550.0888671875,23674.271484375,64.8966811564632,393367.877048091,84.8534678436318,100,33.6444,1667464711359.84,0.000415815881460446,936243612572.94,0.000233336407373663,0.315075361279956,0.561153187690016,33.6444,782631754996.758,0.00021674559727014,0.244653194052087,0.52125377344626,Asphalt Mix Resurfacing,94103.9021466219,1.31397392999279,0.414000810704923,0.321467918873911,FALSE,0.683147553190542
23,24,40,8.17091396038475,5.31664713799862,5.85410282562014,0.912270637407776,89943.5,103.35,64232.0428038212,MRT,SEN,1159498.125,2481.384135,1249441.625,2584.734135,2484.99951171875,42123.2734375,96.6173164629365,405469.128355751,52.2168359941945,100,53.9661,1667520673292.09,0.00377193877649784,936252919328.126,0.00122739145635986,0.182705436223678,0.32540068359738,2535.350235,782632352576.621,0.000293100940007562,0.0364715528294367,0.077705646187529,Upgrade,343297.195341202,2.0369456535847,0.372161044202117,0.0742905710154058,FALSE,0.82779908960074
26,35,38,24.7646788152725,18.5202172281338,21.676033250394,1.3938326997863,47422,47.8,41997.7098802219,GMB,SEN,900140.5,2865.90885,947562.5,2913.70885,38812.9453125,62630.8828125,217.289387042984,674025.319436229,59.5255230125523,100,28.4532,1667490818541.86,0.00198150362278327,936246398003.878,0.000530848443691667,0.150421074404073,0.267901828484182,2894.36205,782630709878.974,0.00008320641455839,0.0197089558083797,0.0419915530820561,Upgrade,570674.770456007,1.22090304678721,0.183649548040939,0.0240627241954452,FALSE,0.476205106341199
26,36,47,31.1438611127605,20.8918846769798,22.8829024159288,1.49337245396158,77372,76.95,62469.2969478401,GMB,SEN,900140.5,2865.90885,977512.5,2942.85885,32836.515625,53456.3359375,125.931539597868,565164.809922645,60.329044834308,100,46.4232,1667477216650.17,0.00116577731923417,936243860952.123,0.000259865801899295,0.125160283284828,0.222912041272176,2912.33205,782630107316.852,0.00000621446734072606,0.00250201544771291,0.00533074991097656,Mixed Works,304247.056008356,0.825772165259375,0.103353878132589,0.0020660947137703,FALSE,0.310397379368578
21,37,167,37.7788288512783,26.0113238836068,34.1180071595093,1.57724849060776,349054,250.25,276395.266392658,MRT,MRT,0,0,349054,250.25,27404.62109375,73886.71875,35.8124493999719,497802.714002339,83.6892707292707,100,209.4324,1667708317242.1,0.0150252342128621,936314844944.586,0.00784167006115943,0.293035558709451,0.521900021661341,209.4324,782646958958.591,0.00215942102412825,0.0674555601439211,0.143719624834847,Asphalt Mix Resurfacing,117813.308980554,6.09241001124535,1.78529277153233,0.410966929934988,TRUE,2.76288990423756
