id,from,to,sp_distance,distance,nre_per_link,nre_gain_perc,nre_wtd_per_link,nre_wtd_gain_perc,MA_per_link,MA_gain_perc,from_ctry,to_ctry,border_dist,border_time,MA_per_link_bc,MA_gain_perc_bc,MA_gain_bc_ratio,MA_gain_perc_bc_ratio,total_dist,MA_per_link_bc_opt,MA_gain_perc_bc_opt,MA_gain_bc_opt_ratio,MA_gain_perc_bc_opt_ratio,rugg,pop_wpop,pop_wpop_km2,cost_km,cost_km_adj,MA_gain_pusd,MA_gain_pusd_bc,MA_gain_pusd_bc_opt,consensus,MA_gain_pusd_cons,duration_100kmh,duration_65kmh,MA_per_link_100kmh,MA_per_link_100kmh_perc,MA_per_link_100kmh_imp,MA_per_link_100kmh_imp_perc,MA_per_link_100kmh_ratio,MA_per_link_100kmh_perc_ratio,total_time_100kmh,total_time_65kmh,MA_per_link_100kmh_bt,MA_per_link_100kmh_bt_perc,MA_per_link_100kmh_bt_opt,MA_per_link_100kmh_bt_opt_perc,MA_gain_100kmh_pusd,MA_gain_100kmh_pusd_bt,MA_gain_100kmh_pusd_bt_opt
11,49,42,102516.540461134,123852.247936415,0.695318325822255,0.0110704450901,0.723249612577511,0.00135431871191027,1420134976.33083,0.00395055460298277,GIN,GIN,0,0,1082101611.29344,0.00247568556619449,0.477509746971905,0.626667851730306,123852.247936415,914406133.463142,0.00175952162120296,0.286784424693799,0.44538597691435,64906.296875,89635.828125,130.366613037412,615112.422782217,615112.422782217,0.736397226678675,0.351636853382147,0.211187254999153,FALSE,0.433073778353325,74.3113487618489,114.325151941306,1667547225961.94,0.00536434310631773,2368963157564.85,0.00395152393506404,1.04648828011348,0.736627739267875,74.3113487618489,114.325151941306,936257582194.028,0.00172543242766832,782640991337.95,0.00139691253440155,1.17412139528639,0.212044698457793,0.143505103619547
12,44,43,173205.039900806,209252.413797207,0.695252144547706,0.00155126536305339,0.723261183844937,0.00295423994751687,1420098031.03959,0.00134891804026704,SLE,GIN,1213091.28125,3788.9571,1082079334.5528,0.000416979442241505,0.235545008937451,0.309121406782399,1422343.69504721,914391712.249277,0.000182381324176362,0.0870590299280072,0.135205637949846,102837.6015625,201042.234375,169.876088191835,664729.565723006,664729.565723006,0.137715415846065,0.032438178856286,0.0119893705096905,FALSE,0.060714321737347,125.551448278324,193.156074274345,1667504892619.85,0.00282554766246612,2368901477284.44,0.00134773849735925,0.677624806373489,0.476983104996698,3914.50854827832,3982.11317427434,936245171088.77,0.000399801571493441,782631170134.758,0.000142015270565565,0.338720912987346,0.0269101971291059,0.00799053940178851
13,212,46,1546780.04633362,1868695.3826172,0.697422886744954,0.313779841462125,0.724765038373767,0.21088727850862,1423039785.0278,0.20850318526473,MLI,ESH,461663.978125,2101.512765,1084276621.23057,0.203479340013835,0.743622379293165,0.975905187038189,2330359.3607422,916365056.851045,0.215992320800362,0.667028881768305,1.03591856654911,9546.392578125,1762.77746582031,0.116302722971215,325874.99422801,325874.99422801,4.86223127031077,3.61566398590212,3.24324868713428,TRUE,3.90704798111573,1121.21722957032,1724.94958395434,1672203310432.3,0.284596868951059,2373791745314.28,0.207786629467055,1.03722692138458,0.730108627803587,3222.72999457032,3826.46234895434,937810084546.689,0.167548296729869,783774769275.382,0.146264583390621,7.79283381139582,2.57595530080103,1.87977622940532
14,51,50,113970.159612019,137689.590402946,0.695247652933778,0.000905214338264848,0.723247232788552,0.00102527308956102,1420086554.712,0.000540770845880445,SLE,SLE,0,0,1082078475.53575,0.000337593337640385,0.475691534304286,0.624281690132055,137689.590402946,914392994.147122,0.000322572903543872,0.384090561917629,0.596505721418249,47033.921875,392464.90625,506.446875624174,663829.267099644,663829.267099644,0.0840172056366981,0.0399662734572796,0.0322702157237484,FALSE,0.052084564939242,82.6137542417675,127.098083448873,1667502048694.9,0.00265499312197548,2368882363134.92,0.000540849425978429,0.289400496999083,0.203710292694093,82.6137542417675,127.098083448873,936254147108.194,0.00135853071501213,782639931106.458,0.00126144220835567,0.484351604066248,0.139155319390215,0.108010600030215
15,61,52,241906.89396904,292252.474328671,0.695242224428652,0.000124405623114221,0.72323988774137,0.00000969748061852016,1420079342.82001,0.000032919337589199,MLI,MLI,0,0,1082075138.91157,0.0000292390429423861,0.676794608778721,0.888202651804866,292252.474328671,914393633.743382,0.000392520762693138,3,4,36089.11328125,30530.712890625,18.0542980143486,486511.823767422,486511.823767422,0.00328784971881783,0.00222519896417054,0.025243090648043,FALSE,0.0102520464436771,175.351484597202,269.771514764927,1667464496800.62,0.0004029484357293,2368870330251.81,0.0000328905517266165,0.115959940645845,0.0816247162421355,175.351484597202,269.771514764927,936243995383.52,0.000274224427099234,782632745215.513,0.00034327009557078,0.0472555392880329,0.0180568668684304,0.018894739062948
16,82,52,227544.433294142,274900.903231138,0.695265226921712,0.00343296785765279,0.723253244206793,0.00185645219432651,1420102447.93928,0.00165995003824637,GIN,MLI,876484.134375,3489.695175,1082083875.46382,0.000836627965616899,0.384045062392389,0.504007919720729,1151385.03760614,914390172.347043,0.0000139737345250524,0.0054204643614074,0.0084181657297437,41956.15625,147683.71875,92.2129230426426,566956.589308859,566956.589308859,0.15124516840219,0.0580849601355666,0.000819819045159132,FALSE,0.0700499825276387,164.940541938683,253.754679905666,1667616000344.13,0.00948884827247642,2368908838783.94,0.00165849851765376,0.248306383858418,0.174783964294639,3654.63571693868,3743.44985490567,936264709477.764,0.00248669800764212,782630104417.336,0.00000584398371916706,1.01517841286485,0.149377410617125,0.00029345367131271
17,56,55,251745.737268304,304138.974343466,0.695294845201948,0.00769311145119023,0.723260674495639,0.0028838138889542,1420120532.1091,0.00293341238779554,GIN,GIN,0,0,1082093225.4662,0.00170070891298835,0.441775565134857,0.579771504362681,304138.974343466,914402150.02219,0.00132388247842119,0.290599815766951,0.45131140917288,48497.49609375,133498.71875,75.3535914450837,567199.286652963,567199.286652963,0.241478147616409,0.106679145130957,0.070173505209073,FALSE,0.139443599318813,182.483384606079,280.743668624737,1667530938549.59,0.00438756201064372,2368939059294.09,0.00293423403194826,0.950074763307278,0.668761837400849,182.483384606079,280.743668624737,936251418126.891,0.00106704806734914,782638066889.34,0.00102324318993485,0.42410203888134,0.057911402785821,0.0464224047578394
18,68,57,205637.993667622,248435.302852665,0.695293486348967,0.00749766091259208,0.723291916301732,0.00720351605854042,1420150935.11025,0.00507434988636923,LBR,SLE,1514732.15625,5712.42855,1082101159.16454,0.00243390205065808,0.365483278722284,0.479648054462316,1763167.45910267,914390126.788731,0.00000899136278764701,0.00114094348752316,0.00177192408663023,27725.7890625,62148.0859375,44.5760440362935,507630.299046701,507630.299046701,0.571389204620861,0.20883319993135,0.000651922791853209,FALSE,0.260291442448021,149.061181711599,229.324894940922,1667630680158.51,0.0103692192523708,2368989650735.54,0.00506991269049184,0.694609506255647,0.488938710533358,5861.4897317116,5941.75344494092,936256943810.867,0.00165724668605982,782630072928.454,0.00000182051416164342,1.37100821748094,0.123030890700268,0.000112976921948566
19,110,59,356149.953692373,430271.760721125,0.700573623617076,0.766965893906701,0.7293802890338,0.849022866136218,1434245251.26098,0.997576695741453,MAR,DZA,732254.25,3534.56034,1091370670.58387,0.859076273390635,0.656190977291581,0.861163133679785,1162526.01072113,921498240.029793,0.777370171446923,0.501765271270463,0.779258552014528,232823.4375,299557.6875,114.131073271932,709011.735603304,236337.245201101,46.4368224766806,30.4714239232887,23.30038482695,TRUE,33.4028770756398,258.163056432675,397.173932973346,1686127276831.64,1.11963848647632,2392524909868.17,0.99859271437992,1.26705910627876,0.89188852155543,3792.72339643268,3931.73427297335,940710104053.821,0.477299544694465,785177182800.973,0.325456975765115,183.593648115102,43.9444326460287,25.0481177248267
20,148,59,317496.895962005,383574.241784295,0.699986434334751,0.682507558064938,0.728630036044595,0.745287843403486,1432406041.32049,0.868062062967767,MAR,DZA,732254.25,3534.56034,1090257560.06045,0.756208107506029,0.663797141191002,0.871145209273025,1115828.49178429,920722793.912558,0.692565429549541,0.51372305278375,0.79782939388201,104775.15625,245219.25,109.38273652754,641928.192140954,213976.064046985,50.0642090198946,33.2324788233948,25.719138292904,TRUE,36.3386087120645,230.144545070577,354.068530877811,1684448753726.34,1.01897488181775,2389454455259.59,0.868975842605324,1.2115198231138,0.85279417393995,3764.70488507058,3888.62887087781,940384723274.535,0.442545605212397,785085617618.74,0.313757299625972,207.015895930245,50.481384431988,29.9182187042782
21,206,62,1505607.02947572,1818953.45151773,0.695850405758916,0.087602131443898,0.72338657596174,0.0202917971105832,1420750359.45494,0.0472849872745762,DZA,MRT,1124027.78125,4233.689235,1082524062.37262,0.0415165236290926,0.669025281480211,0.878006446063165,2942981.23276773,914509043.266044,0.0130139970513588,0.177217436262403,0.275224712989529,4631.6005859375,30747.919921875,2.1873539261352,326654.134710834,326654.134710834,1.13012374122147,0.756081354078161,0.200277632078543,FALSE,0.695494242459391,1091.37207091064,1679.03395524714,1673498655487.03,0.362280698308926,2370018398205.09,0.048497693213978,0.190178836275748,0.133867725883157,5325.06130591064,5912.72319024714,937410361113.17,0.12485381413454,782910041955.906,0.0357746641900469,10.1669408524961,1.96734227106676,0.471218513304748
22,82,67,182197.401360511,220116.262460374,0.695257036952774,0.0022549641579106,0.723271687215871,0.00440650663391384,1420108900.28107,0.00211431506684789,GIN,MLI,876484.134375,3489.695175,1082081344.36107,0.000602715976105728,0.217214005305117,0.285064409536787,1096600.39683537,914395746.51725,0.000623579038183664,0.189906935269254,0.294931937042534,18747.59375,146215.734375,118.025705142744,525523.06522277,525523.06522277,0.259560295399389,0.0563801313818805,0.04929230021688,FALSE,0.121744242332716,132.069757476224,203.184242271115,1667515750465.62,0.00347670932401289,2368919592686.92,0.00211246623300632,0.863192569410441,0.607605075988366,3621.76493247622,3692.87941727111,936242757313.082,0.000141986053425747,782630871705.413,0.000103883672886163,0.501163364543435,0.0114918415798915,0.00702845563903717
23,70,69,71678.1707275522,86595.8071999429,0.695242368226228,0.000145088738978671,0.723242481154235,0.000368280180618186,1420084110.79662,0.000368673688355692,MLI,MLI,0,0,1082078879.34735,0.00037491160744807,0.77487485453148,1.0169198922771,86595.8071999429,914395917.997949,0.000642332599598561,1.12185529476565,1.7422794733831,31008.181640625,21400.9765625,44.3533048042859,514277.789774929,514277.789774929,0.117560108242996,0.0910943717734964,0.131885429885628,FALSE,0.113513303300707,51.9574843199657,79.9345912614857,1667539404238.19,0.00489526233806714,2368878276879.49,0.000368351306678782,0.106898729576647,0.0752464896139199,51.9574843199657,79.9345912614857,936269080286.848,0.0029535443736517,782644165875.804,0.00180253685442278,1.83288907637963,0.620921532720714,0.31677145788173
