id,from,to,sp_distance,distance,nre_per_link,nre_gain_perc,nre_wtd_per_link,nre_wtd_gain_perc,MA_per_link,MA_gain_perc,from_ctry,to_ctry,border_dist,border_time,MA_per_link_bc,MA_gain_perc_bc,MA_gain_bc_ratio,MA_gain_perc_bc_ratio,total_dist,MA_per_link_bc_opt,MA_gain_perc_bc_opt,MA_gain_bc_opt_ratio,MA_gain_perc_bc_opt_ratio,rugg,pop_wpop,pop_wpop_km2,cost_km,cost_km_adj,MA_gain_pusd,MA_gain_pusd_bc,MA_gain_pusd_bc_opt,consensus,MA_gain_pusd_cons,duration_100kmh,duration_65kmh,MA_per_link_100kmh,MA_per_link_100kmh_perc,MA_per_link_100kmh_imp,MA_per_link_100kmh_imp_perc,MA_per_link_100kmh_ratio,MA_per_link_100kmh_perc_ratio,total_time_100kmh,total_time_65kmh,MA_per_link_100kmh_bt,MA_per_link_100kmh_bt_perc,MA_per_link_100kmh_bt_opt,MA_per_link_100kmh_bt_opt_perc,MA_gain_100kmh_pusd,MA_gain_100kmh_pusd_bt,MA_gain_100kmh_pusd_bt_opt
58,219,165,187955.227055716,227072.404877681,0.699698374265784,0.641074455009894,0.729371030403496,0.847742705658505,1435090784.56116,1.05711798706383,DZA,MAR,732254.25,3534.56034,1091129644.88853,0.836801871443016,0.603175933957491,0.791587960552308,959326.654877681,921890843.598493,0.82030628727956,0.499656567003576,0.775983662484054,251467.59375,479729.03125,363.2969864356,789206.076337941,263068.692112647,83.7685792460288,50.5271910230156,41.8555207288377,TRUE,58.717096999294,136.243442926609,209.605296810167,1689157771571.3,1.30138190331095,2393938331447.14,1.05825921557261,1.15524366505601,0.81318113682095,3670.80378292661,3744.16563681017,940745605433.368,0.481091449056459,785317894567.583,0.343436321823898,363.267114240131,75.401844022412,44.9955145964999
59,188,174,185019.11526908,223525.23050629,0.695243113778195,0.000252325162253264,0.723248627998304,0.00121818417078146,1420091089.95085,0.00086013612432545,GHA,GHA,0,0,1082085314.46286,0.000969613135892722,0.858966304796542,1.12727870446451,223525.23050629,914401699.517395,0.00127461413856889,0.954180563549546,1.4818749062173,6272.53173828125,211197.140625,170.182899293738,475276.268059696,475276.268059696,0.114975941380612,0.0987604595082078,0.109707808541191,FALSE,0.10781473647667,134.115138303774,206.330982005806,1667568608167.49,0.00664666676317705,2368889908803.21,0.000859383990081675,0.183683291456299,0.129295483089767,134.115138303774,206.330982005806,936291553184.577,0.00535387585418601,782676914656.192,0.00598698901348449,1.04324442063175,0.471827739661859,0.441054547755005
60,185,176,115189.285568681,139162.440438375,0.695245600926189,0.000610063947559247,0.723267187292637,0.00378431699170623,1420109864.57366,0.00218221922398953,GHA,GHA,0,0,1082103166.7894,0.00261943680446297,0.914648808606781,1.20035456367858,139162.440438375,914418446.011919,0.00310605298934341,0.916493744824272,1.42334599347215,37920.4140625,348191.125,442.897909345329,639576.775318331,639576.775318331,0.348173828624901,0.318456777539827,0.31909913604624,FALSE,0.328576580736989,83.4974642630247,128.45763732773,1667575754371.62,0.00707523558360901,2368921199841.24,0.00218031101226757,0.437787989805653,0.308160906658519,83.4974642630247,128.45763732773,936320680941.176,0.00846501318778614,782709256793.156,0.0101194825978146,1.32550396056768,0.89043202694468,0.889815795107765
61,187,176,117497.764107315,141951.358744014,0.695251919323571,0.00151887026285102,0.723242096754074,0.000315130429706656,1420121969.68591,0.0030346445688334,GHA,GHA,0,0,1082094399.67846,0.00180922379915405,0.454285928905603,0.596189688154999,141951.358744014,914408267.407231,0.00199289512541334,0.422859055095775,0.656714511439296,30002.873046875,136309.859375,172.315009965041,574076.103583273,574076.103583273,0.528824144693003,0.240237367799572,0.223618078136714,FALSE,0.33089319687643,85.1708152464083,131.032023456013,1667546426957.52,0.0053164255858329,2368941373115.73,0.00303191022692495,0.810182574985096,0.570291105927321,85.1708152464083,131.032023456013,936273330462.443,0.00340750586989014,782661507457.895,0.00401834519172528,1.08784134800091,0.391485286073917,0.385917739540813
62,189,176,161641.299825535,195282.032077023,0.695255480123873,0.00203103776452718,0.723240552728038,0.000101643008498797,1420122847.83781,0.00309648281671127,GHA,GHA,0,0,1082090268.84925,0.00142747300695412,0.351272422154416,0.460998200684419,195282.032077023,914403185.825174,0.00143716050353682,0.298851624523014,0.464126749155742,47434.66796875,186376.359375,169.624150499975,605708.68310842,605708.68310842,0.371753491598019,0.130586749437997,0.111099134886171,FALSE,0.204479791974062,117.169219246214,180.260337301868,1667610870345.38,0.00918119438073628,2368942833701.06,0.00309356770935576,0.478681610530266,0.336946107561626,117.169219246214,180.260337301868,936272892564.947,0.00336073401348003,782660148314.726,0.0038446816385207,1.29427911379735,0.26600874283452,0.254384603531204
63,180,178,89180.8692852147,107741.16141858,0.695241797741139,0.0000630330498241349,0.72324001326374,0.0000270530474466568,1420079549.37848,0.0000474649006321215,BFA,BFA,0,0,1082075372.87182,0.0000508604916849009,0.816493634774505,1.07153899002332,107741.16141858,914390898.300118,0.0000933657926083242,1.26658469084299,1.96704915347784,36261.75390625,101500.8203125,171.048625398736,586912.098924029,586912.098924029,0.0106593403120818,0.00870328351571006,0.0135009572537683,FALSE,0.0109545270271867,64.6446968511482,99.4533797709972,1667478596305.14,0.00124851734377707,2368870674515.93,0.0000474233956104797,0.0539615439564308,0.0379837699867368,64.6446968511482,99.4533797709972,936249488773.43,0.000860973714766899,782637961321.669,0.00100975435568529,0.329226443388083,0.127474416299004,0.124973388107529
64,188,184,89341.7225843699,107935.491451556,0.695246994341216,0.000810485715851961,0.723242263207102,0.000338145344591645,1420087563.33468,0.000611796667304709,GHA,GHA,0,0,1082080804.33667,0.000552809593457049,0.68851481466527,0.903583858821052,107935.491451556,914395469.799693,0.000593316508679109,0.624450974376221,0.969793626521349,16483.775390625,59426.8828125,98.7653242523252,509763.719749425,509763.719749425,0.157901544282376,0.10871755249694,0.0986017731826394,FALSE,0.121740289987318,64.7612948709336,99.6327613398978,1667498170420.97,0.00242240708701047,2368884031109.6,0.000611261690086629,0.358481170804506,0.252336485211078,64.7612948709336,99.6327613398978,936266612652.333,0.00268997619128353,782654597316.968,0.00313540684175884,0.734122910515345,0.45772337767596,0.445981895638047
65,189,188,171792.119808601,207545.437256768,0.695252500616399,0.0016024804825765,0.723253635850652,0.00191060350749339,1420135089.57554,0.0039585291395916,GHA,GHA,0,0,1082099100.55441,0.00224365549033045,0.431884036069327,0.566790191814005,207545.437256768,914415255.288612,0.00275710744626068,0.448475648916572,0.696497953920613,39066.60546875,107519.078125,92.8847004460506,562465.765650176,562465.765650176,0.48154516734099,0.207971670420906,0.21596128140589,FALSE,0.301826039722595,124.527262354061,191.580403621632,1667620606097.1,0.00976506234093844,2368963241511.02,0.00395506765789033,0.575393825016155,0.405022264047343,124.527262354061,191.580403621632,936283325936.548,0.00447512302574893,782670511405.348,0.00516881818390935,1.39482775794732,0.35890833894603,0.346528130290027
66,242,193,73570.0495153489,88881.4231565276,0.695246291943828,0.000709456428982236,0.723240959020282,0.000157819705925988,1420082125.43763,0.000228867441198766,NER,NER,0,0,1082076177.59965,0.000125229454916997,0.416933989310513,0.547170249560482,88881.4231565276,914390769.447336,0.0000792741276178788,0.223031640753802,0.346375732619089,15168.9404296875,25511.23828125,51.8839687178657,478196.095668543,478196.095668543,0.0764679513897894,0.0318820880273473,0.0170547726635467,FALSE,0.0418016040268945,53.3288538939166,82.0443906060255,1667476419920.48,0.00111799621822506,2368874967947.85,0.000228667311197306,0.290569516290612,0.204533170568627,53.3288538939166,82.0443906060255,936244202231.751,0.000296317898396126,782632424502.568,0.000302291226716989,0.438609621782815,0.0652722695345144,0.0556627990216036
67,232,194,119666.240252307,144571.137405541,0.695372068657113,0.0188005425768134,0.723333983741786,0.0130200431675442,1420316092.22429,0.0167044865579058,TGO,GHA,850840.78125,4121.49999,1082133964.15108,0.00546557655798363,0.249314579266981,0.327192131229973,995411.918655542,914392962.130036,0.000319071434340401,0.0122991136679011,0.0191009423267423,37012.06640625,89831.0078125,108.754875419588,566299.369058272,566299.369058272,2.89746316015278,0.722379808715069,0.035636228755275,FALSE,1.21849306587438,86.7426824433249,133.450280682038,1667797971123.62,0.0204019149729673,2369265088005.98,0.0166972845020874,1.1626827085102,0.818417512484071,4208.24267244333,4254.95027068204,936251918213.07,0.00112046230043017,782630306787.065,0.0000317016322082253,4.15525904490057,0.128131947612331,0.00303047336683604
68,204,195,129494.592321895,156444.962759515,0.695326713398108,0.0122768715689725,0.723283339136539,0.00601757952902737,1420195424.98778,0.00820726583241616,BFA,GHA,774799.09375,3649.74999,1082135615.06312,0.00561814567796581,0.521602087568906,0.684533167644684,931244.056509515,914437472.29655,0.00518681543242305,0.406931506224173,0.631978485689685,9275.173828125,152359.640625,174.552386639429,499185.627489817,499185.627489817,1.49240711388487,0.778442666105036,0.607307474752842,FALSE,0.959385751580917,93.8669776557088,144.410734854937,1667808360591.31,0.0210249872824475,2369064444759.11,0.00822728467544387,0.555913323462628,0.391309852649106,3743.61696765571,3794.16072485494,936284972439.538,0.00465098610342718,782632875873.539,0.000359964832075121,4.48917908308794,0.557582634359876,0.0360738869615221
69,267,199,393801.599745657,475759.454523799,0.695277521152703,0.00520130784831263,0.723239984430268,0.0000230663377287499,1420089108.65653,0.000720616105387428,DZA,DZA,0,0,1082081502.94398,0.000617371423516921,0.652810880382952,0.856727207317967,475759.454523799,914400296.603313,0.0011211879184847,1.0018286956862,1.55587407789326,15658.5419921875,3715.55981445313,1.26154138808945,367200.612973643,367200.612973643,0.0585767950445706,0.0382395691430578,0.0586839141769799,FALSE,0.0518334261215361,285.455672714279,439.162573406584,1667777470112.31,0.0191724378861613,2368886586626.8,0.000719140876670465,0.0532872042861823,0.0375090993091464,285.455672714279,439.162573406584,936337969888.751,0.0103116466583675,782672715245.401,0.0054504122816823,1.82995900286861,0.55261803252438,0.244171546249098
70,216,203,61656.3417915152,74488.2386399896,0.695421584667228,0.0259226749756314,0.723686511731622,0.0617629333203418,1420648931.4397,0.0401425660326193,GHA,GHA,0,0,1082238075.88325,0.015087067604358,0.286381217449635,0.375837149824912,74488.2386399896,914466613.966159,0.00837382187262037,0.134319049511336,0.208602057621725,8984.4453125,106367.53125,253.898680666541,513297.383320772,513297.383320772,14.9094231964215,4.26977876646302,2.0026195525056,TRUE,7.06060717179672,44.6929431839938,68.7583741292212,1668352763240.64,0.0536736490101664,2369819644617.96,0.040107463915029,1.06157425942187,0.747246826975229,44.6929431839938,68.7583741292212,936299416474.9,0.00619375433925651,782667387179.244,0.00476962241195977,23.4077253098611,1.51664897237137,0.976301076135089
71,210,204,132758.147829783,160387.728327871,0.695282548984987,0.00592448580873928,0.723268061915368,0.00390524821116678,1420140766.04368,0.00435825821396563,TGO,BFA,580729.1875,4199.25,1082106787.4871,0.00295404376731145,0.516474392243941,0.677803751472435,741116.915827871,914398966.430769,0.000975716896345347,0.144155059704833,0.223877716381915,11684.4130859375,143942.484375,160.196864112744,509503.288449647,509503.288449647,0.757368602010838,0.391161488428191,0.109178516041438,FALSE,0.419236202160156,96.2326369967226,148.050210764189,1667784032715.62,0.0195660072703552,2368972792036.55,0.00435823572280114,0.316442498879599,0.222745277694156,4295.48263699672,4347.30021076419,936279834824.135,0.00410223711102553,782630733260.035,0.0000861939130958334,3.99244487826768,0.469992021993472,0.00825496039368945
