add,from,to,sp_distance,distance,duration,cost_per_km,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4
0,1,2,43.2722243477175,65.988,0.769166666666667,0.165533432763229,85.7915492957746,100.000000074722,4767.40321886067,6539.82132169821,3019.71148861101,9009.33140727095
0,2,3,63.043014111003,87.2905,1.20416666666667,0.325804933540229,72.4903806228374,100.000000074722,2718.23452810692,1458.57908904705,1242.89668112229,628.737102802222
0,2,4,62.7865555411679,89.4695,1.01833333333333,0.143711001375058,87.8587561374795,100.000000074722,2433.88303481707,5.38638548932219,933.942535003501,1939.48947750431
0,2,5,78.2260862234277,99.998,1.215,0.137571872104139,82.3028806584362,100.000000074722,1775.7796765987,1407.42593910425,1942.09795706693,947.404047080573
0,6,7,42.2206402036298,45.91,0.6275,0.35180747969282,73.1633466135458,79.3885805859511,346.777736780559,299.59511330586,176.719682657726,1073.11077406841
0,7,8,369.244630524328,432.345,5.49833333333333,0.274474269920908,78.6320096999091,85.3225546347651,527.890972149748,1546.76100005343,210.906819105478,1270.88872424105
0,7,9,314.80500971991,343.596,4.45166666666667,0.214053242206752,77.1836765256458,83.7509874465165,942.82431668693,1904.99101505503,1.70280536616416e-07,2140.66819263263
0,3,4,43.8023684790386,61.1115,1.215,0.440804238333923,50.2975308641975,54.5771860789568,212.062910259126,110.293893687427,222.598316358713,5.12571888122458
0,3,10,71.9569618679209,73.391,1.02,0.223654700788942,71.9519607843137,100.000000074722,1651.10266039641,1205.10367157398,1599.78075052112,129.251464338068
0,11,12,82.0156810081612,120.6045,1.73166666666667,0.297068429665397,69.6464870067372,75.5724827004983,784.04659641091,5.06960987216341e-08,424.23304057846,1446.37824601006
0,11,13,93.5022496589565,117.3045,2.78833333333333,0.496691360654737,42.0697549312612,100.000000074722,1467.65522052785,2529.52011200259,4.69893710137912e-08,3946.34829367311
0,11,14,105.495162729709,115.4425,2.3075,0.491294139557334,50.0292524377031,100.000000074722,833.913996269572,184.578685363524,1195.15703567654,2908.19613002502
0,15,16,91.5102357522865,103.879,2.60416666666667,0.522148460719765,39.889536,66.2607176288336,857.36173152016,506.520856625409,258.847028394141,851.797166496624
0,4,5,46.2810901998088,59.389,0.88,0.297726343750279,67.4875,73.2297944296388,242.009393785124,490.245434624043,292.056953550637,5.3326449088453
0,4,17,63.5440867230124,79.9575,1.0075,0.303071132661729,79.3622828784119,86.1149644104901,176.804420456529,1062.88853595951,587.091936460343,1278.40673092743
0,5,13,43.4453623415589,44.9755,0.7325,0.355771894999091,61.4,100.000000074722,1845.99691521974,3421.26730694099,2314.86054577244,4.41057606048193e-07
0,5,17,82.1127830088755,92.795,1.39,0.311553305902198,66.7589928057554,72.4393009000957,2.31418125313987e-07,1737.85526714525,2.31418127817719e-07,657.573542421795
0,10,15,52.2622973417942,68.931,0.995,0.275803780020507,69.2773869346734,82.8602957727396,1716.64855676588,1050.90525574036,3.36038225013395e-07,3.36038216085608e-07
0,10,17,93.836245083748,107.9945,1.575,0.257737404068897,68.5679365079365,100.000000074722,1661.86443958089,3131.70630740243,229.851942447479,1.38718041032574e-07
0,10,16,108.219880184134,165.686,3.43,0.414117413925291,48.3049562682216,100.000000074722,6.14318082674454e-09,2843.3377373503,2021.40015483271,472.670109217889
0,12,14,110.483824815583,140.541,2.20166666666667,0.295491345605075,63.8339137017411,69.265336218082,2.38807800319318e-08,1346.88248412473,2.38807770401479e-08,672.642220423522
0,12,18,126.741963273292,177.611,2.73166666666667,0.352623970045695,65.0192800488102,70.5515615771438,587.544850740364,1089.4561948202,585.594913618828,47.2519431995586
0,13,19,55.2009612340076,58.066,0.8575,0.312084031689064,67.7154518950437,93.6985179450215,1.0438497699809e-09,2024.34056102974,1.04384572478946e-09,1143.43983895352
0,13,14,80.6180553436747,85.947,1.31916666666667,0.327831438868844,65.1524952621604,98.8889433556441,200.982905068039,2123.42235227635,694.020229218811,777.755824119571
0,13,20,57.5448184023604,61.198,0.898333333333333,0.320133428282312,68.1239332096475,100.000000074722,175.024344702175,1.59534422459969e-07,2013.93768793823,1958.37183282925
0,8,21,243.80284993095,253.8725,3.12166666666667,0.100688461972808,81.3259476775227,100.000000074722,517.172373898036,12.4902882999908,2760.41997523186,5043.10694796961
0,9,22,34.0684933407483,42.6785,0.634166666666667,0.386934519662693,67.2985545335085,86.4618409131982,1737.58788954515,342.012450405315,175.410587922598,635.534029124928
0,17,19,55.412068651568,74.1055,1.17666666666667,0.319522388574093,62.979178470255,100.000000074722,513.087427402349,3818.58685694327,1257.99628070467,1027.31180062631
0,8,16,175.854335491933,206.3605,4.9375,0.393129993251088,41.7945316455696,100.000000074722,3011.24196974132,1990.69479695654,3.76733046510878e-08,4672.4778308258
0,16,23,167.872131266914,194.882,2.30583333333333,0.096236659645658,84.5169497650886,91.7082253323585,14.034492990319,658.31134531957,1470.6891145139,716.405649719631
0,16,24,201.913890850423,228.693,4.26833333333333,0.339395795559859,53.578992581023,58.1378568246781,6.44324938606087e-08,22.4240430923458,1192.72258012708,1248.17027289839
0,9,25,439.722778345644,491.7265,6.32083333333333,0.214053242206752,77.7945682267633,84.4138579587093,672.213884599003,2349.03292007364,226.657580088933,1309.16254516004
0,19,20,37.4507633017682,44.624,0.695833333333333,0.326475245690194,64.1302994011976,100.000000074722,586.911289826609,1726.1826277944,1288.99049425244,6.35161326712784e-07
0,14,26,154.153692979075,195.5475,2.41583333333333,0.135205428990047,80.9441186616075,99.7013548110426,9.72478120159277e-08,326.355762194452,2042.13288156543,2114.26854992017
