lon,lat,iso3c,city_country,city_port,population,gdp_cap,IWI,gdp,wealth,port_locode,port_name,port_status,outflows,ctry,uj_orig,Lj_orig,Cj_orig,Dj_orig,PCj_orig,uj,Lj,Cj,Dj,PCj,Lj_1,Dj_1,Yj_1,Pj_1,Lj_2,Dj_2,Yj_2,Pj_2,Lj_3,Dj_3,Yj_3,Pj_3,Lj_4,Dj_4,Yj_4,Pj_4
-17.446713,14.692814,SEN,"Dakar - Senegal",TRUE,3223.755,2287.6685,70.2606002240275,7374882765.2175,226502961.27521,SNDKR,Dakar,AI,2417.263262,1,5356.2558538069,3223.755,12905842.7568168,13497825.7232639,0.936558722867579,5691.25221692398,3223.755,14074217.3335956,14621736.8836588,0.912522639730984,0,3013.43761909377,0,810.948090064135,0,4499.36871633156,0,588.466239489342,0,1323.71318544978,0,1566.0575004987,3223.755,311236.923953706,315941.70196921,19.8504304282271
-17.044529,14.7029696,SEN,"Yaoundé - Cameroon",FALSE,505.227,2302.16270413245,52.2935947198641,1163114756.52073,26420135.9795328,,,,0,1,4479.03991245297,505.227,1566551.34285993,3635402.6765055,1.01117166427864,4978.4344813403,505.227,1821911.57664921,4129750.79977888,0.966384804268566,0,3214.61844730055,0,296.609886732927,505.227,18192.121296332,26420.1359795328,74.1280361580542,0,660.673151469226,0,1051.7192971678,0,3959.12672425887,0,251.078570160669
-16.6384888,15.1122198,SEN,"Dzolokpuita - Ghana",FALSE,74.508,2361.8791047779,42.0766985704881,175978888.338792,3135050.65708993,,,,0,1,3842.44033216142,74.508,185587.979738754,404491.978332307,1.07983707430674,4450.20310472153,74.508,228904.1685023,449938.306584846,1.01397460155243,74.508,966.751396013689,3135.05065708993,138.133051525483,0,883.398692528475,0,148.464989050794,0,93.7508287436142,0,893.242461963498,0,331.23710707571,0,325.415523050759
-16.4633198,14.7565098,SEN,"Gusau - Nigeria",FALSE,113.325,2297.65604456748,38.0772661124075,260381871.25061,4315106.18218858,,,,0,1,3956.79000149052,113.325,294351.846889034,512293.871404404,1.06635056720339,4670.03635597368,113.325,372985.047787686,584173.785882999,0.993236354187428,113.325,1132.26237147275,4315.10618218858,146.936130636441,0,1269.73526070134,0,134.065093272342,0,117.171568453014,0,902.04554107285,0,443.486148142908,0,311.015627274439
-16.4205399,14.3423595,SEN,"Chipinge - Zimbabwe",FALSE,18.416,2269.64499576379,37.4244716433748,41797782.2419859,689209.069784391,,,,0,1,3071.49708111255,18.416,33312.2246803317,272030.960777886,1.18861119471734,4127.70042149854,18.416,50812.7030185677,254654.23813629,1.04719899776885,18.416,474.522144539132,689.20906978439,159.876545974351,0,527.011897321621,0,147.005508608222,0,53.6067397697595,0,914.985956409074,0,207.309871317681,0,310.094425419756
-17.033333,20.933297,MRT,"Nouadhibou - Mauritania",TRUE,118,5196.45446473013,38.9206658183864,613181626.838156,4592638.5665696,MRNDB,Nouadhibou,AI,197.0295,2,6945.53419419078,118,684719.265965593,751722.882233508,0.837863291747221,7920.97944605898,118,826124.947347666,902033.307179612,0.791978143688103,0,514.178888594133,0,311.888859803124,0,301.303470333195,0,478.286308230019,0,121.703159661274,0,987.756219230717,118,9892.32410924084,11882.7300665696,29.2854961411804
-16.8981705,21.2914486,MRT,"",FALSE,0,5538.53368337853,18.6296720206833,0,0,,,,0,2,4203.45630310209,1e-06,0.00283178563137125,175420.975130431,1.33398290061996,3477.01850671131,1e-06,0.00215946789936127,182344.957532933,1.15273452002492,1e-06,196.760102798369,1.86296720206833e-05,272.454931193275,0,108.431960378388,0,438.852379621154,0,41.3866651205334,0,948.322290625414,0,733.854434613726,0,95.0509292219507
-15.978542,18.085588,MRT,"Nouakchott - Mauritania",TRUE,1440.712,3726.39485774327,41.8651880562521,5368661788.28902,60315678.8148991,MRNKC,Nouakchott,AI,334.524,2,4926.04888099773,1440.712,5117465.77945687,5639609.11240613,0.970775898087913,5477.60239253974,1440.712,5955254.93927844,6705385.74613103,0.927609868099394,0,3600.4993020387,0,383.190019308549,0,2293.95260513274,0,549.587467823802,0,1253.88612039695,0,891.041430075625,1440.712,65192.216795324,72693.0668148991,37.7700686686721
-15.67383,23.8871498,ESH,"",FALSE,0,7041.16211331411,31.3978211479454,0,0,,,,0,3,5121.62363728285,1e-06,0.00375520290469599,241001.335587078,1.18809056844364,4541.55560306721,1e-06,0.00316269751638197,244648.976155778,1.02122102401541,1e-06,719.733073379453,3.13978211479454e-05,108.197518705163,0,224.686702262239,0,274.594967132491,0,55.5451341503084,0,839.919478740032,0,261.855530846582,0,242.943379251433
-16.2439098,15.6356897,SEN,"Banikoara - Benin",FALSE,93.802,2287.6183979327,43.5760615586268,214583180.962884,4087521.72632231,,,,0,1,4762.64456390825,93.802,317512.275925738,549651.063105659,0.98491281673663,5632.98674621871,93.802,403543.066328829,607465.256524221,0.916555943596674,93.802,2104.61273493935,4087.52172632231,85.1997612840755,0,813.57661303812,0,182.24573283357,0,120.41242053919,0,840.309171722866,0,390.22896947158,0,328.035259732297
-16.577537,13.453171,GMB,"Banjul - Gambia, The",TRUE,976.753,1827.81084253539,39.6195599018914,1785319723.87897,38698523.9928521,GMBJL,Banjul,AI,184.275,4,5442.05853103431,976.753,4000082.45627379,4365264.3953194,0.930201549063148,6221.16458560884,976.753,4842627.47690527,5391061.583988,0.878361765597225,0,4224.22746359847,0,268.172981701293,0,2531.16510760984,0,403.976848947521,0,846.557486070925,0,970.259031008406,976.753,38082.8769450468,45516.6989928521,46.1773554852156
