add,from,to,sp_distance,distance,duration,cost_per_km,border_dist,total_cost,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4
0,1,2,43.2722243477175,65.988,0.769166666666667,0.165533432763229,0,10.92322016118,85.7915492957746,100.00000005954,1168.80803250046,1862.65742835252,383.563250079425,1965.79129514113
0,2,3,63.043014111003,87.2905,1.20416666666667,0.325804933540229,0,28.4396755511934,72.4903806228374,100.00000005954,994.487102643332,607.934983469719,160.554021842628,78.0488929217834
0,2,4,62.7865555411679,89.4695,1.01833333333333,0.143711001375058,0,12.8577514375258,87.8587561374795,100.00000005954,1029.91021775659,202.074257116005,25.2199001882045,285.865466517895
0,2,5,78.2260862234277,99.998,1.215,0.137571872104139,0,13.7569120666697,82.3028806584362,100.00000005954,467.069525996276,504.080159320715,359.631767713091,117.627352857266
0,6,7,42.2206402036298,45.91,0.6275,0.35180747969282,0,16.1514813926974,73.1633466135458,100.00000005954,181.298470777222,105.153007714895,34.620307526175,717.630028224689
0,7,8,369.244630524328,432.345,5.49833333333333,0.274474269920908,0,118.667578228955,78.6320096999091,85.9608194401876,2.65473777227694e-07,471.36781962596,62.0484736495142,227.645888142959
0,7,9,314.80500971991,1089.94746875,4.45166666666667,0.214053242206752,746.35146875,73.5478378092712,77.1836765256458,100.00000005954,239.280910466669,608.452601932816,17.5238023071325,610.874017329092
0,3,4,43.8023684790386,61.1115,1.215,0.440804238333923,0,26.9382082109435,50.2975308641975,54.9854567548914,21.5255102776595,88.5673270349645,75.4545078745698,41.836788501633
0,3,10,71.9569618679209,73.391,1.02,0.223654700788942,0,16.4142421456012,71.9519607843137,78.6581639353469,28.3456714178851,300.335747820116,260.701715572722,3.73787348257788e-06
0,11,12,82.0156810081612,1020.745,1.73166666666667,0.297068429665397,900.1405,35.8277894255804,69.6464870067372,100.00000005954,698.703314249285,3.44391189756293e-08,3.44390832308851e-08,428.982675936338
0,11,13,93.5022496589565,1017.445,2.78833333333333,0.496691360654737,900.1405,58.2641317159236,42.0697549312612,100.00000005954,356.102664634691,705.835902702652,1.83719371946313e-07,1018.90977746593
0,11,14,105.495162729709,115.4425,2.3075,0.491294139557334,0,56.7162237058475,50.0292524377031,100.00000005954,598.380853009426,20.2117088608585,224.063655898925,919.300601413953
0,15,16,91.5102357522865,1263.377125,2.60416666666667,0.522148460719765,1159.498125,54.2402599511085,39.889536,53.614598183438,0.0114188593152442,149.735102856877,40.9527427269885,206.413770044384
0,4,5,46.2810901998088,59.389,0.88,0.297726343750279,0,17.6816698289853,67.4875,73.7775980050574,76.1241895431965,29.707244526615,19.6351568838375,24.0679944826661
0,4,17,63.5440867230124,79.9575,1.0075,0.303071132661729,0,24.2328100898002,79.3622828784119,100.00000005954,481.26140116115,586.848740733675,7.2326960363619e-08,47.3548158360375
0,5,13,43.4453623415589,44.9755,0.7325,0.355771894999091,0,16.0010188635316,61.4,100.00000005954,371.184536577625,969.497947898435,355.759048907535,207.370639833937
0,5,17,82.1127830088755,92.795,1.39,0.311553305902198,0,28.9105890211945,66.7589928057554,100.00000005954,68.3946065038294,721.608741954714,7.23269702531044e-08,265.557287742828
0,10,15,52.2622973417942,68.931,0.995,0.275803780020507,0,19.0114303605936,69.2773869346734,83.4089599996357,242.056302852496,443.366314758483,2.12486295158386e-08,2.12486088436453e-08
0,10,17,93.836245083748,107.9945,1.575,0.257737404068897,0,27.8342220837185,68.5679365079365,100.00000005954,931.939738524981,1058.38843603516,3.59873681080604e-07,4.04299925624351e-07
0,10,16,108.219880184134,1325.184125,3.43,0.414117413925291,1159.498125,68.6134578436258,48.3049562682216,100.00000005954,1.00898417092097e-07,574.055421855346,293.927082264118,175.815374029691
0,12,14,110.483824815583,1040.6815,2.20166666666667,0.295491345605075,900.1405,41.5286492026828,63.8339137017411,69.7834832254355,7.66951441716125e-07,296.704563105652,4.97169714262928,162.129067314138
0,12,18,126.741963273292,1236.796625,2.73166666666667,0.352623970045695,1059.185625,62.6298959437859,65.0192800488102,99.23603161262,415.191697830355,206.780991741241,21.2998869818065,356.233497312766
0,13,19,55.2009612340076,58.066,0.8575,0.312084031689064,0,18.1214713840572,67.7154518950437,100.00000005954,107.128312244386,615.417369697413,1.46941180742312e-08,383.582456374314
0,13,14,80.6180553436747,986.0875,1.31916666666667,0.327831438868844,900.1405,28.1761286764605,65.1524952621604,100.00000005954,19.4834731924598,435.932291637432,2.70881669546078e-07,399.720185509713
0,13,20,57.5448184023604,61.198,0.898333333333333,0.320133428282312,0,19.5915255440209,68.1239332096475,87.3696452414815,5.61629553409578e-07,8.06070576983735e-07,424.052078378702,323.8807447078
0,8,21,243.80284993095,253.8725,3.12166666666667,0.100688461972808,0,25.5620315621917,81.3259476775227,100.00000005954,256.263186036214,96.2496509661318,425.295549573438,1086.58488111432
0,9,22,34.0684933407483,42.6785,0.634166666666667,0.386934519662693,0,16.5137848974242,67.2985545335085,100.00000005954,559.839622218759,156.097686020522,19.432847785164,167.555946340106
0,17,19,55.412068651568,74.1055,1.17666666666667,0.319522388574093,0,23.6783663664775,62.979178470255,100.00000005954,203.623318125835,1129.92230305731,150.101923740931,339.615014548452
0,8,16,175.854335491933,206.3605,4.9375,0.393129993251088,0,81.1265019722912,41.7945316455696,100.00000005954,1245.8816770122,205.276618032788,5.95523606496267e-08,1136.66471287155
0,16,23,167.872131266914,194.882,2.30583333333333,0.096236659645658,0,18.7547927050651,84.5169497650886,92.3942588536,117.225947842447,186.201171221038,231.995177767497,2.56087701075757e-06
