add,from,to,sp_distance,distance,duration,cost_per_km,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4
0,1,2,43.2722243477175,65.988,0.769166666666667,0.165533432763229,85.7915492957746,100.00000004889,1160.75532933762,1864.3952906281,394.182776395968,1891.4274724626
0,2,3,63.043014111003,87.2905,1.20416666666667,0.325804933540229,72.4903806228374,100.00000004889,976.786066674712,619.58975257558,192.783280778595,78.9310710211826
0,2,4,62.7865555411679,89.4695,1.01833333333333,0.143711001375058,87.8587561374795,100.00000004889,1008.97772085174,234.694819878649,32.6730729454231,231.288855695352
0,2,5,78.2260862234277,99.998,1.215,0.137571872104139,82.3028806584362,100.00000004889,466.415430882975,611.135031569968,337.039623608954,2.01694775212065e-05
0,6,7,42.2206402036298,45.91,0.6275,0.35180747969282,73.1633466135458,100.00000004889,198.319007055606,111.260870900316,35.716193691842,751.700709441635
0,7,8,369.244630524328,432.345,5.49833333333333,0.274474269920908,78.6320096999091,86.0413518405759,4.53699737761079e-07,500.267488796769,76.3428662339993,230.16480674613
0,7,9,314.80500971991,343.596,4.45166666666667,0.214053242206752,77.1836765256458,100.00000004889,264.570995868249,646.447542725011,30.1493313740267,653.341818841648
0,3,4,43.8023684790386,61.1115,1.215,0.440804238333923,50.2975308641975,55.0369698843352,27.4456215950861,101.565166068005,91.0419136582458,47.9881889962265
0,3,10,71.9569618679209,73.391,1.02,0.223654700788942,71.9519607843137,84.9850330519106,10.4091383181047,327.059929323499,310.170993766057,1.27956531705195e-05
0,11,12,82.0156810081612,120.6045,1.73166666666667,0.297068429665397,69.6464870067372,100.00000004889,790.944093141823,3.37106595671141e-08,3.37106623481061e-08,536.663245277754
0,11,13,93.5022496589565,117.3045,2.78833333333333,0.496691360654737,42.0697549312612,100.00000004889,608.129253749367,739.846253598061,1.62276890941365e-07,1320.54779576373
0,11,14,105.495162729709,115.4425,2.3075,0.491294139557334,50.0292524377031,100.00000004889,521.849009025409,43.167521561769,250.604684807365,928.306720922542
0,15,16,91.5102357522865,103.879,2.60416666666667,0.522148460719765,39.889536,51.3895855214045,156.228351091742,39.4714259386824,44.1856591887453,232.687428861467
0,4,5,46.2810901998088,59.389,0.88,0.297726343750279,67.4875,73.8467165534952,116.061622600618,15.506893519341,26.7320630303189,1.88729760492753e-05
0,4,17,63.5440867230124,79.9575,1.0075,0.303071132661729,79.3622828784119,100.00000004889,515.236610166004,567.084303943723,1.39529082955932e-07,2.00750987924102e-05
0,5,13,43.4453623415589,44.9755,0.7325,0.355771894999091,61.4,100.00000004889,276.152204890844,1039.47997201391,327.33553308579,379.72032913576
0,5,17,82.1127830088755,92.795,1.39,0.311553305902198,66.7589928057554,100.00000004889,23.6406091579523,713.477136331998,1.39529169114474e-07,287.128622278665
0,10,15,52.2622973417942,68.931,0.995,0.275803780020507,69.2773869346734,75.8052610710373,214.843736276408,347.991397522736,2.04949577179862e-07,2.04949931117596e-07
0,10,17,93.836245083748,107.9945,1.575,0.257737404068897,68.5679365079365,100.00000004889,955.885031578279,1069.9733657055,4.26117451298996e-07,3.45464115530844e-07
0,10,16,108.219880184134,165.686,3.43,0.414117413925291,48.3049562682216,100.00000004889,7.66097504029446e-08,708.66776144232,345.482607752849,190.545128515019
0,12,14,110.483824815583,140.541,2.20166666666667,0.295491345605075,63.8339137017411,69.8488598886102,1.10375740518191e-07,369.348027903615,25.3388605860238,264.936757382575
0,12,18,126.741963273292,177.611,2.73166666666667,0.352623970045695,65.0192800488102,92.788283966969,404.758033250163,276.52735186729,2.80215967226653,409.023842384959
0,13,19,55.2009612340076,58.066,0.8575,0.312084031689064,67.7154518950437,100.00000004889,27.0562530764518,658.553071090031,1.57363889059405e-07,468.115444395224
0,13,14,80.6180553436747,85.947,1.31916666666667,0.327831438868844,65.1524952621604,100.00000004889,42.6460918168621,524.452435874779,1.59208709505357e-06,478.214164637884
0,13,20,57.5448184023604,61.198,0.898333333333333,0.320133428282312,68.1239332096475,88.806725225133,3.24148778374688e-07,2.37210609065326e-06,401.388597577558,362.477733830476
0,8,21,243.80284993095,253.8725,3.12166666666667,0.100688461972808,81.3259476775227,100.00000004889,237.934724890741,94.7776666973969,451.761691698786,1115.6176006331
0,9,22,34.0684933407483,42.6785,0.634166666666667,0.386934519662693,67.2985545335085,100.00000004889,573.185978551137,152.437211134645,20.2709384871821,178.939591670793
0,17,19,55.412068651568,74.1055,1.17666666666667,0.319522388574093,62.979178470255,100.00000004889,135.458714916095,1158.5775108479,156.117799470102,416.47225084738
0,8,16,175.854335491933,206.3605,4.9375,0.393129993251088,41.7945316455696,100.00000004889,1276.65604231983,201.358469134638,5.33761834740206e-08,1166.36152561642
0,16,23,167.872131266914,194.882,2.30583333333333,0.096236659645658,84.5169497650886,92.4808184222039,122.049371416177,189.589545762887,247.715167756593,3.22514866143418e-06
0,16,24,201.913890850423,228.693,4.26833333333333,0.339395795559859,53.578992581023,58.627637389926,53.540466834052,18.36201854672,213.592233505767,214.950827086594
0,9,25,439.722778345644,491.7265,6.32083333333333,0.214053242206752,77.7945682267633,85.1249998776563,2.24135249899435e-06,884.203860981768,2.46020159196334e-05,371.992131898132
0,19,20,37.4507633017682,44.624,0.695833333333333,0.326475245690194,64.1302994011976,100.00000004889,290.194865538296,418.754476524159,164.777750359805,2.96803782405029e-07
0,14,26,154.153692979075,195.5475,2.41583333333333,0.135205428990047,80.9441186616075,88.5713263563801,1.69238433869898e-06,1.41873749571447e-06,303.592069207732,393.25679330811
